id,utt,annot_utt
1430,finna og setja í röð öll lög með selmu björns og spila án þess að stokka upp,finna og setja í röð öll lög með [artist_name : selmu björns] og spila [player_setting : án þess að stokka upp]
1431,spila nýjasta lagið með emmsjé gauta,spila nýjasta lagið með [artist_name : emmsjé gauta]
1432,vinsamlegast hækkaðu hljóðið,vinsamlegast hækkaðu hljóðið
1433,vinsamlegast lækka niður hljóðstyrk,vinsamlegast lækka niður hljóðstyrk
1434,hljóð stilling takk,hljóð stilling takk
1435,segðu mér tímann í canberra,segðu mér tímann í [place_name : canberra]
1436,hvaða vekjara hef ég,hvaða vekjara hef ég
1437,sýndu mér vekjarana mína,sýndu mér vekjarana mína
1438,hvaða vekjara hefur ég,hvaða vekjara hefur ég
1439,halaðu niður nýjustu þjóðlögunum með fjögurra stjörnu einkunn eða hærra án þess að stokka,halaðu niður nýjustu [music_genre : þjóðlögunum] með [music_descriptor : fjögurra stjörnu einkunn] eða hærra [player_setting : án þess að stokka]
1440,spilaðu nýjustu rokk lögin sem hafa einkunn fjóra eða yfir,spilaðu nýjustu [music_genre : rokk] lögin sem hafa [music_descriptor : einkunn fjóra eða yfir]
1441,spila öll indí popp lög,spila öll [artist_name : indí] [music_genre : popp] lög
1443,þegiðu,þegiðu
1444,þögn,þögn
1445,hafðu hljótt,hafðu hljótt
1446,búa til lagalista með öllum emmsjé gauta lögum og spila í stokkun,búa til lagalista með öllum [artist_name : emmsjé gauta] lögum og spila í [player_setting : stokkun]
1447,spila tónlist með svölu björgvins án þess að stokka,spila tónlist með [artist_name : svölu björgvins] [player_setting : án þess að stokka]
1448,hvenær er hrekkjavaka,hvenær er [event_name : hrekkjavaka]
1449,hvenær eru páskar árið tvö þúsund og átján,hvenær eru [event_name : páskar] árið [date : tvö þúsund og átján]
1450,kveikja á ljósum,kveikja á ljósum
1451,stilltu ljósið,stilltu ljósið
1452,fjarlægðu vekjara morgundagsins,fjarlægðu vekjara [date : morgundagsins]
1453,breyttu vikulegu vekjara stillingunum,breyttu vikulegu vekjara stillingunum
1454,slökkva á vekjaranum,slökkva á vekjaranum
1455,veður,veður
1456,hvernig er þarna úti,hvernig er þarna úti
1457,hvernig er á hellu,hvernig er á [place_name : hellu]
1458,hversu heitt er í keflavík,hversu [weather_descriptor : heitt] er í [place_name : keflavík]
1459,pantaðu stóra pepperóní pítsu frá spaðanum til að taka með,pantaðu stóra [order_type : pepperóní pítsu] frá [business_name : spaðanum] til að taka með
1460,ég myndi vilja sækja grænmetis bát með kökum frá subway,ég myndi vilja [order_type : sækja] grænmetis bát með kökum frá subway
1461,setja inn taka með pöntun fyrir ostborgara og franskar frá búllunni,setja inn [order_type : taka með] pöntun fyrir [food_type : ostborgara og franskar] frá [business_name : búllunni]
1462,fylgdu fréttaveitu herferð trumps,fylgdu fréttaveitu [news_topic : herferð trumps]
1463,tilkynntu mér þegar koma nýjar fréttir um ísland,tilkynntu mér þegar koma nýjar fréttir um [news_topic : ísland]
1464,gefðu mér uppfærslur um stöðuna á íslandi,gefðu mér uppfærslur um stöðuna á [place_name : íslandi]
1465,mun rigna á föstudag,mun [weather_descriptor : rigna] á [date : föstudag]
1466,á eftir að snjóa í þessari viku,á eftir að [weather_descriptor : snjóa] í [date : þessari viku]
1467,spilaðu slayer,spilaðu [artist_name : slayer]
1468,tónlist á,tónlist á
1469,spilaðu þó líði ár og öld,spilaðu [song_name : þó líði ár og öld]
1470,hátalara á hljóðlaust,hátalara á hljóðlaust
1471,settu hljóðstyrkinn í sextíu,settu hljóðstyrkinn [change_amount : í sextíu]
1472,lækka hljóðið í tuttugu,lækka hljóðið [change_amount : í tuttugu]
1473,gefðu mér íþrótta fréttir dagsins,gefðu mér [news_topic : íþrótta] fréttir [date : dagsins]
1474,hverjar eru íþrótta fréttir dagsins,hverjar eru [news_topic : íþrótta] fréttir [date : dagsins]
1475,segðu mér helstu íþrótta fyrirsagnir dagsins,segðu mér helstu [news_topic : íþrótta] fyrirsagnir [date : dagsins]
1476,minnka ljósin,minnka ljósin
1477,lágmarkaðu ljósin,lágmarkaðu ljósin
1478,leitaðu að nýjum bröndurum,leitaðu að [joke_type : nýjum] bröndurum
1479,hver er vinsælasti brandarinn í dag,hver er [joke_type : vinsælasti] brandarinn [date : í dag]
1480,geturðu breytt stofu ljósunum í mýkri lit,geturðu breytt [house_place : stofu] ljósunum í [color_type : mýkri] lit
1481,veldu ljósari lit til að lesa,veldu ljósari lit til að [color_type : lesa]
1482,geturðu gert rauðan blæ á ljós í stofunni,geturðu gert [color_type : rauðan] blæ á ljós í [house_place : stofunni]
1483,hvaða vekjara stillti ég,hvaða vekjara stillti ég
1484,endurskoða vekjarana sem ég hef,endurskoða vekjarana sem ég hef
1485,listaðu upp alla vekjarana,listaðu upp alla vekjarana
1486,spilaðu hvað sem er með metallica,spilaðu hvað sem er með [artist_name : metallica]
1487,spila síðasta lagið úr nýjasta lagalistanum mínum,spila [song_name : síðasta lagið] úr nýjasta lagalistanum mínum
1488,spila djass úr nýjustu plötu hans björns thoroddsen,spila [music_genre : djass] úr nýjustu plötu [artist_name : hans björns thoroddsen]
1489,spila nýjustu lögin með bríet sunnu,spila nýjustu lögin með [artist_name : bríet sunnu]
1490,spilaðu nýju plötuna hennar svölu björgvins,spilaðu nýju plötuna hennar [artist_name : svölu björgvins]
1491,náði í nýjustu fréttir frá rúv fréttastofu fyrir mig,náði í nýjustu fréttir frá [media_type : rúv] fréttastofu fyrir mig
1492,opnaðu síðuna m. b. l. punktur is,opnaðu síðuna [media_type : m. b. l. punktur is]
1494,hvaða lag hlusta ég mest á,hvaða lag hlusta ég mest á
1495,hvaða tónlistargrein hlusta ég mest á,hvaða tónlistargrein hlusta ég mest á
1496,mæla með lögum byggð á lagalistanum mínum,mæla með lögum byggð á lagalistanum mínum
1497,mig langar að hlusta á celina dion,mig langar að hlusta á [artist_name : celina dion]
1498,spila einhver lög með páli óskari,spila einhver lög með [artist_name : páli óskari]
1499,slökkva á stofu ljósum,slökkva á [house_place : stofu] ljósum
1500,kveikja á ljósum á ganginum,kveikja á ljósum á [house_place : ganginum]
1501,kveikja á öllum ljósum á efri hæðinni,kveikja á öllum ljósum á efri hæðinni
1502,kveikja á vinstra ljósi,kveikja á [device_type : vinstra ljósi]
1503,ef klukkan er fjögur e. h. á akureyri hvað er klukkan í lundúnum,ef klukkan er [time : fjögur e. h.] á [place_name : akureyri] hvað er klukkan í [place_name : lundúnum]
1504,klukkan er tuttugu í frakklandi hvað er klukkan í new york borg,klukkan er [time : tuttugu] í [place_name : frakklandi] hvað er klukkan í [place_name : new york borg]
1505,kveikja á wemo kló,kveikja á [device_type : wemo kló]
1506,kveikja á wemo klónni,kveikja á [device_type : wemo klónni]
1507,kveikja á wemo snjall innstungu,kveikja á [device_type : wemo snjall innstungu]
1508,setja á hljóðlausa stillingu í eina klukkustund,setja á hljóðlausa stillingu í [time : eina klukkustund]
1509,ekki gera nein hljóð fyrr en morgun vekjaraklukkuna,ekki gera nein hljóð fyrr en [timeofday : morgun] vekjaraklukkuna
1510,hljóðlausa stillingu á þangað til að ég er heim frá vinnu,hljóðlausa stillingu á þangað til að ég er heim frá vinnu
1511,sýndu mér fáanlegu litina á ljósi,sýndu mér fáanlegu litina á ljósi
1512,breyta ljósinu í rauðan,breyta ljósinu í [color_type : rauðan]
1513,hvert er hitastigið úti,hvert er [weather_descriptor : hitastigið] úti
1514,á að rigna í kvöld,á að [weather_descriptor : rigna] [timeofday : í kvöld]
1515,hvenær var lagið sem í spilun núna gefið út,hvenær var lagið sem í spilun núna gefið út
1516,pantaðu pítsu með pylsum frá domino's,pantaðu [food_type : pítsu] með [ingredient : pylsum] frá [business_name : domino's]
1517,panta samloku með skinku og osti frá subway,panta [food_type : samloku með skinku og osti] frá [business_name : subway]
1518,pantaðu reyktan kjöt platta frá kol,pantaðu [food_type : reyktan kjöt platta] frá [business_name : kol]
1519,kveikja á kaffi könnunni,kveikja á [device_type : kaffi könnunni]
1520,hækkaðu hljóðið upp í fimmtíu,hækkaðu hljóðið upp [change_amount : í fimmtíu]
1521,lækka hljóðstyrkinn í tíu prósent,lækka hljóðstyrkinn [change_amount : í tíu] prósent
1522,hækka hljóðið á vinstri hátalara um tíu,hækka hljóðið á [device_type : vinstri hátalara] [change_amount : um tíu]
1523,spilaðu kántrí tónlist,spilaðu [music_genre : kántrí] tónlist
1524,spilaðu einhverja stráka bands tónlist,spilaðu einhverja [artist_name : stráka bands] tónlist
1525,mig langar að hlusta á mjúkt rokk,mig langar að hlusta á [music_genre : mjúkt rokk]
1526,bæta þessu lagi við lagalistann minn,bæta þessu lagi við lagalistann minn
1527,minna mig á að ég er hrifin af þessu lagi,minna mig á að ég er hrifin af þessu lagi
1529,spila lög eftir nkotb,spila lög eftir [artist_name : nkotb]
1530,mig langar að hlusta á valgeir guðjónsson,mig langar að hlusta á [artist_name : valgeir guðjónsson]
1531,finndu fréttir á rúv,finndu fréttir á [media_type : rúv]
1532,náðu í stjórnmála fréttir í dag frá rúv,náðu í [news_topic : stjórnmála] fréttir [date : í dag] frá [media_type : rúv]
1533,hvaða fréttir eru á rúv í dag,hvaða fréttir eru á [media_type : rúv] [date : í dag]
1534,hvernig er veðrið í keflavík,hvernig er veðrið í [place_name : keflavík]
1535,rignir á akureyri akkúrat núna,[weather_descriptor : rignir] á [place_name : akureyri] akkúrat núna
1536,hvað er tíminn núna í japan borið saman við bandaríkin,hvað er tíminn núna í [place_name : japan] borið saman við [place_name : bandaríkin]
1537,sýndu mér hvað klukkan er í þýskalandi,sýndu mér hvað klukkan er í [place_name : þýskalandi]
1538,er pöntunin mín tilbúin,er pöntunin mín tilbúin
1539,klukkan hvað get ég náð í matinn minn,klukkan hvað get ég [order_type : náð í] matinn minn
1540,hvenær verður maturinn minn tilbúinn,hvenær verður maturinn minn tilbúinn
1541,ég nenni ekki að halda á regnhlíf mun rigna í dag,ég nenni ekki að halda á [weather_descriptor : regnhlíf] mun [weather_descriptor : rigna] [date : í dag]
1542,sólin skín bjart mun vera svona veður restina af deginum,sólin skín bjart mun vera svona veður [time : restina af deginum]
1543,vinsamlegast segðu mér ef það á að vera snjór þessa helgina,vinsamlegast segðu mér ef það á að vera [weather_descriptor : snjór] [date : þessa helgina]
1544,mig langar að hlusta á taktmikla tónlist,mig langar að hlusta á [music_descriptor : taktmikla] tónlist
1545,spila topp tíu lögin á vinsældarlistanum,spila topp tíu lögin á vinsældarlistanum
1546,spilaðu sumarstuðslagalistann minn,spilaðu [playlist_name : sumarstuðslagalistann] minn
1547,hvernig er veðrið fyrir staðsetninguna mína þessa vikuna,hvernig er veðrið fyrir staðsetninguna mína [date : þessa vikuna]
1548,get ég fengið tíu daga spánna fyrir mitt svæði,get ég fengið [time : tíu daga] spánna fyrir mitt svæði
1549,mun rigna í vikunni,mun [weather_descriptor : rigna] [date : í vikunni]
1550,slökktu á wemo,slökktu á [device_type : wemo]
1551,kveikja á wemo,kveikja á [device_type : wemo]
1552,kveikja á snjall innstungu,kveikja á [device_type : snjall innstungu]
1553,slökkva á ljósum í stofunni,slökkva á ljósum í [house_place : stofunni]
1554,slökktu á lömpunum,slökktu á [device_type : lömpunum]
1555,hvernig verður veðrið í vikunni,hvernig verður veðrið [date : í vikunni]
1556,vinsamlegast gefðu mér veðurskýrsluna fyrir þessa vikuna,vinsamlegast gefðu mér veðurskýrsluna fyrir [date : þessa vikuna]
1557,náðu í veðurspána fyrir þessa viku takk,náðu í veðurspána fyrir [date : þessa viku] takk
1558,spilaðu eitthvað popp,spilaðu eitthvað [music_genre : popp]
1559,stinga upp á einhverri metal tónlist,stinga upp á einhverri [music_genre : metal] tónlist
1560,hlustum á djass,hlustum á [music_genre : djass]
1561,viltu lýsa upp ljósin takk,viltu lýsa upp ljósin takk
1562,það er dimmt hérna viltu hækka ljósið mikið,það er dimmt hérna viltu hækka ljósið mikið
1563,geturðu gefið mér stutta samantekt,geturðu gefið mér stutta samantekt
1564,hvað gerðist í heiminum í dag,hvað gerðist í heiminum [date : í dag]
1565,hvað voru fréttirnar fyrir fjórða mars tvö þúsund og sautján,hvað voru fréttirnar fyrir [date : fjórða mars tvö þúsund og sautján]
1566,spilaðu tónlist af lagalista,spilaðu tónlist af lagalista
1567,við skulum hlusta á lagalistann,við skulum hlusta á lagalistann
1568,stokka og spila lagalista,[player_setting : stokka] og spila lagalista
1569,get ég fengið espressó takk,get ég fengið [coffee_type : espressó] takk
1570,lagaðu cappuccino fyrir mig,lagaðu [coffee_type : cappuccino] fyrir mig
1572,náðu í latte fyrir mig takk,náðu í [coffee_type : latte] fyrir mig takk
1573,gangsetja ryksugu,gangsetja [device_type : ryksugu]
1574,virkja ryksugu,virkja [device_type : ryksugu]
1575,ræsa ryksuguna,ræsa [device_type : ryksuguna]
1576,olly gangsetja ryksugu,olly gangsetja [device_type : ryksugu]
1577,vinsamlegast settu á einhverja teknó tónlist,vinsamlegast settu á einhverja [music_genre : teknó] tónlist
1578,segðu mér góðan lækna brandara,segðu mér góðan [joke_type : lækna] brandara
1579,finndu fyrir mig brandara um körfubolta,finndu fyrir mig brandara um [joke_type : körfubolta]
1580,hver er dagsetningin í dag,hver er dagsetningin [date : í dag]
1581,hvaða dagsetning og ártal er í dag,hvaða dagsetning og ártal er í dag
1582,sýndu mér nýjustu fréttir um trump forseta,sýndu mér nýjustu fréttir um [news_topic : trump forseta]
1583,gefðu mér nýjustu fréttir um formúlu eitt kappakstur,gefðu mér nýjustu fréttir um [news_topic : formúlu eitt kappakstur]
1584,finndu fréttir þessa vikuna um brottflutningslöggjöf í bandaríkjunum takk,finndu fréttir [date : þessa vikuna] um [news_topic : brottflutningslöggjöf] í [place_name : bandaríkjunum] takk
1585,vinsamlega vistaðu skoðun mína á laginu sem er nú í spilun,vinsamlega vistaðu skoðun mína á laginu sem er nú í spilun
1586,vista mína skoðun um lagið sem er að spila,vista mína skoðun um lagið sem er að spila
1587,vista skoðun mína á þessu lagi sem er í gangi,vista skoðun mína á þessu lagi sem er í gangi
1588,hvernig verður veðrið á morgun,hvernig verður veðrið [date : á morgun]
1589,verður sólríkt næsta þriðjudag,verður [weather_descriptor : sólríkt] næsta [date : þriðjudag]
1591,ég vil að þú spilir lag með ágúst trausta,ég vil að þú spilir lag með [artist_name : ágúst trausta]
1592,spila einhver laglínu lög,spila einhver [music_genre : laglínu] lög
1593,setja tilkynningar frá heimsfréttum,setja tilkynningar frá [media_type : heimsfréttum]
1594,geturðu sagt mér nýjustu fréttir,geturðu sagt mér nýjustu fréttir
1595,gefðu mér heims stór fréttir takk,gefðu mér [place_name : heims] stór fréttir takk
1596,hvað er klukkan í dallas,hvað er klukkan í [place_name : dallas]
1597,gangsetja ryksugu róbot,gangsetja [device_type : ryksugu róbot]
1598,viltu kveikja á roomba,viltu kveikja á [device_type : roomba]
1599,viltu gangsetja roomba,viltu gangsetja [device_type : roomba]
1600,spila tónlist úr v. t. v.,spila tónlist úr [playlist_name : v. t. v.]
1601,spila lög úr titanic,spila lög úr [playlist_name : titanic]
1602,spila lista af tónlist úr avatar,spila lista af tónlist úr [playlist_name : avatar]
1603,athuga hvort ég hef einhverja vekjara stillta á í fyrramálið,athuga hvort ég hef einhverja vekjara stillta á í [date : fyrramálið]
1604,klukkan hvað er vekjarinn stilltur á í fyrramálið,klukkan hvað er vekjarinn stilltur á í [date : fyrramálið]
1605,er vekjarinn stilltur í fyrramálið,er vekjarinn stilltur í [date : fyrramálið]
1606,vinsamlegast gefðu upp núverandi tíma á indlandi,vinsamlegast gefðu upp núverandi tíma á [place_name : indlandi]
1607,segðu mér hvað klukkan er núna í los angels,segðu mér hvað klukkan er núna í [place_name : los angels]
1608,segðu mér hvað klukkan er núna í malasíu,segðu mér hvað klukkan er núna í [place_name : malasíu]
1609,byrjaðu að laga kaffi,byrjaðu að laga kaffi
1610,byrja kaffi,byrja kaffi
1611,tíminn í new york takk,tíminn í [place_name : new york] takk
1612,tíma takmörk,tíma takmörk
1613,lýsing á ljósinu ætti að vera dauf,lýsing á ljósinu ætti að vera dauf
1614,eru einhver merki um rigningu,eru einhver merki um [weather_descriptor : rigningu]
1615,sendu mér tilkynningu um allar nýjar fréttir um stjórnmál,sendu mér tilkynningu um allar nýjar fréttir um [news_topic : stjórnmál]
1616,láttu mig vita ef eitthvað efni tengt við stjórnmál kemur upp,láttu mig vita ef eitthvað efni tengt við [news_topic : stjórnmál] kemur upp
1617,um leið og ný fyrirsögn um stjórnmál kemur upp láttu mig vita,um leið og ný fyrirsögn um [news_topic : stjórnmál] kemur upp láttu mig vita
1618,ég vill kaffi núna,ég vill kaffi núna
1619,náðu í kaffi fyrir mig,náðu í kaffi fyrir mig
1620,olly gefðu mér kaffi,olly gefðu mér kaffi
1621,einkunn,einkunn
1622,útskýring af laginu,útskýring af laginu
1623,texti,texti
1624,stilltu tímann,stilltu tímann
1625,fyrir hádegi eða eftir hádegi,fyrir hádegi eða eftir hádegi
1626,stilltu tón fyrir vekjaraklukku,stilltu tón fyrir vekjaraklukku
1627,úrval af veitingastöðum,úrval af veitingastöðum
1628,verð,verð
1629,frí heim sending,frí heim [order_type : sending]
1630,hækkaðu hljóðstyrkinn á tónlistinni sem er að spilast,hækkaðu hljóðstyrkinn á tónlistinni sem er að spilast
1631,ég verða að heyra styrkleikann af núverandi tónlist,ég verða að heyra styrkleikann af núverandi tónlist
1632,hljóðið á tónlistinni í spilun núna ætti að hækka,hljóðið á tónlistinni í spilun núna ætti að hækka
1633,sýndu mér vekjarana mína,sýndu mér vekjarana mína
1634,olly sýndu mína vekjara,olly sýndu mína vekjara
1635,klukkan hvað hringja vekjararnir mínir,klukkan hvað hringja vekjararnir mínir
1636,sýndu mér nýjustu fréttir úr morgunblaðinu,sýndu mér nýjustu fréttir úr [media_type : morgunblaðinu]
1637,hvað eru nýjustu greinarnar hjá rúv fréttum,hvað eru nýjustu greinarnar hjá [media_type : rúv fréttum]
1638,hversu margar greinar hafa verið birtar af u. s. a. today síðasta klukkutímann,hversu margar greinar hafa verið birtar af [media_type : u. s. a. today] [time : síðasta klukkutímann]
1639,vinsamlegast lækka hljóðið,vinsamlegast lækka hljóðið
1640,hækka upp olly,hækka upp olly
1641,hækkaðu í þessu,hækkaðu í þessu
1642,nei nei lækkaðu,nei nei lækkaðu
1643,gera öll ljósin í húsinu appelsínugul,gera öll ljósin í [house_place : húsinu] [color_type : appelsínugul]
1644,breyta ljósinu í baðherberginu í gult,breyta ljósinu í [house_place : baðherberginu] í [color_type : gult]
1645,er ég með einhverja vekjara stillta,er ég með einhverja vekjara stillta
1646,eru einhverjir vekjarar stilltir inn í dag,eru einhverjir vekjarar stilltir inn [date : í dag]
1647,öll ljós eiga að vera slökkt yfir daginn,[device_type : öll ljós] eiga að vera slökkt [time : yfir daginn]
1648,slökkva öll ljós yfir daginn,slökkva [device_type : öll ljós] [time : yfir daginn]
1649,öll ljós eiga að vera slökkt yfir daginn,[device_type : öll ljós] eiga að vera slökkt [time : yfir daginn]
1650,gefðu mér nýjustu viðskipta fréttir,gefðu mér nýjustu [news_topic : viðskipta] fréttir
1651,geturðu gefið mér nýjustu íþrótta fréttir,geturðu gefið mér nýjustu [news_topic : íþrótta] fréttir
1652,segðu mér nýjustu veður fréttirnar,segðu mér nýjustu [news_topic : veður] fréttirnar
1653,hvenær á að rigna næst,hvenær á að [weather_descriptor : rigna] næst
1654,hversu kalt verður næsta þriðjudag,hversu [weather_descriptor : kalt] verður næsta [date : þriðjudag]
1655,mun snjóa á morgun um hádegi,mun [weather_descriptor : snjóa] [date : á morgun] um [timeofday : hádegi]
1656,sýndu mér alla áætlaða vekjara,sýndu mér alla áætlaða vekjara
1657,hversu margir vekjarar eru stilltir,hversu margir vekjarar eru stilltir
1658,ég vil sjá alla stillta vekjara,ég vil sjá alla stillta vekjara
1659,fara nálægt ryksugu,fara nálægt [device_type : ryksugu]
1660,taktu það í hendina,taktu það í hendina
1661,kveikja á ryksugu,kveikja á [device_type : ryksugu]
1662,hver er tímamunurinn á new york og lagos,hver er tímamunurinn á [place_name : new york] og [place_name : lagos]
1663,hver er tímamunurinn milli lagos og new york,hver er tímamunurinn milli [place_name : lagos] og [place_name : new york]
1664,finndu einhverjar fréttir frá rás tvö frá síðustu sex klukkustundum,finndu einhverjar fréttir frá [media_type : rás tvö] frá [time : síðustu sex klukkustundum]
1665,hvað eru so clean fréttir síðustu sex klukkutíma,hvað eru [media_type : so clean] fréttir [time : síðustu sex klukkutíma]
1666,fréttir af rúv síðustu sex klukkustundir,fréttir af [media_type : rúv] [time : síðustu sex klukkustundir]
1667,velja og spila kristilegt rokk frá nítjánhundruð og níutíu og áfram,velja og spila [music_genre : kristilegt rokk] frá [date : nítjánhundruð og níutíu] og áfram
1668,bara velja og spila kristilegt rokk frá eitt þúsund níu hundruð og níutíu og upp,bara velja og spila [music_genre : kristilegt rokk] frá [date : eitt þúsund níu hundruð og níutíu] og upp
1669,kristilegt rokk velja og spila einungis frá eitt þúsund níu hundruð níutíu og hærra,[music_genre : kristilegt rokk] velja og spila einungis frá eitt þúsund níu hundruð níutíu og hærra
1670,facebook byrjar með tagg til að stoppa falskar fréttir,[media_type : facebook] byrjar með tagg til að stoppa [news_topic : falskar fréttir]
1671,spila bara tónlist sem kom út árin eitt þúsund níu hundruð og níutíu til tvö þúsund,spila bara tónlist sem kom út árin [date : eitt þúsund níu hundruð og níutíu] til [date : tvö þúsund]
1672,bara spila tónlist sem kom út á milli nítján hundruð og níutíu og tvöþúsund,bara spila tónlist sem kom út á milli [date : nítján hundruð og níutíu] og [date : tvöþúsund]
1673,bara spila tónlistar albúm frá milli eitt þúsund níu hundruð og níutíu og tvö þúsund,bara spila tónlistar albúm frá milli [date : eitt þúsund níu hundruð og níutíu] og [date : tvö þúsund]
1674,fjarlægðu vekjarann klukkan sjö þrjátíu f. h. á mánudag,fjarlægðu vekjarann klukkan [time : sjö þrjátíu f. h.] á [date : mánudag]
1675,fjarlægja þriðjudags vekjara klukkan níu um morguninn,fjarlægja [date : þriðjudags] vekjara klukkan [time : níu um morguninn]
1676,fjarlægðu sex um morguninn vekjarann alla vikuna,fjarlægðu [time : sex um morguninn] vekjarann [time : alla vikuna]
1677,hvaða tónlist er að spila núna,hvaða tónlist er að spila núna
1678,hvaða tónlist er verið að spila á níu hundruð níutíu og níu f. m.,hvaða tónlist er verið að spila á níu hundruð níutíu og níu f. m.
1679,hvaða tónlist er í spilun á f. m. níu hundruð níutíu og níu,hvaða tónlist er í spilun á f. m. níu hundruð níutíu og níu
1680,hækka tónlistina upp í níutíu,hækka tónlistina upp [change_amount : í níutíu]
1681,hljóðstyrkur tónlistarinnar ætti að aukast til níutíu,hljóðstyrkur tónlistarinnar ætti að aukast [change_amount : til níutíu]
1682,setja hljóð á tónlist til níutíu,setja hljóð á tónlist [change_amount : til níutíu]
1683,hitastigið á morgun er hlýtt já eða nei,[weather_descriptor : hitastigið] [date : á morgun] er [weather_descriptor : hlýtt] já eða nei
1684,já eða nei verður hitastig morgundagsins heitt,já eða nei verður [weather_descriptor : hitastig] [date : morgundagsins] [weather_descriptor : heitt]
1685,mun hitastigið á morgun vera heitt já eða nei,mun [weather_descriptor : hitastigið] [date : á morgun] vera [weather_descriptor : heitt] já eða nei
1686,er það já eða nei að á morgun verði hitastigið heitt,er það já eða nei að [date : á morgun] verði [weather_descriptor : hitastigið heitt]
1687,er það já eða nei að hitastigið á morgun verði heitt,er það já eða nei að [weather_descriptor : hitastigið] [date : á morgun] verði [weather_descriptor : heitt]
1688,hvernig er veðurspáin í vikunni,hvernig er veðurspáin [date : í vikunni]
1689,hver er spáin þessa vikuna,hver er spáin [date : þessa vikuna]
1690,olly hvernig er veðurspáin þessa vikuna,olly hvernig er veðurspáin [date : þessa vikuna]
1691,hvernig veður er í dag,hvernig veður er [date : í dag]
1692,finndu einhvern ljúfan djass fyrir mig,finndu einhvern [music_genre : ljúfan djass] fyrir mig
1693,hvaða tónlistarveita er með sálartónlist sem ég get hlustað á,hvaða tónlistarveita er með sálartónlist sem ég get hlustað á
1694,mig langar að finna einhverja góða rokk tónlist,mig langar að finna einhverja góða [music_genre : rokk] tónlist
1695,hvaða tónlistarmaður spilaði lagið sem er í spilun,hvaða tónlistarmaður spilaði lagið sem er í spilun
1696,hver er söngvarinn í laginu sem er að spila núna,hver er söngvarinn í laginu sem er að spila núna
1697,lagið sem er í spilun núna var gefið út af hvaða listamanni,lagið sem er í spilun núna var gefið út af hvaða listamanni
1698,ég er ekki hrifin af þessu lagi slökktu á því,ég er ekki hrifin af þessu lagi slökktu á því
1699,þetta er gott lag settu það á endurtaka,þetta er gott lag settu það á [player_setting : endurtaka]
1700,þetta er mitt uppáhalds lag,þetta er mitt uppáhalds lag
1701,byrja ryksugu róbotinn minn frá tíu til ellefu um morguninn daglega,byrja [device_type : ryksugu róbotinn] minn frá [time : tíu] til [time : ellefu um morguninn] [general_frequency : daglega]
1702,kveiktu á ryksugunni daglega klukkan tíu eða ellefu fyrir hádegi,kveiktu á [device_type : ryksugunni] [general_frequency : daglega] klukkan [time : tíu] eða [time : ellefu fyrir hádegi]
1703,ryksugan mín á að byrja milli tíu og ellefu um morgunin alla daga,[device_type : ryksugan] mín á að byrja milli [time : tíu] og [time : ellefu um morgunin] [general_frequency : alla daga]
1704,hvað er klukkan,hvað er klukkan
1705,geturðu sagt mér hvað klukkan er,geturðu sagt mér hvað klukkan er
1706,slökktu á ljósi bara á ljósi á hægri hlið,slökktu á [device_type : ljósi] bara á ljósi á hægri hlið
1707,lækka hátalarana um fimm prósent,lækka hátalarana [change_amount : um fimm prósent]
1708,breyttu hátalara styrknum í sextíu og fimm prósent,breyttu hátalara styrknum [change_amount : í sextíu og fimm prósent]
1709,ég vil hafa hátalarana hátt,ég vil hafa hátalarana hátt
1710,breyta tónlistar ham í rokk,[player_setting : breyta] tónlistar ham í [music_genre : rokk]
1711,vista lagið riddari götunnar í lagalistanum mínum,vista lagið [song_name : riddari götunnar] í lagalistanum mínum
1712,sía öll döpur lög frikka dórs og vista eða búa til lagalista sem heitir döpur lög með frikka dór,sía öll [music_descriptor : döpur] lög [artist_name : frikka dórs] og vista eða búa til lagalista sem heitir [playlist_name : döpur lög með frikka dór]
1713,hala niður og vista lög úr myndinni leynilöggan,hala niður og vista lög úr [music_descriptor : myndinni leynilöggan]
1714,talaðu eins hátt og þú getur,talaðu eins hátt og þú getur
1715,lækka hljóð um fimmtíu prósent,lækka hljóð [change_amount : um fimmtíu prósent]
1716,gætirðu talað aðeins hægar,gætirðu talað aðeins hægar
1717,slökkva á baðherbergis ljósunum uppi,slökkva á [house_place : baðherbergis] ljósunum uppi
1718,ég vill að ljósið í eldhúsinu sé slökkt,ég vill að ljósið í [house_place : eldhúsinu] sé slökkt
1719,settu á vekjara á mánudags morgun klukkan sex,settu á vekjara á [date : mánudags] [timeofday : morgun] klukkan [time : sex]
1720,settu á vekjara alla þriðjudaga í mars klukkan átta um morguninn,settu á vekjara alla [date : þriðjudaga] í [date : mars] klukkan [time : átta] um [timeofday : morguninn]
1721,settu vekjara alla vikuna á klukkan tíu um morguninn í apríl,settu vekjara [time : alla vikuna] á klukkan [time : tíu] [timeofday : um morguninn] í [date : apríl]
1722,hvað er minnsta hitastig í reykjavík,hvað er minnsta [weather_descriptor : hitastig] í [place_name : reykjavík]
1723,hvaða veðurskilyrði verða á selfossi níunda febrúar tvö þúsund og sautján,hvaða veðurskilyrði verða á [place_name : selfossi] [date : níunda febrúar tvö þúsund og sautján]
1724,hvað er hæsta hitastig í reykjavík,hvað er hæsta [weather_descriptor : hitastig] í [place_name : reykjavík]
1725,hvernig verður veðrir næstu sjö daga,hvernig verður veðrir [time : næstu sjö daga]
