id,utt,annot_utt
1219,spotify дээр холиж тоглуулахыг асс,[app_name : spotify] дээр [player_setting : холиж] тоглуулахыг асс
1220,энэ дууг дуусмагц дахин тоглуул,энэ дууг дуусмагц дахин [player_setting : тоглуул]
1221,давайдашагийн өө чи чинь нээрээг тоглуулаарай,[artist_name : давайдашагийн] [song_name : өө чи чинь нээрээг] тоглуулаарай
1222,эх оронг тоглуул,[song_name : эх оронг] тоглуул
1223,хоёрдахийн цаг агаар ямар байна,[date : хоёрдахийн] цаг агаар ямар байна
1224,даваа гарагийн үд дунд цаг агаар ямар байх вэ,[date : даваа гарагийн] [timeofday : үд дунд] цаг агаар ямар байх вэ
1225,гуравдугаар сарын арван таван хэд дэх өдөр вэ,[date : гуравдугаар сарын арван таван] хэд дэх өдөр вэ
1226,энэ сарын гурав дах долоо хоногийн даваа гараг хэдэн байна,[date : энэ сарын гурав дах долоо хоногийн даваа гараг] хэдэн байна
1227,энэ сарын сүүлийн даваа гараг хэдэн бэ,[date : энэ сарын сүүлийн даваа гараг] хэдэн бэ
1228,шинэ нарны системийн талаар хамгийн сүүлийн нийтлэл унш,шинэ [news_topic : нарны системийн] талаар хамгийн сүүлийн нийтлэл унш
1229,америкийн улс төрийн хамгийн сүүлийн үеийн мэдээг надад олоод өг,америкийн [news_topic : улс төрийн] хамгийн сүүлийн үеийн мэдээг надад олоод өг
1230,надад пицца хатаас том хиам оливтой пицца захиал,надад [business_name : пицца хатаас] том [food_type : хиам оливтой пицца] захиал
1231,надтай ойрхон хамгийн өндөр үнэлгээтэй авч явах боломжтой хятад хоолны газрын цэсийг гаргаад өгөөч,надтай ойрхон хамгийн өндөр үнэлгээтэй [order_type : авч явах] боломжтой [food_type : хятад] хоолны газрын цэсийг гаргаад өгөөч
1232,доллараар энэтхэг авч явах хоол сонголтыг надад өгөөч,доллараар [food_type : энэтхэг] [order_type : авч явах] хоол сонголтыг надад өгөөч
1233,улаанбаатарт одоо хэдэн цаг болж байна,[place_name : улаанбаатарт] одоо хэдэн цаг болж байна
1234,улаанбаатарт шөнийн арван хоёр болоход ховдод хэдэн цаг болоа вэ,[place_name : улаанбаатарт] [time : шөнийн арван хоёр] болоход [place_name : ховдод] хэдэн цаг болоа вэ
1235,манай цагаар орой тав болж байхад монголд хэдэн цаг вэ,манай цагаар [time : орой тав] болж байхад [place_name : монголд] хэдэн цаг вэ
1236,гэрлийн тохиргоог өөрчлөнө үү,гэрлийн тохиргоог өөрчлөнө үү
1237,миний гэрлүүдийн өнгийг тохиромжтой болго,миний гэрлүүдийн өнгийг тохиромжтой болго
1238,pandora,pandora
1239,ганган цагаан,ганган цагаан
1240,spotify,spotify
1241,хэдэн цаг болж байгааг хэлээдхээч,хэдэн цаг болж байгааг хэлээдхээч
1242,сайн уу одоо хэдэн цаг болж байна,сайн уу одоо хэдэн цаг болж байна
1243,сейфнээсээ нэг онигоо олоод надад хэлээрэй,сейфнээсээ нэг онигоо олоод надад хэлээрэй
1244,би гэрийн улаан гэрлэнд дуртай үүнийг өөрчил,би [house_place : гэрийн] [color_type : улаан] гэрлэнд дуртай үүнийг өөрчил
1245,улаан гэрэл болгон тохируул,[color_type : улаан] гэрэл болгон тохируул
1246,mr. pizza ток ток дээр байгаа юу,[business_name : mr. pizza] ток ток дээр байгаа юу
1247,mr. pizza хүргэдэг үгүйг мэдэх хэрэгтэй байна,[business_name : mr. pizza] [order_type : хүргэдэг] үгүйг мэдэх хэрэгтэй байна
1248,өнөөдрийн огноог хэлж болох уу,[date : өнөөдрийн] огноог хэлж болох уу
1249,энэ долоо хоногт цаг агаар ямархуу байх вэ,[date : энэ долоо хоногт] цаг агаар ямархуу байх вэ
1250,энэ долоо хоногт бороо орох магадлалтай юу,[date : энэ долоо хоногт] [weather_descriptor : бороо] орох магадлалтай юу
1251,энэ долоо хоногийн цаг агаарийн талаар хэлээд өгөөч,[date : энэ долоо хоногийн] цаг агаарийн талаар хэлээд өгөөч
1252,одоо цаг хэд болж байна,одоо цаг хэд болж байна
1253,өнөөдөр хэдэн сарын хэдэн бэ,өнөөдөр хэдэн сарын хэдэн бэ
1254,энэ өглөө улаанбаатарт температур хэд байсан бэ,энэ [timeofday : өглөө] [place_name : улаанбаатарт] [weather_descriptor : температур] хэд байсан бэ
1255,ерөнхийлөгчийн сонгуулийн мэдээг бидэнд өг,[news_topic : ерөнхийлөгчийн сонгуулийн] мэдээг бидэнд өг
1256,таны мэдэх хамгийн инээдтэй онигоо юу вэ,таны мэдэх [joke_type : хамгийн инээдтэй] онигоо юу вэ
1257,надад интернэтээс хамгийн шилдэг явган онигоог олж өгөөч,надад интернэтээс хамгийн шилдэг [joke_type : явган] онигоог олж өгөөч
1258,гурван сарын арван тавны цаг агаарын дэлгэрэнгүйг гарга,[date : гурван сарын арван тавны] цаг агаарын дэлгэрэнгүйг гарга
1259,энэ долоо хоногийн нэгдэхэд цаг агаар ямар байх вэ,[date : энэ долоо хоногийн нэгдэхэд] цаг агаар ямар байх вэ
1260,би энэ дууны тухай ямар нэгэн юм хэлэхийг хүсч байна,би энэ дууны тухай ямар нэгэн юм хэлэхийг хүсч байна
1261,энэ дуу гайхалтай байна үгүй гэж үү,энэ дуу гайхалтай байна үгүй гэж үү
1262,сэрүүлэг хэдэд тавьсан байна,сэрүүлэг хэдэд тавьсан байна
1263,надад хэдэн сэрүүлэг байгаа вэ,надад хэдэн сэрүүлэг байгаа вэ
1264,миний сэрүүлэг маргааш өглөө дуугарах уу,миний сэрүүлэг [date : маргааш] [timeofday : өглөө] дуугарах уу
1266,улаанбаатарт өглөөний таван цаг бол энд хэдэн цаг вэ,[place_name : улаанбаатарт] [time : өглөөний таван цаг] бол энд хэдэн цаг вэ
1267,төвийн бүсийн одоогийн цагийг хэл,[time_zone : төвийн бүсийн] одоогийн цагийг хэл
1268,чиний стейкны жор гайрхалтай байсан,чиний [food_type : стейкны] жор гайрхалтай байсан
1269,яг одоо дэлхий дахинд юу болоод байна,яг одоо [news_topic : дэлхий] дахинд юу болоод байна
1270,шинэ мэдээ юу байна,шинэ мэдээ юу байна
1271,өнөөдөр дэлхийд юу болоод байна,[date : өнөөдөр] дэлхийд юу болоод байна
1272,арван хоёр сарын таван хэд дэх өдөр вэ,[date : арван хоёр сарын таван] хэд дэх өдөр вэ
1273,арван хоёр сарын таван бүтэн сайн өдөр байна уу,[date : арван хоёр сарын таван] бүтэн сайн өдөр байна уу
1274,маргааш болох миний уулзалт цуцлагдсаныг та баталж чадах уу,[date : маргааш] болох миний [event_name : уулзалт] цуцлагдсаныг та баталж чадах уу
1275,надад гоё кофе хийгээрэй,надад гоё кофе хийгээрэй
1276,би кофе хүсэж байна,би кофе хүсэж байна
1277,хөөе,хөөе
1284,энэ цагийг энэтхэгийн цаг руу өөрчил,энэ цагийг [time_zone : энэтхэгийн цаг] руу өөрчил
1285,одоо улаанбаатарт яг хэд болж байгааг мэдмээр байна,одоо [place_name : улаанбаатарт] яг хэд болж байгааг мэдмээр байна
1286,улаанбаатарт одоо цаг хэд болж байна,[place_name : улаанбаатарт] одоо цаг хэд болж байна
1287,одоо хэдэн цаг болж байна,одоо хэдэн цаг болж байна
1288,цаг одоо хэд болж байна хэлээд өгөөч,цаг одоо хэд болж байна хэлээд өгөөч
1289,хишигдалайгийн дуунуудаас сонсмоор байна,[artist_name : хишигдалайгийн] дуунуудаас сонсмоор байна
1290,залгуурыг асаа,залгуурыг асаа
1291,залгуурыг унтраа,залгуурыг унтраа
1292,ухаалаг залгуурыг эхлүүл,[device_type : ухаалаг залгуурыг] эхлүүл
1294,цагаан сарын мэдээ олж өгөөч,[news_topic : цагаан сарын] мэдээ олж өгөөч
1295,э. е. ш. ын талаар мэдээ авмаар байна,[news_topic : э. е. ш.] ын талаар мэдээ авмаар байна
1296,өнөөдрийн уулзалт ын тухай мэдээг ол,[news_topic : өнөөдрийн уулзалт] ын тухай мэдээг ол
1297,илүү чанга,илүү чанга
1298,олли чангална уу,олли чангална уу
1299,удаан,удаан
1300,хурдан,хурдан
1301,хүрэлсүхийн шинэ гадаад бодлогын тухай надад хэлээд өг,[news_topic : хүрэлсүхийн] шинэ [news_topic : гадаад бодлогын] тухай надад хэлээд өг
1302,яг одоо оюунэрдэнэ ерөнхий сайд ямар нэг улсад айлчлал хийж байна уу,яг одоо [person : оюунэрдэнэ] ерөнхий сайд [news_topic : ямар нэг улсад] айлчлал хийж байна уу
1303,оюунэрдэнийн эдийн засгийн бодлого юу вэ,[person : оюунэрдэнийн] [news_topic : эдийн засгийн бодлого] юу вэ
1304,хэй олли өнөөдөр хэдэн болж байна,хэй олли [date : өнөөдөр] хэдэн болж байна
1305,хэй өнөөдөр хэдэн бэ,хэй [date : өнөөдөр] хэдэн бэ
1306,өнөөдөрийн огноог хэлж болох уу,[date : өнөөдөрийн] огноог хэлж болох уу
1307,эндэхийн өнөөдрийн цаг агаар ямар байна,эндэхийн [date : өнөөдрийн] цаг агаар ямар байна
1308,өнөөдрийн цаг агаарын урьдчилсан мэдээг энд харуул,[date : өнөөдрийн] цаг агаарын урьдчилсан мэдээг энд харуул
1309,өнөөдөр энд уур амьсгал ямар байна,[date : өнөөдөр] энд уур амьсгал ямар байна
1311,эндээс улаанбаатарын цагийн зөрүү хэд вэ,эндээс [place_name : улаанбаатарын] цагийн зөрүү хэд вэ
1312,улаанбаатарын одоогийн цагийг хэл,[place_name : улаанбаатарын] одоогийн цагийг хэл
1313,өнөөдрийн цаг уурын урьдчилсан мэдээ ямар байна,[date : өнөөдрийн] цаг уурын урьдчилсан мэдээ ямар байна
1314,өнөөдөр цаг агаар сайхан байх уу,[date : өнөөдөр] цаг агаар [weather_descriptor : сайхан] байх уу
1315,эндэхийг цэнхэр өнгөтэй болгоно уу,[house_place : эндэхийг] [color_type : цэнхэр] өнгөтэй болгоно уу
1316,энд гэрэлтүүлгийг цэнхэр болго,[house_place : энд] гэрэлтүүлгийг [color_type : цэнхэр] болго
1317,хөгжим,хөгжим
1318,хөгжмийн апп нээгээд надад дуу тоглуулна уу,хөгжмийн апп нээгээд надад дуу тоглуулна уу
1319,надад зориулж чиний сонгосон дууг тоглуул,надад зориулж чиний сонгосон дууг тоглуул
1320,олли өнөөдөр цаг агаар ямар байх вэ,олли [date : өнөөдөр] цаг агаар ямар байх вэ
1321,өнөөдөр цаг агаар ямар байна,[date : өнөөдөр] цаг агаар ямар байна
1322,өнөөдрийн цаг агаарын мэдээг гарга,[date : өнөөдрийн] цаг агаарын мэдээг гарга
1323,дууг чангалаарай,дууг чангалаарай
1324,тэр ресторан авч явах хоол гаргадаг уу,тэр [business_type : ресторан] [order_type : авч явах] хоол гаргадаг уу
1325,тэр ресторан утсаар захиалга авдаг болов уу,тэр [business_type : ресторан] [order_type : утсаар] захиалга авдаг болов уу
1326,ресторан авч явах захиалга авдаг уу,[business_type : ресторан] [order_type : авч явах] захиалга авдаг уу
1327,өнөөдөр цаг агаар ямар байна,[date : өнөөдөр] цаг агаар ямар байна
1328,өнөөдөр цаг агаар ямар байна,[date : өнөөдөр] цаг агаар ямар байна
1329,өнөөдөр цаг агаар хэвийн байна уу,[date : өнөөдөр] цаг агаар [weather_descriptor : хэвийн] байна уу
1330,энэ дууны нэр юу вэ,энэ дууны нэр юу вэ
1331,энэ хэний дуу вэ,энэ хэний дуу вэ
1332,би энэ дууг хаанаас олж болох вэ,би энэ дууг хаанаас олж болох вэ
1333,өнөөдөр халуун байна уу үгүй юу,[date : өнөөдөр] [weather_descriptor : халуун] байна уу үгүй юу
1334,өнөөдөр маш халуун байнауу үгүй юу,[date : өнөөдөр] маш [weather_descriptor : халуун] байнауу үгүй юу
1335,би харангын дуунуудад дуртай түүнийг тоглуул,би [artist_name : харангын] дуунуудад дуртай түүнийг тоглуул
1336,би болдын дуунуудад дуртай тэднийг тоглуул,би [artist_name : болдын] дуунуудад дуртай тэднийг тоглуул
1338,надад маргааш товлосон ямар сэрүүлгүүд байгаа вэ,надад [date : маргааш] товлосон ямар сэрүүлгүүд байгаа вэ
1339,ямар сэрүүлэг өглөө тавигдсан бэ,ямар сэрүүлэг [timeofday : өглөө] тавигдсан бэ
1340,арван найман нэг дэх үү бүтэнсайн уу,[date : арван найман нэг дэх] үү [date : бүтэнсайн] уу
1341,улаан өндөгний баяр хэд дэх вэ,[date : улаан өндөгний баяр] хэд дэх вэ
1342,тэр дуу миний дуртай дуу,тэр дуу миний дуртай дуу
1343,хуучны сонгодог хөгжим тоглуул,[music_genre : хуучны сонгодог] хөгжим тоглуул
1344,ерээд оны классик хөгжим олж тоглуулахыг хичээгээрэй,[music_genre : ерээд оны классик] хөгжим олж тоглуулахыг хичээгээрэй
1345,тавин мянга хоёр зуун арван долоодугаар,тавин мянга хоёр зуун арван долоодугаар
1346,нэг зуун мянга хоёр зуун арван долоо дахь,нэг зуун мянга хоёр зуун арван долоо дахь
1347,нэг зуун тавин мянга хоёр зуун арван долоо дахь,нэг зуун тавин мянга хоёр зуун арван долоо дахь
1348,яг одоо цаг хэд болж байгааг хэлээд өгөөч,яг одоо цаг хэд болж байгааг хэлээд өгөөч
1349,энэ долоо хоногт цаг агаар ямар байх вэ,[date : энэ долоо хоногт] цаг агаар ямар байх вэ
1350,энэ долоо хоногт цаг агаар ямар байх вэ,[date : энэ долоо хоногт] цаг агаар ямар байх вэ
1351,энэ долоо хоногт гадаа сайхан байх уу,[date : энэ долоо хоногт] гадаа [weather_descriptor : сайхан] байх уу
1352,спикерийн дууг султга,спикерийн дууг султга
1353,би өсгөгчөө удаашруулмаар байна,би өсгөгчөө удаашруулмаар байна
1355,system гэрлийг бүдэг цэнхэр болгож бүдгэрүүлээрэй,system гэрлийг [color_type : бүдэг цэнхэр] болгож бүдгэрүүлээрэй
1356,гэрлийн өнгийг чирнээлэн ягаан болгож өөрчил,гэрлийн өнгийг [color_type : чирнээлэн ягаан] болгож өөрчил
1357,шөнийн гэрлийн тохиргоо руу соль,шөнийн гэрлийн тохиргоо руу соль
1358,хөгжмийг олох хэрэгтэй,хөгжмийг олох хэрэгтэй
1359,цовоо хонгор хөгжмийн ая тоглуул,[song_name : цовоо хонгор] хөгжмийн ая тоглуул
1360,гэрлээ нэмэгдүүлнэ үү энэ надад тухгүй байна,гэрлээ нэмэгдүүлнэ үү энэ надад тухгүй байна
1362,залгуур асаа,залгуур асаа
1363,залгуурыг бэлэн болгоод өгөөч,залгуурыг бэлэн болгоод өгөөч
1364,залгуурыг унтраасан горимд байлга,залгуурыг унтраасан горимд байлга
1365,дууг жаахан чангал,дууг жаахан чангал
1366,дууг нь жоохон ихэсгэ,дууг нь жоохон ихэсгэ
1367,дууг нь султга,дууг нь султга
1368,гэрэлтүүлгийг багасга,гэрэлтүүлгийг багасга
1369,надад монголын мэдээ тавиад өгөөч,надад [media_type : монголын мэдээ] тавиад өгөөч
1370,яг одоо gogo цэг m. n. дээрх мэдээг хэлж өгөөч,яг одоо [media_type : gogo цэг m. n.] дээрх мэдээг хэлж өгөөч
1371,зууны мэдээний эхний нүүрэн дээр юу гарсан байна,[media_type : зууны мэдээний] эхний нүүрэн дээр юу гарсан байна
1372,ямар инээдтэй онигоо байгаа вж,ямар [joke_type : инээдтэй] онигоо байгаа вж
1373,жоохон чанга ярьж болох уу,жоохон чанга ярьж болох уу
1374,дуугаа чангалж болох уу,дуугаа чангалж болох уу
1375,жоохон чанга ярьж болох уу,жоохон чанга ярьж болох уу
1376,ариун цэврийн өрөөний гэрлийг унтраагаарай,[house_place : ариун цэврийн өрөөний] гэрлийг унтраагаарай
1377,миний хүүгийн өрөөний гэрлийг унтраа,[house_place : миний хүүгийн өрөөний] гэрлийг унтраа
1378,olly k. f. c. хүргэлт хийдэг үү,olly [business_name : k. f. c.] [order_type : хүргэлт хийдэг] үү
1379,pizza hut хүргэлттэй билүү,[business_name : pizza hut] [order_type : хүргэлттэй] билүү
1380,модерн номадсаас хүргэлтээр захиалга өгч болох уу,[business_name : модерн номадсаас] [order_type : хүргэлтээр захиалга] өгч болох уу
1381,хөгжмийн дууг чангал,хөгжмийн дууг чангал
1382,дуу хольж тоглуул,дуу [player_setting : хольж] тоглуул
1384,энэ сарын гурав дах баасан гараг хэдэн бэ,[date : энэ сарын] гурав дах [date : баасан гараг] хэдэн бэ
1386,өнөөдрөөс хоёр лхагва гарагийн өмнөх өдөр хэдэн байсан бэ,[date : өнөөдрөөс хоёр лхагва гарагийн өмнөх] өдөр хэдэн байсан бэ
1388,olly хагас сайнд бороо орох уу,olly [date : хагас сайнд] [weather_descriptor : бороо] орох уу
1389,бямба гарагт цаг агаар ямархуу байх бол,бямба [date : гарагт] цаг агаар ямархуу байх бол
1390,олли бямба гарагт цаг агаар ямар байх вэ,олли [date : бямба гарагт] цаг агаар ямар байх вэ
1391,олли хагассайнд гоё байх,олли [date : хагассайнд] [weather_descriptor : гоё] байх
1392,хөөе оли юу байна,хөөе оли юу байна
1393,цаг,цаг
1394,одоо хэдэн цаг болж байна,одоо хэдэн цаг болж байна
1395,цаг хэд болж байна,цаг хэд болж байна
1396,маралжингоогийн дууг тавь,[artist_name : маралжингоогийн] дууг тавь
1397,сэрчмааг тоглуул,[artist_name : сэрчмааг] тоглуул
1398,минжинсорын дуу тавь,[artist_name : минжинсорын] дуу тавь
1399,би үргэлж анхаардаг,би үргэлж анхаардаг
1400,би ихэвчлэн анхаардаг,би ихэвчлэн анхаардаг
1401,би хааяа анхаардаг,би хааяа анхаардаг
1402,жазз хөгжим тавиарай,[music_genre : жазз] хөгжим тавиарай
1403,хамгийн шилдэг хорин жааз дуу юу вэ,хамгийн шилдэг хорин [music_genre : жааз] дуу юу вэ
1404,маргааш булганы цаг агаарыг харуулаач,[date : маргааш] [place_name : булганы] цаг агаарыг харуулаач
1405,тэрэлжид одоо хэр халуун байна,[place_name : тэрэлжид] одоо хэр [weather_descriptor : халуун] байна
1407,гүйлт тоглуул,[playlist_name : гүйлт] тоглуул
1408,наки тоглуул,[playlist_name : наки] тоглуул
1409,сэрчмааг тоглуул,[playlist_name : сэрчмааг] тоглуул
1410,надад кофе чанаад өгөөч,надад кофе чанаад өгөөч
1411,олли надад кофе хийгээд өгөөч,олли надад кофе хийгээд өгөөч
1412,жаахан кофе хийж өгнө үү,жаахан кофе хийж өгнө үү
1413,olly жаахан кофе хийж өгнө үү,olly жаахан кофе хийж өгнө үү
1414,олли надад кофе хий,олли надад кофе хий
1415,би хоол захиалмаар байна,би хоол захиалмаар байна
1416,авч явахаар хоол захиал,[order_type : авч явахаар] хоол захиал
1417,авч явахаар хоол захиалж болох газарууд,[order_type : авч явахаар] хоол захиалж болох газарууд
1418,гэрлээ тодруулна уу,гэрлээ тодруулна уу
1419,илүү гэрэл хэрэгтэй байна,илүү гэрэл хэрэгтэй байна
1420,цаг хэд болж байна хэлээд өгөөч,цаг хэд болж байна хэлээд өгөөч
1421,тэр дууг хэн дуулдаг вэ,тэр дууг хэн дуулдаг вэ
1422,энэ дууг хадгалаарай,энэ дууг хадгалаарай
1423,багабандийн тухай хэл,[news_topic : багабандийн] тухай хэл
1424,шинэ сонгуулийн тухай мэдэж авяа,шинэ [news_topic : сонгуулийн] тухай мэдэж авяа
1425,францын талаар сонсвол надад хэлээрэй,[news_topic : францын] талаар сонсвол надад хэлээрэй
1426,гэрлүүдийг цэнхэр болгон өөрчил,гэрлүүдийг [color_type : цэнхэр] болгон өөрчил
1427,олли өрөөний гэрэлнүүдээ цэнхэр болгож өөрчил,олли өрөөний гэрэлнүүдээ [color_type : цэнхэр] болгож өөрчил
1428,гэрэлтүүлгийг улаан болго,гэрэлтүүлгийг [color_type : улаан] болго
1429,болдын бүх дуунуудыг хольж тоглуул,[artist_name : болдын] бүх дуунуудыг [player_setting : хольж] тоглуул
1430,ариунаагийн бүх дууг олоод жагсааж холилгүйгээр тоглуул,[artist_name : ариунаагийн] бүх дууг олоод жагсааж [player_setting : холилгүйгээр] тоглуул
1431,цэцэгийн сүүлийн үеийн дуу сонсоё,[artist_name : цэцэгийн] сүүлийн үеийн дуу сонсоё
1432,дууны хэмжээг чангал,дууны хэмжээг чангал
1433,дууг багасгаарай,дууг багасгаарай
1434,дууны хэмжээг тохируулна уу,дууны хэмжээг тохируулна уу
1435,улаангомд цаг хэд болж байгааг хэлээд өг,[place_name : улаангомд] цаг хэд болж байгааг хэлээд өг
1436,надад ямар сэрүүлгүүд байна,надад ямар сэрүүлгүүд байна
1437,би сэрүүлгүүдээ харъя,би сэрүүлгүүдээ харъя
1438,надад ямар сэрүүлгүүд байна,надад ямар сэрүүлгүүд байна
1439,дөрөв эсвэл тэрнээс дээш одтой ардын бүх дууг татаад холихгүйгээр тоглуул,[music_descriptor : дөрөв эсвэл тэрнээс дээш одтой] [music_genre : ардын] бүх дууг татаад [player_setting : холихгүйгээр] тоглуул
1440,дөрөв эсвэл тэрнээс дээш үнэлгээтэй хамгийн сүүлийн үеийн рок дуунуудыг тавь,[music_descriptor : дөрөв эсвэл тэрнээс дээш үнэлгээтэй] хамгийн сүүлийн үеийн [music_genre : рок] дуунуудыг тавь
1441,бүх зохиолын поп дуу тоглуул,бүх [artist_name : зохиолын] [music_genre : поп] дуу тоглуул
1443,унтраа,унтраа
1444,чимээгүй,чимээгүй
1445,чимээгүй бай,чимээгүй бай
1446,ариунаагийн бүх дуунуудаас тоглуулах жагсаалтыг үүсгээд хольж тоглуул,[artist_name : ариунаагийн] бүх дуунуудаас тоглуулах жагсаалтыг үүсгээд [player_setting : хольж] тоглуул
1447,kate perry дууг shuffle гүй тоглуул,[artist_name : kate perry] дууг [player_setting : shuffle гүй] тоглуул
1448,халловээн хэзээ вэ,[event_name : халловээн] хэзээ вэ
1449,хоёр мянга арван найман оны цагаан сар хэдэнд вэ,[date : хоёр мянга арван найман] оны [event_name : цагаан сар] хэдэнд вэ
1450,гэрлүүдийг асаа,гэрлүүдийг асаа
1451,гэрлийг тохируул,гэрлийг тохируул
1452,маргаашийн сэрүүлгийг устга,[date : маргаашийн] сэрүүлгийг устга
1453,сэрүүлэгний долоо хоногийн тохиргоог өөрчил,сэрүүлэгний долоо хоногийн тохиргоог өөрчил
1454,сэрүүлгийг унтраа,сэрүүлгийг унтраа
1455,цаг агаар,цаг агаар
1456,гадаа ямархуу байна вэ,гадаа ямархуу байна вэ
1457,улаанбаатар ямархуу байна,[place_name : улаанбаатар] ямархуу байна
1458,зуунмодод хэр халуун байна,[place_name : зуунмодод] хэр [weather_descriptor : халуун] байна
1459,pizza hutаас авч явахаар том пепперони пицца захиал,[business_name : pizza hutаас] авч явахаар том [order_type : пепперони пицца] захиал
1460,би сабвэйээс ногоотой саб жигнэмэгтэй очиж авмаар байна,би сабвэйээс ногоотой саб жигнэмэгтэй [order_type : очиж авмаар] байна
1461,бургер кингээс бяслагтай бургер бас шарсан төмс авч явахаар захиал,[business_name : бургер кингээс] [food_type : бяслагтай бургер бас шарсан төмс] [order_type : авч явахаар] захиал
1462,хүрэлсүхийн мөрийн хөтөлбөрийн мэдээг даг,[news_topic : хүрэлсүхийн мөрийн хөтөлбөрийн] мэдээг даг
1463,украины талаар шинэ мэдээ гарвал мэдэгдээрэй,[news_topic : украины] талаар шинэ мэдээ гарвал мэдэгдээрэй
1464,франц дахь нөхцөл байдалийн шинэчлэлт,[place_name : франц] дахь нөхцөл байдалийн шинэчлэлт
1465,баасан гарагт бороотой байх уу,[date : баасан гарагт] [weather_descriptor : бороотой] байх уу
1466,энэ долоо хоногт цас орох уу,[date : энэ долоо хоногт] [weather_descriptor : цас] орох уу
1467,чой жоо сонсъё,[artist_name : чой жоо] сонсъё
1468,хөгжим тавь,хөгжим тавь
1469,ганган цагааныг тоглуул,[song_name : ганган цагааныг] тоглуул
1470,спикерүүдийг дуугүй болго,спикерүүдийг дуугүй болго
1471,дууг нь жар руу ихэсгэ,дууг нь [change_amount : жар руу] ихэсгэ
1472,дууг хорь руу багасга,дууг [change_amount : хорь руу] багасга
1473,өнөөдрийн спортын мэдээг надад харуул,[date : өнөөдрийн] [news_topic : спортын] мэдээг надад харуул
1474,өнөөдрийн спортийн мэдээ,[date : өнөөдрийн] [news_topic : спортийн] мэдээ
1475,өнөөдөрийн спортын мэдээний гарчигийг хэл,[date : өнөөдөрийн] [news_topic : спортын] мэдээний гарчигийг хэл
1476,гэрлийг багасга,гэрлийг багасга
1477,гэрэлтүүлгийг багасга,гэрэлтүүлгийг багасга
1478,шинэ онигоонуудыг хайгаарай,[joke_type : шинэ] онигоонуудыг хайгаарай
1479,өнөөдрийн өндөр үнэлгээтэй онигоо юу вэ,[date : өнөөдрийн] [joke_type : өндөр үнэлгээтэй] онигоо юу вэ
1480,зочны өрөөний гэрлийг илүү зөөлөн өнгөтэй болгон өөрчил,[house_place : зочны өрөөний] гэрлийг [color_type : илүү зөөлөн] өнгөтэй болгон өөрчил
1481,уншихад зориулсан гэрлийг асаагаарай,[color_type : уншихад] зориулсан гэрлийг асаагаарай
1482,зочны өрөөний гэрлийг улаан өнгөтэй болгоно уу,[house_place : зочны өрөөний] гэрлийг [color_type : улаан] өнгөтэй болгоно уу
1483,би ямар сэрүүлгүүд тавьсан бэ,би ямар сэрүүлгүүд тавьсан бэ
1484,миний сэрүүлэгнүүдийг шалга,миний сэрүүлэгнүүдийг шалга
1485,бүх сэрүүлгүүдийг жагсаа,бүх сэрүүлгүүдийг жагсаа
1486,никитоны дуунаас сонсоё,[artist_name : никитоны] дуунаас сонсоё
1487,миний сүүлийн дууны жагсаалтаас хамгийн сүүлийн дууг тоглуулна уу,миний сүүлийн дууны жагсаалтаас хамгийн [song_name : сүүлийн дууг] тоглуулна уу
1488,хурдын хамгийн сүүлийн жааз цомгийг тоглуул,[artist_name : хурдын] хамгийн сүүлийн [music_genre : жааз] цомгийг тоглуул
1489,маралжингоогийн хамгийн сүүлийн дуунуудыг тоглуул,[artist_name : маралжингоогийн] хамгийн сүүлийн дуунуудыг тоглуул
1490,хү хамтлагийн шинэ дууг тавь,[artist_name : хү хамтлагийн] шинэ дууг тавь
1491,ийглийн мэдээнээс надад мэдээ уншаад өгөөч,[media_type : ийглийн] мэдээнээс надад мэдээ уншаад өгөөч
1492,мнв цэг ком сайтыг нээ,[media_type : мнв цэг ком] сайтыг нээ
1494,би ямар дуу хамгийн их сонсдог вэ,би ямар дуу хамгийн их сонсдог вэ
1495,би ямар хөгжмийн жанр хамгийн их сонсдог вэ,би ямар хөгжмийн жанр хамгийн их сонсдог вэ
1496,миний тоглуулдаг жагсаалтанд тулгуурлан дуунууд санал болго,миний тоглуулдаг жагсаалтанд тулгуурлан дуунууд санал болго
1497,би ариунааг сонсохыг хүсч байна,би [artist_name : ариунааг] сонсохыг хүсч байна
1498,болдын зарим дуунуудыг тоглуул,[artist_name : болдын] зарим дуунуудыг тоглуул
1499,том өрөөний гэрлийг унтраа,[house_place : том өрөөний] гэрлийг унтраа
1500,үүдний өрөөний гэрлийг асаа,[house_place : үүдний өрөөний] гэрлийг асаа
1501,дээд давхрын бүх гэрлүүдийг асаа,дээд давхрын бүх гэрлүүдийг асаа
1502,зүүн талын гэрлийг унтраа,[device_type : зүүн талын гэрлийг] унтраа
1503,улаанбаатарт оройны дөрвөн цаг болж байхад дарханд хэдэн цаг болох вэ,[place_name : улаанбаатарт] [time : оройны дөрвөн цаг] болж байхад [place_name : дарханд] хэдэн цаг болох вэ
1504,улаанбаатарт оройн найман цаг болж байна улаангомд хэдэн цаг болж байна уу,[place_name : улаанбаатарт] [time : оройн найман цаг] болж байна [place_name : улаангомд] хэдэн цаг болж байна уу
1505,wemo залгуур ас,[device_type : wemo залгуур] ас
1506,вэмо залгуурыг асаа,[device_type : вэмо залгуурыг] асаа
