id,utt,annot_utt
3364,تق تق,تق تق
3366,برو به سی. ان. ان. دات کام,برو به [media_type : سی. ان. ان. دات کام]
3367,تیتر روزنامه همشهری چیست,تیتر روزنامه [media_type : همشهری] چیست
3369,چه کسی می‌خواند,چه کسی می‌خواند
3370,کدام خواننده این اهنگ را خوانده,کدام خواننده این اهنگ را خوانده
3371,الان چه کسی می‌خواند,الان چه کسی می‌خواند
3372,در آبادان ساعت چند است,در [place_name : آبادان] ساعت چند است
3373,اوولی در اصفهان ساعت چند است,اوولی در [place_name : اصفهان] ساعت چند است
3374,اگر ساعت شش بعدازظهر با علی در کالیفرنیا تماس بگیرم اونجا ساعت چنده,اگر ساعت [time : شش بعدازظهر] با [person : علی] در [place_name : کالیفرنیا] تماس بگیرم اونجا ساعت چنده
3375,تو یزد کی ساعت نه صبح می‌شه,تو [place_name : یزد] کی ساعت [time : نه صبح] می‌شه
3376,لامپها تا پنجاه درصد,لامپها [change_amount : تا پنجاه درصد]
3377,روشنایی را کم کن,روشنایی را کم کن
3378,هیچ نوری توی آشپزخانه نباشه,هیچ نوری توی [house_place : آشپزخانه] نباشه
3379,پیش بینی وضع هوای امروز,پیش بینی وضع هوای [date : امروز]
3380,جاروبرقی را روشن کن,[device_type : جاروبرقی] را روشن کن
3381,جاروبرقی را روشن کن,[device_type : جاروبرقی] را روشن کن
3382,زنگ بزن یک پیتزا برای تحویل در منزل سفارش بده,زنگ بزن یک [food_type : پیتزا] برای [order_type : تحویل] در منزل سفارش بده
3383,یک مقدار غذا برای من بگیر,یک مقدار غذا برای من بگیر
3384,لطفا زنگ هشدار را برای هشت شب چهارشنبه تنظیم کن,لطفا زنگ هشدار را برای [time : هشت شب] [date : چهارشنبه] تنظیم کن
3385,ساعت هفت صبح فردا زنگ هشدار می‌زند,ساعت [time : هفت صبح] [date : فردا] زنگ هشدار می‌زند
3386,لامپ ها را به وسط عوض کن,لامپ ها را به وسط عوض کن
3387,اینجا را قرمز بکن,اینجا را [color_type : قرمز] بکن
3388,هوای امروز زنجان چطور است,هوای [date : امروز] [place_name : زنجان] چطور است
3389,پیش بینی وضع هوای بجنورد چطور است,پیش بینی وضع هوای [place_name : بجنورد] چطور است
3390,این اهنگ را در علاقه مندی های من ذخیره کن,این اهنگ را در علاقه مندی های من ذخیره کن
3391,به خاطر داشته باش من این موسیقی را دوست ندارم,به خاطر داشته باش من این موسیقی را دوست ندارم
3392,یادت باشه که این موزیک مورد علاقه منه,یادت باشه که این موزیک مورد علاقه منه
3393,سوکت دوشاخه‌ی مهسان من را خاموش کن,[device_type : سوکت دوشاخه‌ی مهسان] من را خاموش کن
3394,لطفا سوکت دوشاخه‌ی مهسان من را روشن کن,لطفا [device_type : سوکت دوشاخه‌ی مهسان] من را روشن کن
3395,اکم.م سوکت دوشاخه‌ی مهسان را خاموش کن,اکم.م [device_type : سوکت دوشاخه‌ی مهسان] را خاموش کن
3396,ایا این اهنگ جزو بیست اهنگ برتر بود,ایا این اهنگ جزو بیست اهنگ برتر بود
3397,زنگ ساعت را برای هشت صبح تنظیم کن,زنگ ساعت را برای [time : هشت صبح] تنظیم کن
3398,لطفا زنگ هشدار من را برای پنج بعدازظهر تنظیم کن,لطفا زنگ هشدار من را برای [time : پنج بعدازظهر] تنظیم کن
3399,من به زنگ هشدار ساعت نه شب نیاز دارم,من به زنگ هشدار ساعت [time : نه شب] نیاز دارم
3400,یک نسخه زنده از ابی پخش کن,یک نسخه زنده از [artist_name : ابی] پخش کن
3401,معروف ترین آهنگ ابی را پخش کن,معروف ترین آهنگ [artist_name : ابی] را پخش کن
3402,هوای هفته آینده چطور است,هوای [date : هفته آینده] چطور است
3403,آیا اواخر هفته هوا آفتابی خواهد بود,آیا [date : اواخر هفته] هوا [weather_descriptor : آفتابی] خواهد بود
3404,چطور ان اهنگ را تکرار کنیم,چطور ان اهنگ را تکرار کنیم
3405,پخش ترکیبی همه اهنگ ها را انتخاب کن,[player_setting : پخش ترکیبی] همه اهنگ ها را انتخاب کن
3406,پیش بینی ده روزه هوا چطور است,پیش بینی [date : ده روزه] هوا چطور است
3407,آیا این هفته پیش‌بینی بارون یا برف داریم,آیا [date : این هفته] پیش‌بینی [weather_descriptor : بارون یا برف] داریم
3408,این آخرهفته هوا خوب می شود,[date : این آخرهفته] هوا [weather_descriptor : خوب] می شود
3409,قضیه جای خالی چیست,قضیه [news_topic : جای خالی] چیست
3410,نتیجه مذاکرات امروز چیست,نتیجه [news_topic : مذاکرات] [date : امروز] چیست
3411,آیا هیچ خبری درباره طرح مجلس داری,آیا هیچ خبری درباره [news_topic : طرح مجلس] داری
3412,سفارش من چقدر زمان می‌برد,سفارش من چقدر زمان می‌برد
3413,آیا می دانی سفارش من حدودا کی می رسد,آیا می دانی سفارش من حدودا کی می رسد
3414,کی غذای خودم را سفارش دادم و زمان تخمینی برای تحویل چقدر بود,کی غذای خودم را سفارش دادم و زمان تخمینی برای تحویل چقدر بود
3415,آیای می‌توانی برای تمیز کردن خانه جاروبرقی را روشن کنی,آیای می‌توانی برای تمیز کردن [house_place : خانه] [device_type : جاروبرقی] را روشن کنی
3417,لطفا قهوه ساز من را به زمان چهار شب تنظیم کن,لطفا [device_type : قهوه ساز] من را به زمان [time : چهار شب] تنظیم کن
3418,می‌توانی دستگاه قهوه‌ساز من را تنظیم کنی تا ساعت هفت صبح برایم قهوه درست کند,می‌توانی [device_type : دستگاه قهوه‌ساز] من را تنظیم کنی تا ساعت [time : هفت صبح] برایم قهوه درست کند
3419,آیا می‌توانی قهوه ساز برای بگونه ای تنظیم کنی که هر روز هفته ساعت سه بعدازظهر قهوه درست کند,آیا می‌توانی [device_type : قهوه ساز] برای بگونه ای تنظیم کنی که [date : هر روز هفته] ساعت [time : سه بعدازظهر] قهوه درست کند
3420,قطعه ی اهنگ,قطعه ی اهنگ
3421,ان اهنگ چیست,ان اهنگ چیست
3422,خواننده کیست,خواننده کیست
3423,مهمانی کوروش چه ساعتی است,[event_name : مهمانی کوروش] چه ساعتی است
3424,آيا می توانی قهوه ساز من را تنظیم کنی که برای چهار عصر قهوه درست کند,آيا می توانی [device_type : قهوه ساز] من را تنظیم کنی که برای [time : چهار عصر] قهوه درست کند
3425,می توانی همین حالا برایم قهوه درست کنی,می توانی همین حالا برایم قهوه درست کنی
3426,بیرون چند درجه هست,بیرون چند [weather_descriptor : درجه] هست
3427,می توانی لامپ ها را روشن کنی,می توانی لامپ ها را روشن کنی
3428,آیا میتوانی لامپ ها را به تنظیمات بالا قرار بده,آیا میتوانی لامپ ها را به تنظیمات بالا قرار بده
3429,میتوانی جارو برقی را روشن قرار بده,میتوانی [device_type : جارو برقی] را روشن قرار بده
3430,آیا میتوانی جارو برقی را روشن قرار بده,آیا میتوانی [device_type : جارو برقی] را روشن قرار بده
3431,چه زمانی مسابقه شروع میشود,چه زمانی [event_name : مسابقه] شروع میشود
3432,موزیک سنتی پخش کن,موزیک [music_genre : سنتی] پخش کن
3433,آهنگ پاپ جدید,آهنگ [music_genre : پاپ] جدید
3434,بهترین آهنگ رپ,بهترین آهنگ [music_genre : رپ]
3435,آخرین زنگ هشدار را حذف کن,آخرین زنگ هشدار را حذف کن
3436,تنظیمات هشدار را عوض کن,تنظیمات هشدار را عوض کن
3437,نور را زیاد کن,نور را زیاد کن
3438,از لیست آهنگ های مهمانی آهنگ پخش کن,از [playlist_name : لیست آهنگ های مهمانی] آهنگ پخش کن
3439,فهرست آهنگ های عاشقانه را پخش کن,[playlist_name : فهرست آهنگ های عاشقانه] را پخش کن
3440,فهرست آهنگ های ابی را پخش کن,فهرست آهنگ های [artist_name : ابی] را پخش کن
3441,بیست ثانیه در روز چهارشنبه,[date : بیست ثانیه] در روز چهارشنبه
3442,بیست و دوم چند شنبه هست,[date : بیست و دوم] چند شنبه هست
3443,بیست و دوم این ماه چند شنبه میشود,[date : بیست و دوم این ماه] چند شنبه میشود
3444,ساعت ده است,ساعت [time : ده] است
3445,وقتی ده شد بهم خبر بده,وقتی [time : ده] شد بهم خبر بده
3446,آیا شنبه باران می بارد,آیا [date : شنبه] [weather_descriptor : باران] می بارد
3447,آیا شنبه باران می بارد,آیا [date : شنبه] [weather_descriptor : باران] می بارد
3448,رنگ لامپ ها را به ابی عوض کن,رنگ لامپ ها را به [color_type : ابی] عوض کن
3449,نور را از قرمز به آبی تغییر بده,نور را از [color_type : قرمز] به [color_type : آبی] تغییر بده
3450,لطفا اطلاع بده خبر جدید فاکس نیوز چیست,لطفا اطلاع بده خبر جدید [media_type : فاکس نیوز] چیست
3451,سر خبر مهم این زمان در بی بی سی,سر خبر مهم این زمان در [media_type : بی بی سی]
3452,آیا الآن مشرق نیوز هیچ خبر فوری ایی دارد,آیا الآن [media_type : مشرق نیوز] هیچ خبر فوری ایی دارد
3453,لطفا ساکت باش,لطفا ساکت باش
3454,برو به خواب,برو به خواب
3455,صدا را خاموش کن,صدا را خاموش کن
3456,آیا پیتزا امیر سرویس بیرون بر دارد,آیا [food_type : پیتزا] [person : امیر] سرویس [order_type : بیرون بر] دارد
3457,آیا رضوان تحویل در محل دارد,آیا [business_name : رضوان] [order_type : تحویل] در محل دارد
3458,بلندگو را بیصدا کن,بلندگو را بیصدا کن
3459,لطفا بلندگو را ساکت کن,لطفا بلندگو را ساکت کن
3460,زمان سکوت,زمان سکوت
3461,لطفاً برای ساعت هفت صبح فردا یک زنگ تنظیم کن,لطفاً برای ساعت [time : هفت صبح] [date : فردا] یک زنگ تنظیم کن
3462,فردا ساعت هفت صبح برایم هشدار بیداری بفرست,[date : فردا] ساعت [time : هفت صبح] برایم هشدار [alarm_type : بیداری] بفرست
3463,من یک هشدار زنگ بیداری در ساعت هفت صبح فردا می‌خواهم,من یک هشدار زنگ [alarm_type : بیداری] در ساعت [time : هفت صبح] [date : فردا] می‌خواهم
3464,لطفا همه چراغ‌های بیرون را روشن کن,لطفا همه چراغ‌های بیرون را روشن کن
3465,لطفا هشدار را خاموش کن,لطفا هشدار را خاموش کن
3466,صدا را افزایش بده لطفا,صدا را افزایش بده لطفا
3467,آن را با صدای بلندتر پخش کن,آن را با صدای بلندتر پخش کن
3468,الان در خلیج فارس ساعت چند است,الان در [time_zone : خلیج فارس] ساعت چند است
3469,اینجا ساعت نه است در اصفهان ساعت چند است,اینجا ساعت [time : نه] است در [place_name : اصفهان] ساعت چند است
3470,جدید ترین اخبار راجع به گرمایش جهانی چیست,جدید ترین اخبار راجع به گرمایش [place_name : جهانی] چیست
3471,اخبار جدید درباره تعطیلی دولت را بده,اخبار جدید درباره [news_topic : تعطیلی دولت] را بده
3472,آخرین اخبار آدم‌ربایی در اصفهان را بگیر,آخرین اخبار [news_topic : آدم‌ربایی] در [place_name : اصفهان] را بگیر
3473,تکرار همه را فعال کن لطفا,[player_setting : تکرار] همه را فعال [player_setting : کن] لطفا
3474,لطفا صدا ی موسیقی را کمتر کن,لطفا صدا ی موسیقی را کمتر کن
3475,در صبح مرا بیدار کن,در [time : صبح] مرا بیدار کن
3476,مرا به تنظیم زنگ هشدار ببر,مرا به تنظیم زنگ هشدار ببر
3477,بیست و پنج آهنگ برتر را پخش کن,بیست و پنج آهنگ برتر را پخش کن
3478,آخرین آهنگ های کانتری که منتشر شده را پخش کن,آخرین آهنگ های [music_genre : کانتری] که منتشر شده را پخش کن
3479,لیست کن وپخش کن همه آهنگ ها هنرمند داده شده,لیست کن وپخش کن همه آهنگ ها هنرمند داده شده
3480,برترین ها را از هنرمند مشخص پخش کن,برترین ها را از هنرمند مشخص پخش کن
3481,معروف ترین آهنگ از هنرمند ذکر شده را پخش کن,معروف ترین آهنگ از هنرمند ذکر شده را پخش کن
3482,هوای دیزین امروز چطور است,هوای [place_name : دیزین] [date : امروز] چطور است
3483,امروز هوای خانه چطور است,[date : امروز] هوای [place_name : خانه] چطور است
3484,گفتم,گفتم
3486,لطفا ملایم تر صحبت کن,لطفا ملایم تر صحبت کن
3487,زمان سکوت است,زمان سکوت است
3488,شروع به پخش آهنگ من بکن,شروع به پخش آهنگ من بکن
3489,لطفا الان آهنگ بزار,لطفا الان آهنگ بزار
3490,لطفا آهنگ هایی از ایوان بند پخش کن,لطفا آهنگ هایی از [artist_name : ایوان بند] پخش کن
3491,آن آهنگ را دوباره پخش کن,آن آهنگ را دوباره پخش کن
3492,لیست بیشترین آهنگ هایی که پخش شدند را برای من پخش کن,لیست بیشترین آهنگ هایی که پخش شدند را برای من پخش کن
3493,برام یه کم قهوه دم کن,برام یه کم قهوه دم کن
3494,اکنون برای من قهوه درست کن,اکنون برای من قهوه درست کن
3495,من اکنون یه قهوه می‌خواهم,من اکنون یه قهوه می‌خواهم
3496,آهنگی از ابی پخش کن,آهنگی از [artist_name : ابی] پخش کن
3497,فقط آهنگ های ابی را پخش کن لطفا,فقط آهنگ های [artist_name : ابی] را پخش کن لطفا
3498,من باید ساعت هفت صبح بیدار شوم,من باید ساعت [time : هفت صبح] بیدار شوم
3499,آیا زنگ هشدار من برای هفت صبح تنظیم شده است,آیا زنگ هشدار من برای [time : هفت صبح] تنظیم شده است
3500,چراغ‌های اتاق را اکنون خاموش کن,چراغ‌های [house_place : اتاق] را اکنون خاموش کن
3501,لامپ های خانه را خاموش کن,لامپ های [house_place : خانه] را خاموش کن
3502,لطفا چراغ‌های اتاق خواب را خاموش کن,لطفا چراغ‌های [house_place : اتاق خواب] را خاموش کن
3503,هوای نهار خوران چطور است,هوای [place_name : نهار خوران] چطور است
3504,هوای امروز تبریز چطور است,هوای [date : امروز] [place_name : تبریز] چطور است
3505,هوای هفته آینده اصفهان چطوراست,هوای [date : هفته آینده] [place_name : اصفهان] چطوراست
3506,پیش بینی وضع هوای امروز چطور است,پیش بینی وضع هوای [date : امروز] چطور است
3507,در پیش بینی هواشناسی برف داریم,در پیش بینی هواشناسی [weather_descriptor : برف] داریم
3508,جاروبرقی را روشن کن,[device_type : جاروبرقی] را روشن کن
3509,لامپ ها را در اشپزخانه خاموش کن,لامپ ها را در [house_place : اشپزخانه] خاموش کن
3510,چراغ‌های همه حمام‌ها را خاموش کن,چراغ‌های همه [house_place : حمام‌ها] را خاموش کن
3511,شب هنگام,شب هنگام
3512,شب,شب
3513,فقط فهرست من را پخش کن,فقط فهرست من را پخش کن
3514,فایل موسیقی سنتی را انتخاب کن,فایل [music_genre : موسیقی سنتی] را انتخاب کن
3515,به فهرست رپ برو,به فهرست [music_genre : رپ] برو
3516,امروز احتمال بارندگی چقدر است,[date : امروز] احتمال [weather_descriptor : بارندگی] چقدر است
3517,آخرین اخبار در مورد قطار چیست,آخرین اخبار در مورد [news_topic : قطار] چیست
3518,نمی‌توانم ببینم بیا آن را روشن‌تر کنیم,نمی‌توانم ببینم بیا آن را روشن‌تر کنیم
3519,میشه نورها رو زیاد کنی,میشه نورها رو زیاد کنی
3520,کمی تاریک است نور را بیشتر کن,کمی تاریک است نور را بیشتر کن
3521,همه چراغ های بیرون رو خاموش کن,همه چراغ های بیرون رو خاموش کن
3522,لطفا لامپ ها را در بالکن من روشن کن,لطفا لامپ ها را در [house_place : بالکن] من روشن کن
3523,لطفا لامپ های پاسیو من را خاموش کن,لطفا لامپ های [house_place : پاسیو] من را خاموش کن
3525,بیا برقصیم,بیا برقصیم
3526,وقت ورزش کردن است,وقت ورزش کردن است
3527,پیتزا فروشی نزدیک,[business_name : پیتزا فروشی] نزدیک
3528,برای من غذای بیرون بر بگیر,برای من غذای [order_type : بیرون بر] بگیر
3529,موزیک مهمونی پخش کن,موزیک [music_genre : مهمونی] پخش کن
3530,یک آهنگ رمانتیک پخش کن,یک آهنگ [music_genre : رمانتیک] پخش کن
3531,میتونی لطفا منطقه زمانی را به منطقه زمانی ما تغییر بدی,میتونی لطفا منطقه زمانی را به منطقه زمانی [place_name : ما] تغییر بدی
3532,لطفا منطقه زمانی را به ایران تغییر بده,لطفا منطقه زمانی را به [place_name : ایران] تغییر بده
3533,منطقه زمانی را به ایران تغییر بده,منطقه زمانی را به [place_name : ایران] تغییر بده
3534,جوک روز,جوک روز
3535,آیا هوا آفتابی می شود,آیا هوا [weather_descriptor : آفتابی] می شود
3536,تمام زنگ هشدارهای من را خاموش کن,تمام زنگ هشدارهای من را خاموش کن
3537,زنگ هشدارهای من را خاموش کن,زنگ هشدارهای من را خاموش کن
3538,زنگ هشدارهای من را بردار,زنگ هشدارهای من را بردار
3539,لطفا نوازش تتلو را پخش کن,لطفا [song_name : نوازش] [artist_name : تتلو] را پخش کن
3540,میتونی آهنگ آزادی از منصور را پخش کنی,میتونی آهنگ [song_name : آزادی] از [artist_name : منصور] را پخش کنی
3541,من میخوام آهنگ معبد از سامان جلیلی را بشنوم,من میخوام آهنگ [song_name : معبد] از [artist_name : سامان جلیلی] را بشنوم
3542,لامپ های هال را به سبز و قرمز تغییر بده,لامپ های [house_place : هال] را به [color_type : سبز و قرمز] تغییر بده
3543,من می خواهم نور یک کمی بیشتر مایل به قرمز باشد,من می خواهم نور یک کمی بیشتر [color_type : مایل به قرمز] باشد
3544,آیا این اتاق می تواند لامپ سبز داشته باشد,آیا این اتاق می تواند لامپ [color_type : سبز] داشته باشد
3545,لطفا آهنگ کلاسیک بزار,لطفا آهنگ [music_genre : کلاسیک] بزار
3546,من می‌خواهم موسیقی جاز گوش کنم,من می‌خواهم موسیقی [music_genre : جاز] گوش کنم
3547,آیا جمعه توی ساحل خوب می‌شه,آیا [date : جمعه] توی [place_name : ساحل] [weather_descriptor : خوب] می‌شه
3548,دفعه بعد کی برف می بارد,دفعه بعد کی [weather_descriptor : برف] می بارد
3549,ابی را در حالت پخش تصادفی پخش کن,[artist_name : ابی] را در حالت [player_setting : پخش تصادفی] پخش کن
3550,چند تا شادمهر بزار,چند تا [artist_name : شادمهر] بزار
3551,آلبوم چهارم بیست و پنج باند را پخش کن,آلبوم چهارم [artist_name : بیست و پنج باند] را پخش کن
3552,لیست آهنگ های ورزشی را پخش کن لطفا,[playlist_name : لیست آهنگ های ورزشی] را پخش کن لطفا
3553,من میخوام لیست آهنگ های مطالعه را گوش بدم,من میخوام [playlist_name : لیست آهنگ های مطالعه] را گوش بدم
3554,میتونی لیست آهنگ های عاشقانه را پخش کنی,میتونی [playlist_name : لیست آهنگ های عاشقانه] را پخش کنی
3555,امشب هوا بادی می شود,[timeofday : امشب] هوا [weather_descriptor : بادی] می شود
3556,فردا قبل از ساعت هفت صبح برف بند می آید,[date : فردا] [time : قبل از ساعت هفت صبح] [weather_descriptor : برف] بند می آید
3557,لیست آهنگ های یوگای من را پخش کن,[playlist_name : لیست آهنگ های یوگای] من را پخش کن
3558,رد کن تا به آهنگ بعدی برسیم,رد کن تا به آهنگ بعدی برسیم
3559,عوض کن و به لیست آهنگ های ورزشی من برو,عوض کن و به [playlist_name : لیست آهنگ های ورزشی] من برو
3560,لطفا صدا را کم کن,لطفا صدا را کم کن
3561,لطفا صدا را بیفزا,لطفا صدا را بیفزا
3562,نفرین را پخش کن,نفرین را پخش کن
3563,لطفا برای من یک قهوه درست کن,لطفا برای من یک قهوه درست کن
3564,آخرین اخبار درباره روحانی را بگو,آخرین اخبار درباره [news_topic : روحانی] را بگو
3565,از اخبار وضعیت جدید در زاهدان به من بگو,از اخبار وضعیت جدید در [place_name : زاهدان] به من بگو
3566,الان در نیشابور ساعت چند است,الان در [place_name : نیشابور] ساعت چند است
3567,تاریخ کنونی در ایران چندم است,تاریخ کنونی در [place_name : ایران] چندم است
3568,قهوه‌ساز من را تنظیم کن,[device_type : قهوه‌ساز] من را تنظیم کن
3569,به قهوه ساز بگو پنج تا قهوه درست کنه.,به [device_type : قهوه ساز] بگو پنج تا قهوه درست کنه.
3570,لطفا لامپ ها را پاسیو خاموش کن,لطفا لامپ ها را [house_place : پاسیو] خاموش کن
3571,لطفا لامپ ها در اتاق خواب را خاموش کن,لطفا لامپ ها در [house_place : اتاق خواب] را خاموش کن
3572,لطفا همه لامپ های خانه من را خاموش کن,لطفا همه لامپ های خانه من را خاموش کن
3573,سلام گوگل این آهنگ خیلی شلوغ است,سلام گوگل این آهنگ خیلی شلوغ است
3574,این اهنگ خیلی طولانی است,این اهنگ خیلی طولانی است
3575,این آهنگ خیلی خوبه,این آهنگ خیلی خوبه
3576,آخرین اخبار بیست و سی چیست,آخرین اخبار [media_type : بیست و سی] چیست
3577,آخرین خبرها را از اخبار شبکه‌ی خبر می خواهم بدانم,آخرین خبرها را از [media_type : اخبار شبکه‌ی خبر] می خواهم بدانم
3578,برای بیست دقیقه بی صدا کن,برای [time : بیست دقیقه] بی صدا کن
3579,ساکت باش تا سه بعدازظهر,ساکت باش [time : تا سه بعدازظهر]
3580,گوشی رو به حالت بی صدا تغییر بده تا زمانی که هشدار م خاموش بشه,گوشی رو به حالت بی صدا تغییر بده تا زمانی که هشدار م خاموش بشه
3581,صدا را قطع کن,صدا را قطع کن
3582,لطفا بی صدا,لطفا بی صدا
3583,صدا رو بذار روی صفر,صدا رو بذار [change_amount : روی صفر]
3584,سه هشدار بعدی تنظیم شده برای خاموش شدن کدامند,سه هشدار بعدی تنظیم شده برای خاموش شدن کدامند
3585,هوای تهران چطور است,هوای [place_name : تهران] چطور است
3586,وضع هوای تهران چطور است,وضع هوای [place_name : تهران] چطور است
3587,هوای این هفته چطور است,هوای [date : این هفته] چطور است
3588,این هفته کدام روز بارانی است,[date : این هفته] کدام روز [weather_descriptor : بارانی] است
3589,هوای این هفته چطور است,هوای [date : این هفته] چطور است
3590,بلند صحبت کن,بلند صحبت کن
3591,بلند صحبت کن,بلند صحبت کن
3592,بلند تر,بلند تر
3593,لامپ را خاموش کن,لامپ را خاموش کن
3594,شب بخیر,شب بخیر
3595,روشن تر,روشن تر
3596,اوضاع چطورست,اوضاع چطورست
3597,من میخواهم بخوابم,من میخواهم بخوابم
3598,تو چطور,تو چطور
3599,یک ساعت هشدار روی یک بعدازظهر تنظیم کن,یک ساعت هشدار روی [time : یک بعدازظهر] تنظیم کن
3600,بعد از ده دقیقه به من یادآوری کن,[time : بعد از ده دقیقه] به من یادآوری کن
3601,ساعت یک بعدازظهر به من یادآوری کن,ساعت [time : یک بعدازظهر] به من یادآوری کن
3602,آخرین اخبار انتخابات آمریکا چیست,آخرین اخبار [news_topic : انتخابات آمریکا] چیست
3603,آخرین اخبار از ایرنا چیست,آخرین اخبار از [media_type : ایرنا] چیست
3604,آخرین اخبار بی. بی. سی. چه هست,آخرین اخبار [media_type : بی. بی. سی.] چه هست
3605,آخرین اخبار سی. ان. ان. چیست,آخرین اخبار [media_type : سی. ان. ان.] چیست
3606,در مشهد ساعت چند است,در [place_name : مشهد] ساعت چند است
3607,در اهواز ساعت چند است,در [place_name : اهواز] ساعت چند است
3608,در اصفهان ساعت چند است,در [place_name : اصفهان] ساعت چند است
3609,لطفا برای من یک قهوه درست کن,لطفا برای من یک قهوه درست کن
3610,وضع سفارش من چطوراست,وضع سفارش من چطوراست
3612,بارانی نمی شود مگر نه,[weather_descriptor : بارانی] نمی شود مگر نه
3613,آیا امروز آفتابی است,آیا [date : امروز] [weather_descriptor : آفتابی] است
3614,امروز آفتابی است مگر نه,[date : امروز] [weather_descriptor : آفتابی] است مگر نه
3615,فردا آفتابی است مگر نه,[date : فردا] [weather_descriptor : آفتابی] است مگر نه
3616,فردا انتظار بارندگی نداریم مگر نه,[date : فردا] انتظار [weather_descriptor : بارندگی] نداریم مگر نه
3617,آیا غذای بیرون بر این اطراف هست,آیا [order_type : غذای بیرون بر] این اطراف هست
3618,همه بیرون بری ها ی نزدیک را به من بگو و می خواهم غذا سفارش بدهم,همه [order_type : بیرون بری ها] ی نزدیک را به من بگو و می خواهم غذا سفارش بدهم
3619,هوای شیراز چطور است,هوای [place_name : شیراز] چطور است
3620,الان هوای اراک چطوره,الان هوای [place_name : اراک] چطوره
3621,اخبار داغ روز را برای من پیدا کن,اخبار داغ روز را برای من پیدا کن
3622,اخبار مهم خبرگزاری مهر را به من بگو,اخبار مهم [media_type : خبرگزاری مهر] را به من بگو
3623,امروز در جهان چه خبر است,[date : امروز] در جهان چه خبر است
3624,خبرگزاری مهر,[media_type : خبرگزاری مهر]
3625,اخبار محلی از اخبار ساعت نه,اخبار محلی از [media_type : اخبار ساعت نه]
3626,سرخط خبرهای جهان در بی بی سی فارسی,سرخط خبرهای [place_name : جهان] در [media_type : بی بی سی فارسی]
3627,اولی برای من یک فنجان قهوه درست کن,اولی برای من یک فنجان قهوه درست کن
3628,برام یه فنجان قهوه درست کن,برام یه فنجان قهوه درست کن
3629,علی من الان کمی قهوه می خواهم,علی من الان کمی قهوه می خواهم
3630,من الان مقداری قهوه می خواهم,من الان مقداری قهوه می خواهم
3631,سلام گوگل چند تا موزیک جاز برای من پخش کن,سلام گوگل چند تا موزیک [music_genre : جاز] برای من پخش کن
3632,من میخام لیست آهنگ های خودم را گوش بدم میشه الان آن را پخش کنی,من میخام لیست آهنگ های خودم را گوش بدم میشه الان آن را پخش کنی
3633,گوگل من میخواستم لیست موزیک های کانتری خودم را گوش بدم,گوگل من میخواستم لیست موزیک های [music_genre : کانتری] خودم را گوش بدم
3634,دونه دونه از محسن ابراهیم زاده را پخش کن,[song_name : دونه دونه] از [artist_name : محسن ابراهیم زاده] را پخش کن
3635,olly ترس از شادمهر عقیلی را پخش کن,olly [song_name : ترس] از [artist_name : شادمهر عقیلی] را پخش کن
3636,ازت میخوام آهنگ عاشقانه از فرزاد فرزین را پخش کنی,ازت میخوام آهنگ [song_name : عاشقانه] از [artist_name : فرزاد فرزین] را پخش کنی
3637,اولی روز سرد شادمهر رو بذار,اولی [song_name : روز سرد] [artist_name : شادمهر] رو بذار
3638,خاطر خواه از ایوان بند را بزار,[song_name : خاطر خواه] از [artist_name : ایوان بند] را بزار
3639,اخبار خبرگزاری مهر را بگیر,اخبار [media_type : خبرگزاری مهر] را بگیر
3640,اخبار سی. ان. ان. را به من نشان بده,اخبار [media_type : سی. ان. ان.] را به من نشان بده
3641,لطفا لامپ ها را روشن کن در خانه من,لطفا لامپ ها را روشن کن در [house_place : خانه] من
3642,من نمی توانم شما را بشنوم آیا می توانی دوباره بلندتر بگویی,من نمی توانم شما را بشنوم آیا می توانی دوباره بلندتر بگویی
3643,گوگل لطفا سکوت رو رعایت کن بچه خوابه,گوگل لطفا سکوت رو رعایت کن بچه خوابه
3644,از تو می خواهم که اطلاعات آخر را دوباره بگویی ولی با صدای بلند تر,از تو می خواهم که اطلاعات آخر را دوباره بگویی ولی با صدای بلند تر
3645,از آن هنرمند یک آهنگ پخش کن,از آن هنرمند یک آهنگ پخش کن
3646,موسیقی این هنرمند رو نشان بده,موسیقی این هنرمند رو نشان بده
3647,موزیک های بیشتری از آن خواننده برای من بیار,موزیک های بیشتری از آن خواننده برای من بیار
3648,هوای تبریز چطور است,هوای [place_name : تبریز] چطور است
3649,هوای سمنان چقدر گرم است,هوای [place_name : سمنان] چقدر [weather_descriptor : گرم] است
3650,وضع هوای دماوند را به من نشان بده,وضع هوای [place_name : دماوند] را به من نشان بده
3651,ساعت فعلی در ساری چند است,ساعت فعلی در [place_name : ساری] چند است
3652,الان در تهران ساعت چند است,الان در [place_name : تهران] ساعت چند است
3653,به من بگو در تهران ساعت چند است,به من بگو در [place_name : تهران] ساعت چند است
3654,فکر میکنی چه نوع موزیکی دوست دارم,فکر میکنی چه نوع موزیکی دوست دارم
3655,در مورد آهنگی که اغلب گوش میدم میتونی اطلاعات بیشتری بدی,در مورد آهنگی که اغلب گوش میدم میتونی اطلاعات بیشتری بدی
3656,من معمولا به چه موزیکی گوش میدم,من معمولا به چه موزیکی گوش میدم
3657,چه اهنگی را من ترجیح میدهم,چه اهنگی را من ترجیح میدهم
