id,utt,annot_utt
3827,ասա ինչ երգ է միացված հիմա,ասա ինչ երգ է միացված հիմա
3828,ես պետք է ջնջեմ զարթուցիչները ամեն կիրակի առավոտյան տասնմեկին,ես պետք է ջնջեմ զարթուցիչները [date : ամեն կիրակի] [time : առավոտյան տասնմեկին]
3829,խնդրում եմ հեռացրու զարթուցիչը որը սահմանված է շաբաթվա ժամը իննին,խնդրում եմ հեռացրու զարթուցիչը որը սահմանված է [date : շաբաթվա ժամը] [time : իննին]
3830,ինձ այլևս պետք չի ցերեկը հինգին զանգող զարթուցիչը,ինձ այլևս պետք չի [time : ցերեկը հինգին] զանգող զարթուցիչը
3831,ուզում եմ մի քիչ ռեփ լսլել,ուզում եմ մի քիչ [music_genre : ռեփ] լսլել
3832,ինչ որ ռեփ երաժշտություն միացրու,ինչ որ [music_genre : ռեփ] երաժշտություն միացրու
3833,անջատել լույսեր,անջատել լույսեր
3834,անջատել լույսեր,անջատել լույսեր
3835,ուզում եմ չինական ուտեստ պատվիրել տանելու համար,ուզում եմ [food_type : չինական] ուտեստ պատվիրել [order_type : տանելու համար]
3836,կարող ես փնտրել մոտակայքում չինական դուրս տանելու սնունդ,կարող ես փնտրել մոտակայքում [food_type : չինական] [order_type : դուրս տանելու սնունդ]
3837,երաժշտությունը կտրի,երաժշտությունը կտրի
3838,անջատիր ձայները,անջատիր ձայները
3839,անաջատիր ձայնը,անաջատիր ձայնը
3840,միացնել roomba,միացնել [device_type : roomba]
3841,միացրու ռումբան,միացրու [device_type : ռումբան]
3842,միացնել փոշեկուլ սկսել մաքրել,միացնել [device_type : փոշեկուլ] սկսել մաքրել
3843,պատվիրիր ինձ չինական ուտելիքներ,պատվիրիր ինձ [food_type : չինական] ուտելիքներ
3844,պատվիրիր պիցցա ինձ համար,պատվիրիր [food_type : պիցցա] ինձ համար
3845,պատվիրել կողիկներ ճաշ համար,պատվիրել [food_type : կողիկներ] [meal_type : ճաշ] համար
3846,ինչ տեսակի երաժշտություն եմ ես լսում,ինչ տեսակի երաժշտություն եմ ես լսում
3847,որոնք են իմ սիրելի երաժշտության տեսակները,որոնք են իմ սիրելի երաժշտության տեսակները
3848,ինչ է կատարվում աշխարհում հենց հիմա,ինչ է կատարվում [place_name : աշխարհում] հենց հիմա
3849,կարող եմ ամփոփել աշխարհում տեղի ունեցող վերջին նորությունները,կարող եմ ամփոփել [place_name : աշխարհում] տեղի ունեցող վերջին նորությունները
3850,որն է ամենավերջինը այս պահին տեղի ունեցող վերջին իրադարձություններից,որն է ամենավերջինը այս պահին տեղի ունեցող վերջին իրադարձություններից
3851,խնդրում եմ ասա ինձ ամսաթիվն ու ժամը,խնդրում եմ ասա ինձ ամսաթիվն ու ժամը
3852,ինչպիսին է եղանակը կոտայքի աբովյան քաղաքում հենց հիմա,ինչպիսին է եղանակը [place_name : կոտայքի աբովյան] քաղաքում հենց հիմա
3853,անջատիր ձայնը խնդրում եմ,անջատիր ձայնը խնդրում եմ
3854,բարձրախոսները անձայնացրու խնդրում եմ,բարձրախոսները անձայնացրու խնդրում եմ
3855,ուզում եմ yo mama կատակ լսեմ,ուզում եմ [joke_type : yo mama] կատակ լսեմ
3856,վաղը արևոտ է լինելու,[date : վաղը] [weather_descriptor : արևոտ] է լինելու
3857,այս շաբաթ անձրև է գալու,[date : այս շաբաթ] [weather_descriptor : անձրև է գալու]
3858,երեքշաբթի ձյուն է գալու,[date : երեքշաբթի] [weather_descriptor : ձյուն] է գալու
3859,խնդրում եմ միացրու իմ սիրած ռեփ երաժշտության երգացանկը,խնդրում եմ միացրու իմ սիրած [music_genre : ռեփ] երաժշտության երգացանկը
3860,միացրու իմ սիրած բոլոր լատինական երգերը,միացրու իմ սիրած բոլոր [music_genre : լատինական] երգերը
3861,ինձ համար միացնել roomba,ինձ համար միացնել [device_type : roomba]
3862,վերցրեք roomba մաքրելու համար,վերցրեք [device_type : roomba] մաքրելու համար
3863,ինչ անձնավորություն է ստեղծել երգը որը կա ռադիոյով,ինչ անձնավորություն է ստեղծել երգը որը կա ռադիոյով
3864,ով է երգում այս երգը որ հիմա լսում եմ,ով է երգում այս երգը որ հիմա լսում եմ
3865,որոնք են այս պահին ընթացող չեմպիոնների լիգայի երկու խաղերի հաշիվները,որոնք են այս պահին ընթացող [news_topic : չեմպիոնների լիգայի երկու խաղերի] հաշիվները
3866,կարող եք ինձ նորություններ տալ նյու յորք թամսից,կարող եք ինձ նորություններ տալ [place_name : նյու յորք] թամսից
3867,կարդա ինձ համար թեժ անկյան գլխավոր թեմաները,կարդա ինձ համար [media_type : թեժ անկյան] գլխավոր թեմաները
3868,ինչ վերնագիր ունի չիկագոյի տրիբունը,ինչ վերնագիր ունի [media_type : չիկագոյի տրիբունը]
3869,արդյոք հետեւի դռան ահազանգը տեղադրված է և արդյոք այն պատրաստ է աշխատել,արդյոք հետեւի դռան ահազանգը տեղադրված է և արդյոք այն պատրաստ է աշխատել
3870,որն է իմ զարթուցիչի արթնանալու ժամը որը ես սահմանել եմ այս հանգստյան օրերին թռիչքի համար,որն է իմ զարթուցիչի [alarm_type : արթնանալու] ժամը որը ես սահմանել եմ [date : այս հանգստյան օրերին] թռիչքի համար
3871,խնդրում եմ մի փոքր վերև բարձրացնել լույս,խնդրում եմ մի փոքր վերև բարձրացնել լույս
3872,խնդրում եմ միացնել լույսեր մինչև ութ,խնդրում եմ միացնել լույսեր մինչև ութ
3873,հիմա ժամը քանիսն է,հիմա ժամը քանիսն է
3874,կարող եմ իմանալ ժամը,կարող եմ իմանալ ժամը
3875,ինչպիսին է եղանակը շաբաթվա մնացած օրերին,ինչպիսին է եղանակը [date : շաբաթվա մնացած օրերին]
3876,արդյոք շուտով սանդալի եղանակ կլինի,արդյոք շուտով [weather_descriptor : սանդալի եղանակ] կլինի
3877,վեմո վարդակը միացրու,[device_type : վեմո վարդակը] միացրու
3878,ինչպիսին է ընթացիկ եղանակը դիլիջանում,ինչպիսին է ընթացիկ եղանակը [place_name : դիլիջանում]
3879,ինչպիսին է եղանակը երևանում,ինչպիսին է եղանակը [place_name : երևանում]
3880,ինչպիսի եղանակ է հիմա,ինչպիսի եղանակ է հիմա
3881,տուն լույսեր փոխել վարդագույն,[house_place : տուն] լույսեր փոխել [color_type : վարդագույն]
3882,ես ուզում եմ տուն լույսերը վարդագույն լինեն,ես ուզում եմ [house_place : տուն] լույսերը [color_type : վարդագույն] լինեն
3883,լուսավորություն պայծառությունը բարձրացնել,լուսավորություն պայծառությունը բարձրացնել
3884,թվարկի այս պահին դրած զարթուցիչները,թվարկի այս պահին դրած զարթուցիչները
3885,ինչ զարթուցիչներն են ներկայումս միացված,ինչ զարթուցիչներն են ներկայումս միացված
3886,արդեն ցուցակավորված որևէ հիշեցումներ կան,արդեն ցուցակավորված որևէ հիշեցումներ կան
3887,զանգիր տաշիր պիցցա,զանգիր [business_name : տաշիր պիցցա]
3888,խնդրում եմ զանգիր երևան պանդոկ և աջարական խաչապուրի պատվիրիր,խնդրում եմ զանգիր [business_name : երևան պանդոկ] և [food_type : աջարական խաչապուրի] պատվիրիր
3889,գտիր ութսունականների երաժշտություն,գտիր [music_genre : ութսունականների] երաժշտություն
3890,ես ուզում եմ լսել ընթացիկ պարային հիթերը,ես ուզում եմ լսել ընթացիկ պարային հիթերը
3891,վերադառնալ,վերադառնալ
3892,հենց հիմա մյութի,հենց հիմա մյութի
3893,խնդրում եմ անջատիր ձայնը,խնդրում եմ անջատիր ձայնը
3894,նորից դա կարդա,նորից դա կարդա
3895,խնդրում եմ բարձրացնել լույսը,խնդրում եմ բարձրացնել լույսը
3896,մութ է,մութ է
3897,մարտի տասնվեցին հրազդանում ինչ եղանակ է լինելու,[date : մարտի տասնվեցին] [place_name : հրազդանում] ինչ եղանակ է լինելու
3898,հաջորդ շաբաթ ձյուն լինելու է,[date : հաջորդ շաբաթ] [weather_descriptor : ձյուն] լինելու է
3899,օգոստոսի տասնհինգին անձրև կգա,[date : օգոստոսի տասնհինգին] [weather_descriptor : անձրև կգա]
3900,խնդրում եմ միացրու երաժշտական նվագարկիչը,խնդրում եմ միացրու [device_type : երաժշտական նվագարկիչը]
3901,եկեք երգացանկ լսենք,եկեք երգացանկ լսենք
3902,արբանյակ երաժշտություն,արբանյակ երաժշտություն
3903,խնդրում ենք հեռացնել չորեքշաբթի օրվա համար նախատեսված զարթուցիչը որը կոչվում է քիքբոլ,խնդրում ենք հեռացնել [date : չորեքշաբթի] օրվա համար նախատեսված զարթուցիչը որը կոչվում է [event_name : քիքբոլ]
3904,խնդրում եմ ջնջել չորեքշաբթի երեկոյան ահազանգը,խնդրում եմ ջնջել [date : չորեքշաբթի] [timeofday : երեկոյան] ահազանգը
3905,ֆուտբոլը վերջացել է չորեքշաբթի երեկոյան ֆուտբոլի համար հիշեցում այլևս պետք չէ,ֆուտբոլը վերջացել է [date : չորեքշաբթի] [timeofday : երեկոյան] ֆուտբոլի համար հիշեցում այլևս պետք չէ
3906,խնդրում եմ միացրու նեմրա երգացանկը և լուրերը,խնդրում եմ միացրու [artist_name : նեմրա] երգացանկը և լուրերը
3907,միացրու անցած տարվա իմ հիթերը,միացրու անցած տարվա իմ հիթերը
3908,ես ուզում եմ լսել սերժ թանկյանի ռոք երգերը,ես ուզում եմ լսել [artist_name : սերժ թանկյանի] [music_genre : ռոք] երգերը
3909,ես կուզենայի հազար ինը հարյուր վաթսունութ ժողովրդական երգեր լսել,ես կուզենայի [date : հազար ինը հարյուր վաթսունութ] [music_genre : ժողովրդական] երգեր լսել
3910,միացրու իմ սիրելի երաժշտությունը,միացրու իմ սիրելի երաժշտությունը
3911,ես ուզում եմ լսել ցանկացած երգ որ ստացել է գրեմմի այս տարի,ես ուզում եմ լսել ցանկացած երգ որ ստացել է գրեմմի այս տարի
3912,ես կցանկանայի լսել արա գևորգյանի երաժշտությունը,ես կցանկանայի լսել [music_genre : արա գևորգյանի] երաժշտությունը
3913,անջատել հյուրասենյակ լույսեր,անջատել [house_place : հյուրասենյակ] լույսեր
3914,խնդրում եմ երգը վերնագրիր լավ երգ,խնդրում եմ երգը վերնագրիր լավ երգ
3915,սա լավ մեղեդի է խնդրում եմ համապատասխանաբար նշիր ֆայլը,սա լավ մեղեդի է խնդրում եմ համապատասխանաբար նշիր ֆայլը
3916,որոնք են ամենաարդիական տեղական նորությունները,որոնք են ամենաարդիական [media_type : տեղական նորությունները]
3917,կարդա ինձ համար միջազգային նորությունների վերնագրերը,կարդա ինձ համար [place_name : միջազգային] նորությունների վերնագրերը
3918,ես ուզում եմ լսել բիթլզ ամեահայտնի հիթը,ես ուզում եմ լսել [artist_name : բիթլզ] ամեահայտնի հիթը
3919,ինչ է կատարվում նախագահ թրամփի հետ,ինչ է կատարվում [news_topic : նախագահ թրամփի] հետ
3920,ես վայելում եմ երաժշտությունը,ես վայելում եմ երաժշտությունը
3921,խնդրում եմ միացրու ցանկացած երաժշտություն ստեղծված այս տասնամյակին,խնդրում եմ միացրու ցանկացած երաժշտություն ստեղծված այս տասնամյակին
3922,ինձ պետք է իմանալ այսօր ամսի քանիսն է,ինձ պետք է իմանալ [date : այսօր] ամսի քանիսն է
3923,միացրու իմ քաղաքային երգացանկ,միացրու իմ [music_genre : քաղաքային] երգացանկ
3924,միացրու էլեկտրոնային պարային երաժշտություն այս մեկից հետո,միացրու [music_genre : էլեկտրոնային պարային] երաժշտություն այս մեկից հետո
3925,միացրու ֆոլկ երգ իմ այս երգերի ցանկից,միացրու [music_genre : ֆոլկ] երգ իմ այս երգերի ցանկից
3926,որքան ձյուն է եկել մեյնում այսօրվա դրությամբ,որքան [weather_descriptor : ձյուն] է եկել [place_name : մեյնում] [date : այսօրվա] դրությամբ
3927,ինչքան շատ ձյուն է ընկել սևան սկսած երեկ,ինչքան շատ [weather_descriptor : ձյուն] է ընկել [place_name : սևան] սկսած [date : երեկ]
3928,ինչպիսին է ընթացիկ կանխատեսումը գյումրիի համար համար,ինչպիսին է ընթացիկ կանխատեսումը [place_name : գյումրիի] համար համար
3930,միացնել սոնա ռուբենյանի ամենանոր երգը,միացնել [artist_name : սոնա ռուբենյանի] ամենանոր երգը
3931,կարող ես նվագել սոնա ռուբենյան,կարող ես նվագել [artist_name : սոնա ռուբենյան]
3932,մի բաժակ սուրճ եփել,մի բաժակ սուրճ եփել
3933,ցույց տուր ինձ իմ բոլոր ակտիվ հիշեցումները,ցույց տուր ինձ իմ բոլոր ակտիվ հիշեցումները
3934,ցույց տուր ինձ կազմված հիշեցումները,ցույց տուր ինձ կազմված հիշեցումները
3935,դրսում ցուրտ է,դրսում [weather_descriptor : ցուրտ] է
3936,ինչ ջերմաստիճան է,ինչ [weather_descriptor : ջերմաստիճան] է
3937,միացրու էրիկ,միացրու [artist_name : էրիկ]
3938,որոնիր գարիկ պապոյանի երգի բոլոր վերնագրերը և միացրու,որոնիր [artist_name : գարիկ պապոյանի] երգի բոլոր վերնագրերը և միացրու
3939,կարող ես այս երգը պահպանել իմ սիրելիների ցանկում,կարող ես այս երգը պահպանել իմ սիրելիների ցանկում
3940,այս երգերի ժանրը պահպանիր ինձ համար,այս երգերի ժանրը պահպանիր ինձ համար
3941,ուզում եմ հիշեցնել որ ինձ դուր է գալիս այս երգը,ուզում եմ հիշեցնել որ ինձ դուր է գալիս այս երգը
3942,այս տարի ամսի քանիսին է halloween,[date : այս տարի] ամսի քանիսին է [event_name : halloween]
3943,այս ամսվա տասներկուսը ինչ օր է,[date : այս ամսվա տասներկուսը] ինչ օր է
3944,ինձ ուրախացրու ես ուզում եմ կատակ լսել,ինձ ուրախացրու ես ուզում եմ կատակ լսել
3945,ինչն է վերջինը քոչարյանի մասին,ինչն է վերջինը [news_topic : քոչարյանի] մասին
3947,որոնք են այս պահին նորությունների գլխավոր վերնագրերը,որոնք են այս պահին նորությունների գլխավոր վերնագրերը
3948,ինձ պետք է որ դուք զարթուցիչ դնեք,ինձ պետք է որ դուք զարթուցիչ դնեք
3949,կարող ես ինձ համար զարթուցիչ դնել,կարող ես ինձ համար զարթուցիչ դնել
3951,կարող եմ լավաշ ռեստորանում տանելու պատվեր տալ,կարող եմ [business_name : լավաշ ռեստորանում] տանելու պատվեր տալ
3952,որտեղ է գտնվում կարասը որն ունի վերցրու հետդ ծառայություն,որտեղ է գտնվում [business_name : կարասը] որն ունի [order_type : վերցրու հետդ ծառայություն]
3953,հաջորդը նվագիր էրիկի անիրականը,հաջորդը նվագիր [artist_name : էրիկի] [song_name : անիրականը]
3954,այս երգից հետո միացրու վերջին անգամ երգը,այս երգից հետո միացրու [song_name : վերջին անգամ] երգը
3955,զարթուցիչ դրեք երեկոյան իննին,զարթուցիչ դրեք [time : երեկոյան իննին]
3956,զգուշացրու ինձ երեք ժամից,զգուշացրու ինձ [time : երեք ժամից]
3957,տավուշում ժամը քանիսն է,[place_name : տավուշում] ժամը քանիսն է
3958,վանաձորը քանի ժամով է առաջ,[place_name : վանաձորը] քանի ժամով է առաջ
3959,փոխել իմ ահազանգերը լեռնային ժամանակի,փոխել իմ ահազանգերը [time_zone : լեռնային] ժամանակի
3960,ասա ժամը,ասա ժամը
3961,ցույց տուր ինձ եղանակի տեսությունը,ցույց տուր ինձ եղանակի տեսությունը
3962,բացի եղանակ հավելված,բացի եղանակ հավելված
3963,կան ինչ որ ահազանգեր այսօրվա համար,կան ինչ որ ահազանգեր [date : այսօրվա] համար
3964,քանի զարթուցիչ է դրված,քանի զարթուցիչ է դրված
3965,ցույց տուր իմ զարթուցիչների ցուցակը,ցույց տուր իմ զարթուցիչների ցուցակը
3966,ավելացրու այս երգը իմ կատալոգում,ավելացրու այս երգը իմ կատալոգում
3967,ռեփ,[music_genre : ռեփ]
3968,ինդի,[music_genre : ինդի]
3969,փոփ,[music_genre : փոփ]
3970,ինչպիսին է եղանակը հենց հիմա,ինչպիսին է եղանակը հենց հիմա
3971,olly ինչ եղանակ է հենց հիմա,olly ինչ եղանակ է հենց հիմա
3972,ասա ինձ ինչ է կատարվում եվրոպական քաղաքականության մեջ,ասա ինձ ինչ է կատարվում [news_topic : եվրոպական քաղաքականության] մեջ
3973,ես ուզում եմ իմանալ թե ով է այս պահին անգլիայի պրեմիեր լիգայի առաջատարը,ես ուզում եմ իմանալ թե ով է այս պահին [news_topic : անգլիայի պրեմիեր լիգայի] առաջատարը
3974,տվեք ինձ վերջին բնակչության վիճակագրությունը դոնալդ թրամփի համար,տվեք ինձ վերջին բնակչության վիճակագրությունը [person : դոնալդ թրամփի] համար
3975,խնդրում եմ արթնացրու ինձ առավոտյան ութին,խնդրում եմ արթնացրու ինձ [time : առավոտյան ութին]
3976,զարթուցիչս դիր առավոտյան ութին,զարթուցիչս դիր [time : առավոտյան ութին]
3977,արթնացրու ինձ առավոտ ժամը ութին,արթնացրու ինձ [time : առավոտ ժամը ութին]
3978,կոտայքում ինչպիսի եղանակ է,[place_name : կոտայքում] ինչպիսի եղանակ է
3979,դրսում հիմա շոգ է ես կոտայքում եմ,դրսում հիմա շոգ է ես [place_name : կոտայքում] եմ
3980,մեր սիրո աշունը ռուբեն հախվերդյան,[song_name : մեր սիրո աշունը] [artist_name : ռուբեն հախվերդյան]
3981,խնդրում եմ միացնել իմ սպոտիֆի երգացանկ,խնդրում եմ միացնել իմ [playlist_name : սպոտիֆի երգացանկ]
3982,խնդրում եմ միացրու իմ այթյունս գրադարան առաջին երգը,խնդրում եմ միացրու իմ [playlist_name : այթյունս գրադարան] առաջին երգը
3983,հերիք ա,հերիք ա
3984,խնդրում եմ լռիր,խնդրում եմ լռիր
3985,զարթուցիչը դիր առավոտ վեցին,զարթուցիչը դիր [time : առավոտ վեցին]
3986,զարթուցիչը դիր առավոտյան վեցին,զարթուցիչը դիր [time : առավոտյան վեցին]
3987,կարող ես զարթուցիչ դնել առավոտ վեցին,կարող ես զարթուցիչ դնել [time : առավոտ վեցին]
3988,ազատություն,[media_type : ազատություն]
3990,բի բի սի,[media_type : բի բի սի]
3991,կարող ես անջատել լույսեր,կարող ես անջատել լույսեր
3993,կարող ես մարել լույսերը,կարող ես մարել լույսերը
3994,շաբաթվա ինչ օր է վարդավառը,[date : շաբաթվա] ինչ [date : օր] է [event_name : վարդավառը]
3995,աննա վարդավառ շաբաթվա որ օր է,աննա [event_name : վարդավառ] [date : շաբաթվա] որ [date : օր] է
3996,ինչ նորություններ կան իմ տարածքում,ինչ նորություններ կան իմ տարածքում
3997,ալեքսա ինչ նորություններ կան իմ տարածքում,ալեքսա ինչ նորություններ կան իմ տարածքում
3998,ալեքսա ինչ է կատարվում այսօր,ալեքսա ինչ է կատարվում [date : այսօր]
3999,ինչ է կատարվում այսօր,ինչ է կատարվում [date : այսօր]
4000,ինչ տեղի ունեցավ երեկ սամուրայ ջեքի հետ,ինչ տեղի ունեցավ [date : երեկ] [news_topic : սամուրայ ջեքի] հետ
4001,ինչ է պատահել քայլող մեռելներին,ինչ է պատահել [news_topic : քայլող մեռելներին]
4002,միացրու ռեփ,միացրու [music_genre : ռեփ]
4003,ժամանակն է որ ես մի քիչ ռազմիկ ամյան լսեմ,ժամանակն է որ ես մի քիչ [artist_name : ռազմիկ ամյան] լսեմ
4004,պայծառացնել հյուրասենյակ լույսեր,պայծառացնել [house_place : հյուրասենյակ] լույսեր
4005,բարձրացնել հյուրասենյակ լույսեր կիսով չափ,բարձրացնել [house_place : հյուրասենյակ] լույսեր կիսով չափ
4006,ամբողջ հզորությամբ բարձրացրու լույսերը,[change_amount : ամբողջ հզորությամբ] բարձրացրու լույսերը
4007,միացնել ոչ հերթականությամբ,միացնել [player_setting : ոչ հերթականությամբ]
4008,միացնել կրկնել,միացնել [player_setting : կրկնել]
4009,լույսեր թուլացնել,լույսեր թուլացնել
4010,խնդրում եմ մթնեցնել լույսեր,խնդրում եմ մթնեցնել լույսեր
4011,ինձ համար սկսել փոշեկուլ անել,ինձ համար սկսել [device_type : փոշեկուլ] անել
4012,միացնել մաքրություն,միացնել մաքրություն
4013,եկեք մաքրենք փոշին,եկեք մաքրենք փոշին
4014,ջնջիր իմ բոլոր զաթուցիչները,ջնջիր իմ բոլոր զաթուցիչները
4015,հեռացնել իմ արթնանալու ազդանշանը,հեռացնել իմ [alarm_type : արթնանալու] ազդանշանը
4016,կարեն ջնջիր իմ արթնանալու զարթուցիչը,կարեն ջնջիր իմ [alarm_type : արթնանալու] զարթուցիչը
4017,ազատվեք իմ ընթացիկ ահազանգերից,ազատվեք իմ ընթացիկ ահազանգերից
4018,օլի ազատվիր իմ ընթացիկ ահազանգերից,օլի ազատվիր իմ ընթացիկ ահազանգերից
4019,երբ է հաջորդ արձակուրդը,երբ է [event_name : հաջորդ արձակուրդը]
4021,այս ամիսը քանի օր ունի,[date : այս ամիսը] քանի օր ունի
4022,նորությունների թարմացումներ,նորությունների թարմացումներ
4023,ինչ կա նորություններում,ինչ կա նորություններում
4024,խնդրում եմ անջատիր հոսանքը,խնդրում եմ անջատիր հոսանքը
4025,անջատել,անջատել
4026,հոսանքը անջատիր,հոսանքը անջատիր
4027,լույսի գույնը դարձնել կարմիր,լույսի գույնը դարձնել [color_type : կարմիր]
4028,լույսերը գունավորել կարմիրի,լույսերը գունավորել [color_type : կարմիրի]
4029,նվագիր ինսունականների այլընտրանքային երգեր,նվագիր [music_genre : ինսունականների] այլընտրանքային երգեր
4030,ալեքսա դիր աշխարհումս իմն դու ես,ալեքսա դիր [song_name : աշխարհումս իմն դու ես]
4031,միացրու պանդորա իննսունականների պարահանդես,միացրու [song_name : պանդորա իննսունականների պարահանդես]
4032,որոնք են այսօրվա կանտրի հիթերը,որոնք են [date : այսօրվա] [music_genre : կանտրի] հիթերը
4033,հաջորդ շաբաթ ամենալավ օրը որն է դուրս գալ pizza ուտելու համար,[date : հաջորդ շաբաթ] ամենալավ օրը որն է դուրս գալ [food_type : pizza] ուտելու համար
4035,սպիտակ,[color_type : սպիտակ]
4036,կանաչ լույս,[color_type : կանաչ] լույս
4037,հարությունյան,հարությունյան
4038,տաշիր պիցցայից պիցցա պատվիրիր,[business_name : տաշիր պիցցայից] [food_type : պիցցա] պատվիրիր
4039,որտեղից կարող եմ պիցցա պատվիրել որ առաքեն,որտեղից կարող եմ [food_type : պիցցա] պատվիրել որ [order_type : առաքեն]
4040,նվագիր այն երգը որը ես ամենաշատն եմ լսում,նվագիր այն երգը որը ես ամենաշատն եմ լսում
4041,խաղարկիր քառասուն վեցը և երկուսը գործիքի օգնությամբ,խաղարկիր [song_name : քառասուն վեցը և երկուսը] [artist_name : գործիքի] օգնությամբ
4042,խնդրում եմ սկսել vacuum,խնդրում եմ սկսել [device_type : vacuum]
4043,սկսել փոշեկուլով մաքրություն,սկսել [device_type : փոշեկուլով մաքրություն]
4044,խնդրում եմ հիմա սկսիր փոշեկուլել,խնդրում եմ հիմա սկսիր փոշեկուլել
4045,ով է այս երգի հեղինակը,ով է այս երգի հեղինակը
4046,ինչպիսի եղանակ սպասեմ այսօր,ինչպիսի եղանակ սպասեմ [date : այսօր]
4047,կարասն առաքում ունի,[business_name : կարասն] առաքում ունի
4048,խնդրում եմ իմացի կարաս առաքում,խնդրում եմ իմացի [business_name : կարաս] առաքում
4049,տես երևան պանդոկն առաքում ունի թե չէ,տես [business_name : երևան պանդոկն] առաքում ունի թե չէ
4050,խնդրում եմ անեկդոտ պատմիր,խնդրում եմ անեկդոտ պատմիր
4051,արդյոք հիմա ձյուն է գալիս,արդյոք հիմա [weather_descriptor : ձյուն է գալիս]
4052,դրսում տաք,դրսում [weather_descriptor : տաք]
4053,այս պահին դրսում արևոտ է,[time : այս պահին] դրսում [weather_descriptor : արևոտ] է
4054,միացրու սիրելիս,միացրու [song_name : սիրելիս]
4056,դիր թե աղջիկ լինեիր,դիր [song_name : թե աղջիկ լինեիր]
4057,խնդրում եմ կարող ես էմո երաժշտություն միացնել,խնդրում եմ կարող ես [music_genre : էմո երաժշտություն] միացնել
4058,կուզեի լսել ռեփ երաժշտություն,կուզեի լսել [music_genre : ռեփ] երաժշտություն
4059,ես իսկապես վայելում եմ ռոքնռոլը,ես իսկապես վայելում եմ [music_genre : ռոքնռոլը]
4060,հյուրասենյակ լույսեր անջատել,[house_place : հյուրասենյակ] լույսեր անջատել
4061,խնդրում եմ փոխիր լույսերի գույնը ես կասեմ երբ դադարեցնես,խնդրում եմ փոխիր լույսերի գույնը ես կասեմ երբ դադարեցնես
4062,այս ռեստորանն առաքում ունի,այս [business_type : ռեստորանն] առաքում ունի
4063,նրանք կառաքեն,նրանք կառաքեն
4064,այս վայրը հետը վերցնելու ծառայություն ունի,այս վայրը [order_type : հետը վերցնելու ծառայություն] ունի
4065,new york ժամը քանիսն է,[place_name : new york] ժամը քանիսն է
4066,կարող ես ասել new york ժամը քանիսն է,կարող ես ասել [place_name : new york] ժամը քանիսն է
4067,գիտես այսօր ինչ օր է,գիտես այսօր ինչ օր է
4068,խնդրում եմ ասա այսօրվա ամսաթիվը,խնդրում եմ ասա [date : այսօրվա] ամսաթիվը
4069,հիմա ժամը քանիսն է,հիմա ժամը քանիսն է
4070,բարձրացրու ձայնը խնդրում եմ,բարձրացրու ձայնը խնդրում եմ
4071,ձայնը իջեցրու խնդրում եմ,ձայնը իջեցրու խնդրում եմ
4072,կարող ես իջեցնել դրա ձայնը,կարող ես իջեցնել դրա ձայնը
4073,ամսի հինգը ինչ օր է,ամսի [date : հինգը] ինչ օր է
4074,միացնել իմ ռոբոտ փոշեկուլ,միացնել իմ [device_type : ռոբոտ փոշեկուլ]
4075,ակտիվացնել ռոբոտ փոշեկուլ,ակտիվացնել [device_type : ռոբոտ փոշեկուլ]
4076,իմ ննջասենյակ լույսեր անջատել,իմ [house_place : ննջասենյակ] լույսեր անջատել
4077,անջատել խոհանոց լույսեր,անջատել [house_place : խոհանոց] լույսեր
4078,հյուրասենյակ լույսեր անջատել,[house_place : հյուրասենյակ] լույսեր անջատել
4079,ժամը քանիսին է դրված իմ հիշեցումը վաղը առավոտյան,ժամը քանիսին է դրված իմ հիշեցումը [date : վաղը] [timeofday : առավոտյան]
4080,ես պետք է զարթուցիչ դնեմ վաղը կեսօրին որ ինձ հիշեցնի որ ընդունեմ իմ դեղերը,ես պետք է զարթուցիչ դնեմ [date : վաղը] [time : կեսօրին] որ ինձ հիշեցնի որ [event_name : ընդունեմ իմ դեղերը]
4081,ես ուզում եմ զարթուցիչ դնել երբ վաղը մեքենայով տուն եմ գնում որպեսզի հիշեմ որ կանգնեմ խանութում և սնունդ գնեմ,ես ուզում եմ զարթուցիչ դնել երբ [date : վաղը] մեքենայով տուն եմ գնում որպեսզի հիշեմ որ [event_name : կանգնեմ խանութում և սնունդ գնեմ]
4082,խնդրում եմ անջատել խոհանոց լույսեր,խնդրում եմ անջատել [house_place : խոհանոց] լույսեր
4084,սուրճ պատրաստիր,սուրճ պատրաստիր
4085,կարող ես եռացնել թեյնիկ,կարող ես եռացնել [device_type : թեյնիկ]
4086,գեղեցիկ տեքստեր,գեղեցիկ տեքստեր
4087,հաճելի երաժշտություն,հաճելի երաժշտություն
4088,անջատել գլխավերևում լույս,անջատել գլխավերևում լույս
4089,նվագիր իմ ցանկի լավագույն քսան երգերը,նվագիր [music_descriptor : իմ ցանկի լավագույն քսան երգերը]
4090,բարձրախոսիս ձայնը բարձրացրու,բարձրախոսիս ձայնը բարձրացրու
4091,բարձրախոսներիս ձայն տուր,բարձրախոսներիս ձայն տուր
4092,ձայնը մի րոպե իջացրու մարդ պետք ա զանգեմ,ձայնը մի րոպե իջացրու մարդ պետք ա զանգեմ
4093,երեկ քամոտ էր,[date : երեկ] [weather_descriptor : քամոտ] էր
4094,խնդրում եմ զարթուցիչը դնել առավոտ ութին,խնդրում եմ զարթուցիչը դնել [time : առավոտ ութին]
