id,utt,annot_utt
2187,vai vari lūdzu izslēgt gaismu manā guļamistabā,vai vari lūdzu izslēgt gaismu manā [house_place : guļamistabā]
2188,vai vari izslēgt gaismu manā guļamistabā,vai vari izslēgt gaismu manā [house_place : guļamistabā]
2189,izslēdz manu wemo kontaktligzdu,izslēdz manu [device_type : wemo kontaktligzdu]
2190,ieslēgt wemo rozeti,ieslēgt [device_type : wemo rozeti]
2191,atskaņot džeza mūziku,atskaņot [music_genre : džeza] mūziku
2192,es gribu klausīties klasisko roku,es gribu klausīties [music_genre : klasisko roku]
2193,izveidot atgādinājumu,izveidot atgādinājumu
2194,izveido modinātāju,izveido modinātāju
2195,uzliec modinātāju,uzliec modinātāju
2196,čau padalies ar kādu joku lai padarītu mani priecīgu,čau padalies ar kādu joku lai padarītu mani priecīgu
2197,dalies ar mani ar joku,dalies ar mani ar joku
2198,kāda nedēļas diena bija tūkstoš deviņi simti astoņdesmit otrā gada ceturtais decembris,kāda nedēļas diena bija [date : tūkstoš deviņi simti astoņdesmit otrā gada ceturtais decembris]
2199,kurā nedēļā sākas vasaras sezona,kurā nedēļā sākas [time : vasaras sezona]
2200,cik nedēļu atlicis līdz ziemassvētkiem,cik nedēļu atlicis līdz [event_name : ziemassvētkiem]
2201,l. s. m. virsraksti,[media_type : l. s. m.] virsraksti
2202,latvijas avīzes virsraksti,[media_type : latvijas avīzes] virsraksti
2203,b. b. c. pasaules ziņu virsraksti,[media_type : b. b. c. pasaules ziņu] virsraksti
2204,pasaki man joku par putniem,pasaki man joku par [joke_type : putniem]
2205,klusums divas stundas,klusums [time : divas stundas]
2206,no šī brīža izslēgt skaņu,no šī brīža izslēgt skaņu
2207,klusi noregulēt,klusi noregulēt
2208,vūhū,vūhū
2209,pasaki man kādas bija šodienas ziņas no ziņu sniedzēja,pasaki man kādas bija [date : šodienas] ziņas no ziņu sniedzēja
2210,kādas bija ziņas šodien no ziņu sniedzēja,kādas bija ziņas [date : šodien] no ziņu sniedzēja
2211,vai ir kādas jaunas ziņas no leta,vai ir kādas jaunas ziņas no leta
2212,atkārtot mūziku,[player_setting : atkārtot] mūziku
2213,pastāsti man par prezidenta vēlēšanām,pastāsti man par [news_topic : prezidenta vēlēšanām]
2215,pastāsti man par pašvaldības budžetu,pastāsti man par [news_topic : pašvaldības budžetu]
2216,atskaņot es nāktu mājās,atskaņot [song_name : es nāktu mājās]
2217,es gribu dzirdēt ziemeļmeita,es gribu dzirdēt [song_name : ziemeļmeita]
2218,es gribu klausīties naukšēnu disko,es gribu klausīties [song_name : naukšēnu disko]
2219,laikaptākļi viļņā,laikaptākļi [place_name : viļņā]
2220,laikapstākļi madridē,laikapstākļi [place_name : madridē]
2221,laikapstākļi dzimtajā pilsētā,laikapstākļi [place_name : dzimtajā pilsētā]
2222,laikapstākļi jūrmalā,laikapstākļi [place_name : jūrmalā]
2223,kāds laiks tērvetē,kāds laiks [place_name : tērvetē]
2224,laika prognoze valmierā,laika prognoze [place_name : valmierā]
2225,atskaņot ansis lietus nolijis,atskaņot [artist_name : ansis] [song_name : lietus nolijis]
2226,atskaņot man nevajag daudz no aija vītoliņa,atskaņot [song_name : man nevajag daudz] no [artist_name : aija vītoliņa]
2227,lūdzu pārvērt no centrālā standarta laika uz austrumu centrālo laiku deviņi no rīta,lūdzu pārvērt no [place_name : centrālā standarta laika] uz [place_name : austrumu centrālo laiku] [time : deviņi no rīta]
2228,man vajag lai pārvērt no centrālā standarta laika uz austrumu standarta laiku deviņi no rīta,man vajag lai pārvērt no [place_name : centrālā standarta laika] uz [place_name : austrumu standarta laiku] [time : deviņi no rīta]
2229,cik ir deviņi no rīta centrālā standarta laiks uz austrumu standarta laiku,cik ir [time : deviņi no rīta] [place_name : centrālā standarta laiks] uz [place_name : austrumu standarta laiku]
2230,izslēdz virtuvē gaismu,izslēdz [house_place : virtuvē] gaismu
2231,izslēdz virtuvē gaismu,izslēdz [house_place : virtuvē] gaismu
2232,virtuvē gaismu izslēgt,[house_place : virtuvē] gaismu izslēgt
2233,ieslēdz spožāku gaismu,ieslēdz spožāku gaismu
2234,es nevaru redzēt ieslēdz gaišāku gaismu,es nevaru redzēt ieslēdz gaišāku gaismu
2235,virsraksti no apollo,virsraksti no [media_type : apollo]
2236,b. b. c. pasaules ziņu virsraksti,[media_type : b. b. c. pasaules ziņu] virsraksti
2237,izlasi man jaunākās starptautiskās ziņas,izlasi man jaunākās [place_name : starptautiskās] ziņas
2238,kādi ir pasaules populārākie ziņu stāsti,kādi ir [place_name : pasaules] populārākie ziņu stāsti
2239,lūdzu pavēsti kādi ir pasaules ziņu virsraksti,lūdzu pavēsti kādi ir [place_name : pasaules] ziņu virsraksti
2240,laika prognoze šonedēļ,laika prognoze [date : šonedēļ]
2241,saglabā pēdējās radio stacijas no pagājušā mēneša,saglabā pēdējās radio stacijas no [date : pagājušā mēneša]
2242,uzskaiti divdesmit spēlētākās dziesmas,uzskaiti divdesmit spēlētākās dziesmas
2243,lūdzu izslēdz virtuves gaismu,lūdzu izslēdz [house_place : virtuves] gaismu
2244,vai vari izslēgt virtuves gaismas,vai vari izslēgt [house_place : virtuves] gaismas
2245,izslēgt vannas istabas gaismu,izslēgt [house_place : vannas istabas] gaismu
2246,izslēdz skapja gaismu,izslēdz skapja gaismu
2247,vai trešdien vēl būs lietains un auksts,vai [date : trešdien] vēl būs [weather_descriptor : lietains] un [weather_descriptor : auksts]
2248,vai trešdien laikapstākļi nemaz nav mainījušies,vai [date : trešdien] laikapstākļi nemaz nav mainījušies
2249,lūdzu atskaņo man dziesmu brīvdiena,lūdzu atskaņo man dziesmu [song_name : brīvdiena]
2251,izsūknē viesistabu pēc desmit minūtēm,izsūknē [house_place : viesistabu] pēc [time : desmit minūtēm]
2252,nomainīt šo dziesmu uz pirmo vietu,nomainīt šo dziesmu uz pirmo vietu
2253,ielikt šo dziesmu manā mīļāko dziesmu izlasē,ielikt šo dziesmu manā mīļāko dziesmu izlasē
2254,vai tokyo city piedāvā līdzņemšanai,vai [business_name : tokyo city] piedāvā [order_type : līdzņemšanai]
2255,vai varu pasūtīt ēdienu līdzņemšanai no lido,vai varu pasūtīt ēdienu [order_type : līdzņemšanai] no [business_name : lido]
2256,vai man šodien vajadzēs lietus mēteli,vai man [date : šodien] vajadzēs [weather_descriptor : lietus mēteli]
2257,vai tagad snieg,vai tagad [weather_descriptor : snieg]
2258,vai man šodien vajag džemperi,vai man [date : šodien] vajag [weather_descriptor : džemperi]
2259,atskaņot otra puse mūziku,atskaņot [artist_name : otra puse] mūziku
2260,lūdzu atskaņo mofo mūziku,lūdzu atskaņo [artist_name : mofo] mūziku
2261,vai vari uzlikt mūziku no ralfs eilands,vai vari uzlikt mūziku no [artist_name : ralfs eilands]
2262,ieslēdz pirmo kontrastu,ieslēdz pirmo kontrastu
2263,parādi man blāvo krāsu,parādi man blāvo krāsu
2264,gaismas krāsa studijas istabā,gaismas krāsa [house_place : studijas istabā]
2265,pastāsti man kādi pašreiz ir laikapstākļi zvārtes iezī,pastāsti man kādi pašreiz ir laikapstākļi [place_name : zvārtes iezī]
2266,kādi pašlaik ir laikapstākļi ogrē,kādi pašlaik ir laikapstākļi [place_name : ogrē]
2267,pasūti to ko parasti no pizza hut,pasūti to ko parasti no [business_name : pizza hut]
2268,pasūtī labākās cenas parasto tofu tokyo city,pasūtī labākās cenas parasto [food_type : tofu] [business_name : tokyo city]
2270,atskaņot kādu pop mūziku,atskaņot kādu [music_genre : pop] mūziku
2271,lūdzu atskaņo dziesmas ko esmu nopircis un ielicis kā favorītus,lūdzu atskaņo dziesmas ko esmu nopircis un ielicis kā favorītus
2272,atskaņot manas vislabāk novērtētās pop dziesmas lūdzu,atskaņot manas [music_descriptor : vislabāk novērtētās] [music_genre : pop] dziesmas lūdzu
2273,vai restorānam ir piegāde uz mājām,vai [business_type : restorānam] ir [order_type : piegāde] uz mājām
2274,piegādes cenas,[order_type : piegādes] cenas
2275,maksimālais kilometru skaits piegādei,maksimālais kilometru skaits [order_type : piegādei]
2276,pamodini mani četros no rīta,pamodini mani [time : četros no rīta]
2277,modinātājs desmitos no rīta,modinātājs [time : desmitos no rīta]
2278,uzliec modinātāju divpadsmit nedēļas no šodienas astoņos no rīta,uzliec modinātāju [time : divpadsmit nedēļas no šodienas astoņos no rīta]
2279,atskaņot jaunos albumus,atskaņot jaunos albumus
2280,atskaņot nesen pievienoto mūziku,atskaņot [music_descriptor : nesen] pievienoto mūziku
2281,mainīt gaismas krāsu manā mājā uz zilu,mainīt gaismas krāsu manā mājā uz [color_type : zilu]
2282,iestatīt zilu kā gaismas krāsu visā mājā,iestatīt [color_type : zilu] kā gaismas krāsu visā mājā
2283,man vajag samainīt manas mājas gaismu krāsu uz zilu,man vajag samainīt manas [house_place : mājas] gaismu krāsu uz [color_type : zilu]
2284,olly uztaisi man kafiju astoņos no rīta,olly uztaisi man kafiju [time : astoņos no rīta]
2285,uztaisīt kafiju sešos no rīta,uztaisīt kafiju [time : sešos no rīta]
2286,olly uztaisi kafiju sešos no rīta,olly uztaisi kafiju [time : sešos no rīta]
2287,olly uzliec kafiju sešos no rīta,olly uzliec kafiju [time : sešos no rīta]
2288,sākt gatavot kafiju sešos no rīta,sākt gatavot kafiju [time : sešos no rīta]
2289,palielini skaļumu par vienu,palielini skaļumu [change_amount : par vienu]
2290,norīko kafijas automātu sagatavot filtrētu kafiju pēc desmit minūtēm,norīko [device_type : kafijas automātu] sagatavot [coffee_type : filtrētu] kafiju [time : pēc desmit minūtēm]
2291,pēc desmit minūtēm man vajadzēs manu filtru kafiju lūdzu pajautā kafijas automātam,pēc [time : desmit minūtēm] man vajadzēs manu [coffee_type : filtru] kafiju lūdzu pajautā [device_type : kafijas automātam]
2292,vai šodien būs saulains laiks,vai [date : šodien] būs [weather_descriptor : saulains] laiks
2293,vai pastāv iespēja ka šodien būs lietus,vai pastāv iespēja ka [date : šodien] būs [weather_descriptor : lietus]
2294,vai šodien u. v. indekss būs virs astoņi,vai [date : šodien] [weather_descriptor : u. v. indekss] būs virs astoņi
2295,lūdzu sniedz man paziņojumus par vēlēšanu rezultātiem,lūdzu sniedz man paziņojumus par [news_topic : vēlēšanu] rezultātiem
2296,sniedz man jaunāko par šodienas vef rīgas rezultātiem,sniedz man jaunāko par [date : šodienas] [news_topic : vef rīgas rezultātiem]
2297,atsūti man linkus uz jaunajiem rakstiem par piketu,atsūti man linkus uz jaunajiem rakstiem par [news_topic : piketu]
2298,izslēdz gaismas tagad,izslēdz gaismas tagad
2299,kurā datumā ir šogad lieldienas,kurā datumā ir [time : šogad] [event_name : lieldienas]
2300,kura diena ir piektdiena trīspadsmitais šogad,kura diena ir [date : piektdiena trīspadsmitais šogad]
2301,kurā dienā šogad ir visilgākais gaišais laiks,kurā dienā [date : šogad] ir visilgākais gaišais laiks
2302,man patīk roks,man patīk [music_genre : roks]
2303,man vienmēr patīk hiphops,man vienmēr patīk [music_genre : hiphops]
2305,vai tu vari man uztaisīt kafiju,vai tu vari man uztaisīt kafiju
2307,tase kafijas būtu ļoti jauki pašreiz,tase kafijas būtu ļoti jauki pašreiz
2308,ir desmit no rīta pēc austrumeiropas laikā cik ir pēc klusā okeāna laika,ir [time : desmit no rīta] pēc [time_zone : austrumeiropas] laikā cik ir pēc [time_zone : klusā okeāna] laika
2309,vai ir septiņi no rīta klusā okeāna standarta laikā,vai ir [time : septiņi no rīta] [time_zone : klusā okeāna] standarta laikā
2310,samazini gaismas līdz septiņiem,samazini gaismas [change_amount : līdz septiņiem]
2311,aleksa noslēdz gaismas uz septiņiem,aleksa noslēdz gaismas [change_amount : uz septiņiem]
2312,olij samazini apgaismojumu uz septiņi,olij samazini apgaismojumu [change_amount : uz septiņi]
2313,samazini apgaismojumu uz septiņi,samazini apgaismojumu [change_amount : uz septiņi]
2314,aleksa samazini gaismas,aleksa samazini gaismas
2315,kādas ir šodienas ziņas,kādas ir [date : šodienas] ziņas
2316,aleksa parādi man virsrakstu ziņas,aleksa parādi man virsrakstu ziņas
2317,samazini gaismas jaudu,samazini gaismas jaudu
2318,minimizē gaismu jaudu,minimizē gaismu jaudu
2319,samazini gaismas jaudu,samazini gaismas jaudu
2320,kāds piektdien būs laiks,kāds [date : piektdien] būs laiks
2321,kādi būs laikapstākļi septītajā datumā,kādi būs laikapstākļi [date : septītajā] datumā
2322,kādi būs laikapstākļi rīt,kādi būs laikapstākļi [date : rīt]
2323,apklusini skaļruni lūdzu,apklusini skaļruni lūdzu
2324,uzliec skaļumu uz nulli,uzliec skaļumu [change_amount : uz nulli]
2325,samazināt skaļruņa skaļumu uz zemāko līmeni,samazināt skaļruņa skaļumu uz zemāko līmeni
2326,kādas ir laika prognozes,kādas ir laika prognozes
2327,kāda ārā temperatūra,kāda ārā [weather_descriptor : temperatūra]
2328,kādā šodien būs augstākā temperatūra,kādā [date : šodien] būs [weather_descriptor : augstākā] temperatūra
2329,atrodi man londonas laiku,atrodi man [place_name : londonas] laiku
2330,parādi pareizu laiku londonā tagad,parādi pareizu laiku [place_name : londonā] tagad
2331,kāds tagad ārā ir laiks,kāds tagad ārā ir laiks
2332,vai tagad līst,vai tagad [weather_descriptor : līst]
2333,uzliec modinātāju rītdien sešos no rīta,uzliec modinātāju [date : rītdien] [time : sešos no rīta]
2334,pievieno modinātāju rīt sešos no rīta,pievieno modinātāju [date : rīt] [time : sešos] [timeofday : no rīta]
2335,uzliec modinātāju un rītdien pamodini mani sešos no rīta,uzliec modinātāju un [date : rītdien] pamodini mani [time : sešos] [timeofday : no rīta]
2336,nūdeles vienu porciju līdzņemšanai,[food_type : nūdeles] vienu porciju [order_type : līdzņemšanai]
2337,vienu paciņu nūdeles līdzņemšanai,vienu paciņu [food_type : nūdeles] [order_type : līdzņemšanai]
2338,pasūti nūdeles vienu porciju līdzņemšanai,pasūti [food_type : nūdeles] vienu porciju [order_type : līdzņemšanai]
2339,kādi ir pašreizējie laikapstākļi liepājas pilsētā,kādi ir pašreizējie laikapstākļi [place_name : liepājas] pilsētā
2340,pasaki man kādi šobrīd ir laikapstākļi liepājā,pasaki man kādi šobrīd ir laikapstākļi [place_name : liepājā]
2341,man jāzina pašreizējie laikapstākļi rīgā,man jāzina pašreizējie laikapstākļi [place_name : rīgā]
2342,mūzikas atskaņotājā iestati skaļuma līmeni sešdesmit,[device_type : mūzikas atskaņotājā] iestati skaļuma līmeni [change_amount : sešdesmit]
2343,uzlikt mūzikas atskaņotāja dziesmu divdesmit astoņi atkārtojumā,uzlikt mūzikas atskaņotāja [media_type : dziesmu] divdesmit astoņi [player_setting : atkārtojumā]
2344,kādi būs laikapstākļi liepājā pirmdien,kādi būs laikapstākļi [place_name : liepājā] [date : pirmdien]
2345,vai iecavā pašreiz līst,vai [place_name : iecavā] pašreiz [weather_descriptor : līst]
2346,kāda ir pašreizējā temperatūra jūrmalā,kāda ir pašreizējā [weather_descriptor : temperatūra] [place_name : jūrmalā]
2347,parādīt pašreizējo dziesmu mūzikas atskaņotājā,parādīt pašreizējo dziesmu [device_type : mūzikas atskaņotājā]
2348,parādi skaļumu pašreizējai dziesmai,parādi skaļumu pašreizējai dziesmai
2349,nomainīt mājā esošās apgaismojuma krāsas ar tumšākām,nomainīt mājā esošās apgaismojuma krāsas ar [color_type : tumšākām]
2350,ieslēdz mājā tumšas gaismas gaišo vietā,ieslēdz [house_place : mājā] [color_type : tumšas] gaismas gaišo vietā
2351,olly uzliec tumšas krāsas mājā gaišo krāsu vietā,olly uzliec [color_type : tumšas] krāsas [house_place : mājā] gaišo krāsu vietā
2352,izmaini mājas apgaismojuma krāsu un padari tās tumšas,izmaini mājas apgaismojuma krāsu un padari tās [color_type : tumšas]
2353,kā sauc mūziku kas tagad skan,kā sauc mūziku kas tagad skan
2354,kāda tipa mūzika tā ir,kāda tipa mūzika tā ir
2355,no kuras filmas nāk dziesma kāds ir dziesmas nosaukumus,no kuras filmas nāk dziesma kāds ir dziesmas nosaukumus
2356,sākt atskaņot dubstep,sākt atskaņot [music_descriptor : dubstep]
2357,atskaņot mūziku no vietas kur apstājies,atskaņot mūziku no vietas kur apstājies
2358,ieslēgt linga,ieslēgt [song_name : linga]
2359,esi skaļāks,esi skaļāks
2360,pagriez lielāku skaļumu,pagriez lielāku skaļumu
2361,es gribu pasūtīt kādu picu,es gribu pasūtīt kādu [food_type : picu]
2362,atrodi man tuvākos ķīniešu ēdienus kas piegādā,atrodi man tuvākos [food_type : ķīniešu ēdienus] kas [order_type : piegādā]
2363,kas piegādā netālu no šejienes,kas piegādā netālu no šejienes
2364,kas ir šī dziesma,kas ir šī dziesma
2365,kāda dziesma skan radio,kāda dziesma skan radio
2366,kad šī dziesma iznāca,kad šī dziesma iznāca
2367,pastāsti man par jaunākajām pasaules ziņām,pastāsti man par jaunākajām [place_name : pasaules] ziņām
2368,kādas ir jaunākās ziņas par šo pasauli,kādas ir jaunākās ziņas par šo [place_name : pasauli]
2370,izlasi jaunākās ziņas par šo pasauli,izlasi jaunākās ziņas par šo [place_name : pasauli]
2371,padari spožākas gaismas,padari spožākas gaismas
2372,palielināt apgaismojuma intensitāti istabā,palielināt apgaismojuma intensitāti [house_place : istabā]
2373,dziesmas informācija,dziesmas informācija
2374,kura ir šī dziesma,kura ir šī dziesma
2375,kas ir mākslinieks,kas ir mākslinieks
2376,atskaņo elektroniskās mūzikas atskaņošanas sarakstu,atskaņo [playlist_name : elektroniskās mūzikas] atskaņošanas sarakstu
2377,ieslēgt manu elektroniskās mūzikas atskaņošanas sarakstu,ieslēgt manu [playlist_name : elektroniskās mūzikas] atskaņošanas sarakstu
2378,uzsākt mūziku no elektroniskās mūzikas atskaņošanas saraksta,uzsākt mūziku no [playlist_name : elektroniskās mūzikas] atskaņošanas saraksta
2379,kas ir noticis pēdējā laikā pasaulē,kas ir noticis pēdējā laikā [place_name : pasaulē]
2380,kas nesen ir parādījies ziņās,kas nesen ir parādījies ziņās
2382,sākt tīrīšanas procesu,sākt tīrīšanas procesu
2383,ieslēdz putekļsūcēja tīrīšanu,ieslēdz putekļsūcēja tīrīšanu
2384,kas notiek pasaulē,kas notiek [place_name : pasaulē]
2385,kas jauns,kas jauns
2386,parādi man jaunākās ziņas,parādi man jaunākās ziņas
2387,kurš sarakstīja šo dziesmu,kurš sarakstīja šo dziesmu
2388,kas ir dziedātājs,kas ir dziedātājs
2390,vai es varu dabūt sarakstu ar ziņām no dienas bizness,vai es varu dabūt sarakstu ar ziņām no [media_type : dienas bizness]
2391,atskaņot šo dziesmu,atskaņot šo dziesmu
2392,es vēlos dzirdēt mīli mani,es vēlos dzirdēt [song_name : mīli mani]
2393,kāds ir šīs dziesmas nosaukums,kāds ir šīs dziesmas nosaukums
2394,dod man ziņu ja kaut kas jauns par šo parādās,dod man ziņu ja kaut kas jauns par šo parādās
2396,atskaņot prāta vētra dziesmas,atskaņot [artist_name : prāta vētra] dziesmas
2397,uzliec marijas naumovas dziesmu,uzliec [artist_name : marijas naumovas] dziesmu
2398,atskaņo aijas andrejevas mūziku,atskaņo [artist_name : aijas andrejevas] mūziku
2399,cik lieliska dziesma vai vari saglabāt man ko tikko teicu,cik lieliska dziesma vai vari saglabāt man ko tikko teicu
2400,vai šī nav burvīga dziesma lūdzu saglabā šo man,vai šī nav burvīga dziesma lūdzu saglabā šo man
2401,vai vari saglabāt šo cik jauka dziesma,vai vari saglabāt šo cik jauka dziesma
2402,man vajag vairāk gaismu,man vajag vairāk gaismu
2403,padod man vairāk gaismu,padod man vairāk gaismu
2405,ir laiks padarīt blāvāku virtuves apgaismojumu,ir laiks padarīt blāvāku [house_place : virtuves] apgaismojumu
2406,pievienot šo dziesmu pie manas iecienītās dziesmas,pievienot šo dziesmu pie manas iecienītās dziesmas
2407,vai šī dziesma pieder pie klasiskajām,vai šī dziesma pieder pie klasiskajām
2408,atrodi vairāk dziesmas no šīs grupas,atrodi vairāk dziesmas no šīs grupas
2409,kas šodien par datumu,kas [date : šodien] par datumu
2410,vai vari pateikt man šodienas datumu,vai vari pateikt man [date : šodienas] datumu
2411,kāds ir laiks londonā,kāds ir laiks [place_name : londonā]
2412,vai varētu man pateikt cik ir pulkstenis parīzē,vai varētu man pateikt cik ir pulkstenis [place_name : parīzē]
2413,cik pulkstenis hamburgā,cik pulkstenis [place_name : hamburgā]
2414,es gribu pasūtīt picu no pica lulū,es gribu pasūtīt [food_type : picu] no [business_name : pica lulū]
2415,piezvani uz tokyo city ķīniešu restorānu,piezvani uz [business_name : tokyo city] [food_type : ķīniešu] [business_type : restorānu]
2416,kur es varu pasūtīt ēdienu līdzņemšanai,kur es varu pasūtīt ēdienu [order_type : līdzņemšanai]
2417,atskaņot jauktā secībā dziesmas no pašreizējā albuma,[player_setting : atskaņot jauktā secībā] dziesmas no pašreizējā albuma
2418,uzlikt šo dziesmu vēlreiz,uzlikt šo dziesmu [player_setting : vēlreiz]
2419,vai ir kādas jaunas ziņas no kas jauns,vai ir kādas jaunas ziņas no [media_type : kas jauns]
2420,kas ir jauns leta,kas ir jauns [media_type : leta]
2421,kas jauns laikrakstā diena,kas jauns [media_type : laikrakstā diena]
2422,kāds tagad laiks ventspilī,kāds tagad laiks [place_name : ventspilī]
2423,pasaki man lūdzu šodienas laika prognozi rīgas piepilsētai,pasaki man lūdzu [date : šodienas] laika prognozi [place_name : rīgas piepilsētai]
2425,pasaki man cik ir pulkstenis,pasaki man cik ir pulkstenis
2426,cik ir pulkstenis indijā,cik ir pulkstenis [place_name : indijā]
2427,cik varētu būt tagad pulkstenis indijā,cik varētu būt tagad pulkstenis [place_name : indijā]
2428,pasaki man cik ir pulkstenis igaunijā,pasaki man cik ir pulkstenis [place_name : igaunijā]
2429,modinātāja statuss,modinātāja statuss
2430,lūdzu pārbaudi signālus,lūdzu pārbaudi signālus
2431,kādi modinātāji būs nākamie,kādi modinātāji būs nākamie
2432,kā ir ar manu pasūtījumu,kā ir ar manu pasūtījumu
2433,kas notiek ar manu pasūtījumu,kas notiek ar manu pasūtījumu
2434,ieslēgt robotu putekļu sūcēju,ieslēgt [device_type : robotu putekļu sūcēju]
2435,ieslēgt putekļsūcēju robotu,ieslēgt [device_type : putekļsūcēju robotu]
2436,ieslēdz robotu putekļsūcēju,ieslēdz [device_type : robotu putekļsūcēju]
2437,man vajag sporta ziņas,man vajag [news_topic : sporta] ziņas
2438,atsūti informātikas ziņas,atsūti [news_topic : informātikas] ziņas
2439,kad šī dziesma tika ierakstīta,kad šī dziesma tika ierakstīta
2440,datums kad tika ierakstīta dziesma kas pašlaik skan,datums kad tika ierakstīta dziesma kas pašlaik skan
2441,izslēdz šķūņa gaismu,izslēdz [house_place : šķūņa] gaismu
2442,izslēgt viesistabas gaismu,izslēgt [house_place : viesistabas] gaismu
2443,olly uztaisi man kafiju,olly uztaisi man kafiju
2444,uzvāri manu kafiju,uzvāri manu kafiju
2445,olly uzvāri manu kafiju,olly uzvāri manu kafiju
2446,olly uztaisi man kafiju,olly uztaisi man kafiju
2447,man gribētos zupu pusdienās pasūti kfc restorānā vistas mančova zupu,man gribētos [food_type : zupu] [meal_type : pusdienās] pasūti [business_name : kfc] [business_type : restorānā] vistas mančova zupu
2448,pasūti vistas zupu no kfc restorāna,pasūti [food_type : vistas zupu] no [business_name : kfc] [business_type : restorāna]
2449,no kfc restorāna piegādei uz mājām vistas gaļas zupu,no [business_name : kfc] [business_type : restorāna] [order_type : piegādei] uz mājām [food_type : vistas gaļas zupu]
2451,septiņi no rīta,septiņi no rīta
2452,kas šodien notiek pasaulē,kas [date : šodien] notiek [place_name : pasaulē]
2453,kādi ir šodienas virsraksti,kādi ir [date : šodienas] virsraksti
2454,kurš izpilda dziesmu kas skan šobrīd,kurš izpilda dziesmu kas skan šobrīd
2455,kā saucas pašreizējā dziesma,kā saucas pašreizējā dziesma
2456,cik ir pulkstenis,cik ir pulkstenis
2457,g. m. t. laiks,g. m. t. laiks
2459,vai vari pastāstīt man smieklīgas lietas,vai vari pastāstīt man [joke_type : smieklīgas] lietas
2460,saki kādus jokus,saki kādus jokus
2461,atskaņot markus riva jauktā secībā,atskaņot [artist_name : markus riva] [player_setting : jauktā secībā]
2462,atskaņot jauktā secībā mūziku no ansis,[player_setting : atskaņot jauktā secībā] mūziku no [artist_name : ansis]
2463,izslēgt gaismas,izslēgt gaismas
2464,olly izslēdz apgaismojumu,olly izslēdz apgaismojumu
2465,izslēgt ārā gaismas,izslēgt ārā gaismas
2466,kādas ir pašlaik aktuālākās ziņas par ekonomiku,kādas ir pašlaik aktuālākās ziņas par [news_topic : ekonomiku]
2467,vai ir veids kā saņemt jaunākās svarīgākās ziņas par pavļutu,vai ir veids kā saņemt jaunākās svarīgākās ziņas par [news_topic : pavļutu]
2468,vai var atvērt pēdējās ziņas par jaunāko laika ziņu prognozi nedēļai,vai var atvērt pēdējās ziņas par jaunāko [news_topic : laika ziņu] prognozi nedēļai
2469,ieslēdz gaismas spilgtākas,ieslēdz gaismas spilgtākas
2470,ieslēgt gaismas,ieslēgt gaismas
2471,cikos riet saule,cikos riet saule
2472,vai laiks ir pareizs vietā kur es atrodos,vai laiks ir pareizs vietā kur es atrodos
2473,pārmaini gaismas mājā uz zaļu,pārmaini gaismas [house_place : mājā] uz [color_type : zaļu]
2474,vai tu vari nomainīt gaismas uz baltu,vai tu vari nomainīt gaismas uz [color_type : baltu]
2475,atskaņo mūziku kas ir tikai klasiskā,atskaņo mūziku kas ir tikai [music_genre : klasiskā]
2476,atrast man visu mūziku kas atbilst klasiskajai mūzikai,atrast man visu mūziku kas atbilst [music_genre : klasiskajai] mūzikai
2477,atskaņo tikai klasisko mūziku,atskaņo tikai [music_genre : klasisko] mūziku
2478,pasūti līdzņemšanai,pasūti [order_type : līdzņemšanai]
2479,atver piegādes ēdienkartes,atver [order_type : piegādes] ēdienkartes
2480,piezvani līdzņemšanai,piezvani [order_type : līdzņemšanai]
2481,atver atskaņošanas sarakstu,atver atskaņošanas sarakstu
2482,pašreizējais laiks lūdzu,pašreizējais laiks lūdzu
2483,vai vari padarīt blāvas visas gaismas,vai vari padarīt blāvas visas gaismas
2484,samazini mājas apgaismojuma intensitāti,samazini [house_place : mājas] apgaismojuma intensitāti
2485,cik pulkstenis ir floridā,cik pulkstenis ir [place_name : floridā]
2486,cik ir laiks floridā,cik ir laiks [place_name : floridā]
2487,palielināt skaļumu,palielināt skaļumu
2488,maigāku un skaļāku skaļumu,maigāku un skaļāku skaļumu
2489,samainīt skaļumu,samainīt skaļumu
2490,sniedz man ziņas no portāla,sniedz man ziņas no [media_type : portāla]
2491,kādi ir jaunumi no avota,kādi ir jaunumi no [media_type : avota]
2492,ikdienas ziņas no avota,ikdienas ziņas no [media_type : avota]
2493,vai vari atlasīt pašreizējos jaunumu stāstus,vai vari atlasīt pašreizējos jaunumu [news_topic : stāstus]
2494,vai ir veids kā pārbaudīt vai nav kādi jauni ziņu stāsti ko izlasīt,vai ir veids kā pārbaudīt vai nav kādi jauni ziņu [news_topic : stāsti] ko izlasīt
2495,pastāsti man ziņas,pastāsti man ziņas
2496,dienas ziņas,dienas ziņas
2497,šodien kāds datums,[date : šodien] kāds datums
2498,šarlote kāds šodien datums,šarlote kāds [date : šodien] datums
2499,gaismas blāvākas,gaismas blāvākas
2500,olly lūdzu izslēdz viedo spraudni,olly lūdzu izslēdz [device_type : viedo spraudni]
2501,lūdzu izslēdz viedo rozeti,lūdzu izslēdz [device_type : viedo rozeti]
2502,lūdzu ieslēdz viedo kontaktu,lūdzu ieslēdz [device_type : viedo kontaktu]
2503,vai tu vari izslēgt gudro kontaktligzdu,vai tu vari izslēgt [device_type : gudro kontaktligzdu]
2504,iestati modinātāju uz laiku,iestati modinātāju uz laiku
