id,utt,annot_utt
5286,ipalabas ang b. b. c. mga balita sa migrasyon,ipalabas ang [media_type : b. b. c.] mga balita sa [news_topic : migrasyon]
5287,ipakita ang mga ulat ng b. b. c. sa migrasyon,ipakita ang mga ulat ng [media_type : b. b. c.] sa [news_topic : migrasyon]
5288,anong oras na sa pasig,anong oras na sa [place_name : pasig]
5289,gusto kong malaman kung ano ang pinakabagong balita,gusto kong malaman kung ano ang pinakabagong balita
5290,kumusta sa labas,kumusta sa labas
5291,ano ang temperatura ngayon sa labas,ano ang [weather_descriptor : temperatura] ngayon sa labas
5292,ayusin ang alarm,ayusin ang alarm
5293,nakatakdang hudyat,nakatakdang hudyat
5294,puwede mo bang pataasin ito ng kaunti,puwede mo bang pataasin ito ng kaunti
5295,pwede bang medyo tahimik,pwede bang medyo tahimik
5296,olly kunin mo para sa akin ang sikat na balita mula sa b. b. c.,olly kunin mo para sa akin ang sikat na balita mula sa [media_type : b. b. c.]
5297,kunin mo para sa akin ang sikat na balita mula sa b. b. c.,kunin mo para sa akin ang sikat na balita mula sa [media_type : b. b. c.]
5298,ano ang mga pinakabagong pagbabago na nangyayari ngayon sa pilipinas,ano ang mga pinakabagong pagbabago na nangyayari [date : ngayon] sa [place_name : pilipinas]
5299,olly ano ang mga pinakabagong pagbabagong nangyayari ngayon sa pilipinas,olly ano ang mga pinakabagong pagbabagong nangyayari [date : ngayon] sa [place_name : pilipinas]
5301,ano ang klima sa ikadalawampu ng marso dalawang libo at labing pito,ano ang klima sa [date : ikadalawampu ng marso dalawang libo at labing pito]
5302,ok google ano ang magiging klima ngayong marso ika-dalawampu at dalawang libo at labing pito,ok google ano ang magiging klima ngayong [date : marso ika-dalawampu at dalawang libo at labing pito]
5303,alexa ano ang klima sa ikadalawampu ng marso dalawang libo at labing pito,alexa ano ang klima sa [date : ikadalawampu ng marso dalawang libo at labing pito]
5304,ano ang nangyayari ngayon sa syria,ano ang nangyayari [date : ngayon] sa [news_topic : syria]
5305,ano ang nangyayari kamakailan sa europa,ano ang nangyayari kamakailan [news_topic : sa europa]
5307,ika-dalawampu ng marso ba ngayon,[date : ika-dalawampu ng marso] ba [date : ngayon]
5308,lakasan mo ang tono,lakasan mo ang tono
5309,patayin ang mga ilaw patayin,patayin ang mga ilaw patayin
5310,hey olly paki play ang aking mga kantang opm love songs na playlist,hey olly paki play ang aking mga kantang [playlist_name : opm love songs] na playlist
5311,hey olly i-play playlist ng mga taktika mula sa musika,hey olly i-play playlist ng [playlist_name : mga taktika] mula sa musika
5313,mangyaring ilagay ang radyo sa shuffle,mangyaring ilagay ang [media_type : radyo] sa [player_setting : shuffle]
5314,ulitin ang nakaraang kanta,[player_setting : ulitin] ang nakaraang kanta
5315,ano ang nangyayari sa mundo ngayon alamin sa g. m. a.,ano ang nangyayari sa [place_name : mundo] ngayon alamin sa [media_type : g. m. a.]
5317,pataasin ang liwanag sa silid,pataasin [house_place : ang] liwanag sa [house_place : silid]
5318,ipatugtog lamang ang mga kanta ni bugoy drilon,ipatugtog lamang ang mga kanta ni [artist_name : bugoy drilon]
5319,itakda ang hudyat sa alas singko ng umaga,itakda ang hudyat sa [time : alas singko ng umaga]
5320,ipakita ang panahon kahapon,ipakita ang panahon [date : kahapon]
5321,ipakita ang panahon,ipakita ang panahon
5322,ano ang klima sa rosario la union ngayon,ano ang klima sa [place_name : rosario la union] [date : ngayon]
5323,mangyaring sabihin sa akin ang klima sa maynila,mangyaring sabihin sa akin ang klima sa [place_name : maynila]
5324,hey mahy paghahatid ba sa bahay,hey mahy [order_type : paghahatid] ba sa bahay
5325,kumusta naghahatid ka ba sa bahay ng mga pinamili,kumusta [order_type : naghahatid] ka ba sa bahay ng mga pinamili
5326,kumusta ang mga bagay sa mundo,kumusta ang mga bagay sa [place_name : mundo]
5327,paki-hanap ako ng musika,paki-hanap ako ng musika
5328,rock,[music_genre : rock]
5329,gusto kong linisin ang aking kwarto ilagay ang vacuum at ipunta sa kwart,gusto kong linisin ang aking [house_place : kwarto] ilagay ang [device_type : vacuum] at ipunta sa kwart
5330,ilagay ang vacuum at buksan ngayon at linisin ang sala,ilagay ang [device_type : vacuum] at buksan ngayon at linisin ang [house_place : sala]
5331,time zone sa pagitan ng india at pilipinas,time zone sa pagitan ng [place_name : india] at [place_name : pilipinas]
5332,oras sa pagitan ng amerika at canada,oras sa pagitan ng [place_name : amerika] at [place_name : canada]
5333,pagkakaiba ng oras sa pagitan philippines at u. s.,pagkakaiba ng oras sa pagitan [place_name : philippines] at [place_name : u. s.]
5334,anong mga hudyat ang itinakda mo,anong mga hudyat ang itinakda mo
5335,mayroon bang anumang mga hudyat na nakatakda,mayroon bang anumang mga hudyat na nakatakda
5336,ibigay sa akin ang mga oras ng hudyat na itinakda mo,ibigay sa akin ang mga oras ng hudyat na itinakda mo
5337,alexa ibigay sa akin ang mga oras ng hudyat na itinakda mo,alexa ibigay sa akin ang mga oras ng hudyat na itinakda mo
5338,normal na temperatura,normal na [weather_descriptor : temperatura]
5339,mababang kondisyon ng paglamig,mababang kondisyon ng paglamig
5340,maaari mo bang sabihin sa akin ang oras ngayon,maaari mo bang sabihin sa akin ang oras ngayon
5341,mangyaring alertuhan ako sa oras,mangyaring alertuhan ako sa oras
5342,maaari mo ba akong bigyan ng lokal na balita sa mga sheriff ng poblacion,maaari mo ba akong bigyan ng lokal na balita sa mga sheriff ng poblacion
5343,magiging maaraw ba sa biyernes,magiging [weather_descriptor : maaraw] ba sa [date : biyernes]
5344,may tasansa ba na may niyebe sa miyerkules,may tasansa ba na may [weather_descriptor : niyebe] sa [date : miyerkules]
5345,gumawa ng palayok na malakas na kape,gumawa ng palayok na [coffee_type : malakas] na kape
5346,bigyan mo ako ng dilim,bigyan mo ako ng dilim
5347,magpatugtog ng techno na musika,magpatugtog ng [music_genre : techno] na musika
5348,bigyan mo ako ng madilim na ilaw,bigyan mo ako ng madilim na ilaw
5349,olly diliman mo ang ilaw,olly diliman mo ang ilaw
5350,pwede mo bang sabihin sa akin ang oras sa san francisco,pwede mo bang sabihin sa akin ang oras sa [place_name : san francisco]
5351,kamusta ang araw palabas,kamusta ang araw [weather_descriptor : palabas]
5352,magpatugtog sa aking playlist,magpatugtog sa aking playlist
5353,ano ang oras sa pilipinas,ano ang oras sa [place_name : pilipinas]
5354,kasalukuyang oras sa n. y.,kasalukuyang oras sa [place_name : n. y.]
5355,patayin ang gitnang ilaw sa kwarto,patayin ang [device_type : gitnang ilaw] sa [house_place : kwarto]
5356,patayin ang ilaw sa kanan,patayin ang [device_type : ilaw sa kanan]
5357,sino ito,sino ito
5358,update sa kasalukuyang oras,update sa kasalukuyang oras
5359,lumipat sa silangang time zone,lumipat sa [time_zone : silangang] time zone
5360,saang time zone tayo naroroon mangyaring baguhin sa kasalukuyan,saang time zone tayo naroroon mangyaring baguhin sa [time_zone : kasalukuyan]
5361,aling araw ng linggo ang ika-dalawamput apat,aling araw ng linggo ang [date : ika-dalawamput apat]
5362,kailan papasok ang ika-dalawaput apat sa susunod na linggo,kailan papasok ang [date : ika-dalawaput apat] sa [date : susunod na linggo]
5363,ang ika-dalawampu at apat ba ay sa martes,ang [date : ika-dalawampu at apat] ba ay sa [date : martes]
5364,isara ang ilaw,isara ang ilaw
5365,itakda ang hudyat ng alas sais ng umaga,itakda ang hudyat ng [time : alas sais ng umaga]
5366,hanapin sa google ang paksa,hanapin sa google ang paksa
5367,anong nangyari dito,anong nangyari dito
5368,ano ang pinakabago na pagbabawal sa paglalakbay,ano ang pinakabago na [news_topic : pagbabawal sa paglalakbay]
5369,anong balita ang lumabas tungkol kay steve bannon,anong balita ang lumabas tungkol kay [news_topic : steve bannon]
5370,ano ang pinakabagong kontrobersya ni trump,ano ang pinakabagong [news_topic : kontrobersya ni trump]
5371,magpatugtog ng kahit ano galin google play,magpatugtog ng kahit ano galin [app_name : google play]
5372,ano ang bago sa itunes,ano ang bago sa itunes
5373,buksan ang aking huling playlist mula sa tidal,buksan ang aking huling playlist mula sa [app_name : tidal]
5374,anong petsa sa ikadalawampu ng marso,anong petsa sa [date : ikadalawampu ng marso]
5375,anong petsa ang sa susunod na lunes,anong petsa ang sa susunod na [date : lunes]
5376,ipakita ang klima sa ika-dalawampu at pito ng marso dalawang libo labing pito,ipakita ang klima sa [date : ika-dalawampu at pito ng marso dalawang libo labing pito]
5377,mangyaring tingnan ang klima sa martes,mangyaring tingnan ang klima sa [date : martes]
5378,s.,s.
5380,sabihin sa akin ang balita mula sa pilipinas,sabihin sa akin ang balita mula sa [place_name : pilipinas]
5381,ano ang balita sa pilipinas,ano ang balita sa [place_name : pilipinas]
5382,kumusta ang balita sa irlanda,kumusta ang balita sa [place_name : irlanda]
5383,babaan ang mga ilaw sa kwarto,babaan ang mga ilaw sa [house_place : kwarto]
5384,ibaba ang mga ilaw ng konti,ibaba ang mga ilaw ng [change_amount : konti]
5385,tandaan ang mga seleksyon ng rivermaya para sa susunod na pagkakataon,tandaan ang mga seleksyon ng [artist_name : rivermaya] para sa susunod na pagkakataon
5386,ano ang pinapatugtog na kanta,ano ang pinapatugtog na kanta
5387,ano ang pangalan ng kasalukuyang kanta,ano ang pangalan ng kasalukuyang kanta
5388,sino ang kanta na pinapatugtog,sino ang kanta na pinapatugtog
5389,patayin ang smart socket,patayin ang [device_type : smart socket]
5390,patayin ang pinakamalapit na ilaw,patayin ang pinakamalapit na ilaw
5391,buksan ang kanta ni gary,buksan ang kanta ni [artist_name : gary]
5392,taasan ang aking audio,taasan ang aking audio
5393,pataasin ang tunog,pataasin ang tunog
5394,ipihit at patayin ang saksakan,ipihit at patayin ang saksakan
5395,patayin ang saksakan,patayin ang saksakan
5396,ipihit at patayin ang saksakan,ipihit at patayin ang saksakan
5397,patayin ang mga ilaw sa kusina,patayin ang mga ilaw sa [house_place : kusina]
5398,patayin lahat ng mga ilaw,patayin lahat ng [device_type : mga ilaw]
5399,tanggalin ang lahat ng hudyat ng linggo,tanggalin ang lahat ng hudyat ng [date : linggo]
5400,tanggalin ang hudyat ng alas sais ng umaga sa martes,tanggalin ang hudyat ng [time : alas sais ng umaga] sa [date : martes]
5401,kanta,kanta
5402,may pasilidad ba ang restawran sa paghahatid,may pasilidad ba ang [business_type : restawran] sa [order_type : paghahatid]
5403,ihahatid ba ng restawran ang order,[order_type : ihahatid] ba ng [business_type : restawran] ang order
5404,kumuha ng bakyum upang maglinis ng kusina,kumuha ng [device_type : bakyum] upang maglinis ng [house_place : kusina]
5406,may takeaway ba ang pings,may [order_type : takeaway] ba ang [business_name : pings]
5407,maaari ba akong makakuha ng takeaway mula sa mang inasal,maaari ba akong makakuha ng [order_type : takeaway] mula sa [business_name : mang inasal]
5408,mangyaring bigyan ako ng detalye ng kanta ni kz tandingan,mangyaring bigyan ako ng detalye ng kanta ni [artist_name : kz tandingan]
5409,pakiusap ipakita mo sa akin ang detalye ng nauna na pinatugtog na kanta,pakiusap ipakita mo sa akin ang detalye ng nauna na pinatugtog na kanta
5410,basahin mo sa akin ang pinakabagong mga ulo ng balita ng new york times,basahin mo sa akin ang pinakabagong mga ulo ng balita ng [media_type : new york times]
5411,ano ang mga nangungunang kwento sa g. m. a.,ano ang mga nangungunang kwento sa [media_type : g. m. a.]
5412,ano ang nangyayari sa g. m. a. balita ngayong araw,ano ang nangyayari sa [media_type : g. m. a.] balita [date : ngayong araw]
5413,i-play ang musika,i-play ang musika
5414,ilalagay mo ba ang musika,ilalagay mo ba ang musika
5415,mag-order ng isang malaking cheese pizza mula sa greenwich para sa akin,mag-order ng isang malaking [food_type : cheese pizza] mula sa [business_name : greenwich] para sa akin
5416,olly mag-order para sa isang combo platter mula sa china buffet mangyaring,olly mag-order para sa isang [food_type : combo platter] mula sa [business_name : china buffet] mangyaring
5417,paano na ngayon,paano na [date : ngayon]
5418,anuman ang kailangan kong malaman,anuman ang kailangan kong malaman
5419,patayin ang wemo socket,patayin ang [device_type : wemo socket]
5420,pakiusap buksan ang wemo socket,pakiusap buksan ang [device_type : wemo socket]
5423,buksan ang eraser head,buksan ang [artist_name : eraser head]
5424,i-play ang bjork album na i've heard the least na pinakakaunti,i-play ang [artist_name : bjork] album na i've heard the least na pinakakaunti
5425,buksan ang bjork na album para sa akin,buksan ang [artist_name : bjork] na album para sa akin
5426,sabihin sa aking kung anong oras na ngayon sa pilipinas,sabihin sa aking kung anong oras na ngayon sa [place_name : pilipinas]
5427,anong oras na sa canada ngayon,anong oras na sa [place_name : canada] ngayon
5428,banggitin ang oras sa canada ngayon,banggitin ang oras sa [place_name : canada] ngayon
5429,kailangan bang suotin ang kapote ngayon sa hapon,kailangan bang suotin ang [weather_descriptor : kapote] [date : ngayon] sa [timeofday : hapon]
5430,magiging sapat ba ang lamig para sa mga guwantes mamayang gabi,magiging [weather_descriptor : sapat ba ang lamig para sa mga guwantes] [timeofday : mamayang gabi]
5431,patayin ang mga ilaw,patayin ang mga ilaw
5432,magiging mainit ba sa dalawang oras,magiging [weather_descriptor : mainit] ba sa [time : dalawang oras]
5433,may ulan ba mamaya,may [weather_descriptor : ulan] ba mamaya
5434,tanggalin ang hudyat ng alas siyete ng umaga,tanggalin ang hudyat ng [time : alas siyete ng umaga]
5435,alisin ang aking alas otso ng gabi na hudyat,alisin ang aking [time : alas otso ng gabi] na hudyat
5436,tanggalin ang hudyat ng alas singko ng hapon,tanggalin ang hudyat ng [time : alas singko ng hapon]
5437,ano ang mga headline sa new york times,ano ang mga headline sa [media_type : new york times]
5439,kailangan ko ba ang payong para sa gabi,kailangan ko ba ang [weather_descriptor : payong] para sa [timeofday : gabi]
5440,pwede bang walang kapa ngayon,pwede bang [weather_descriptor : walang kapa] ngayon
5441,ipihit at patayin ang wemo,ipihit at patayin ang [device_type : wemo]
5442,patayin ang smart socket pababa,patayin ang [device_type : smart socket] pababa
5443,magtimpla ng kape,magtimpla ng kape
5446,gusto kong pakinggan ang iyong kanta,gusto kong pakinggan ang iyong kanta
5447,ako ba ay lalangoy o magtrabaho ngayon,ako ba ay [weather_descriptor : lalangoy o magtrabaho] [date : ngayon]
5448,parang maaraw at klaro ngayon totoo ba,parang [weather_descriptor : maaraw at klaro] [date : ngayon] totoo ba
5449,magpatugtog ng filipino folk na kanta,magpatugtog ng [music_genre : filipino folk] na kanta
5450,i play ang titanic na title na kanta,i play ang [music_descriptor : titanic na title] na kanta
5451,maaraw sa labas,[weather_descriptor : maaraw] sa labas
5452,kailangan ko ba na magdala ng payong ngayon,kailangan ko ba na magdala ng [weather_descriptor : payong] [date : ngayon]
5453,kailangan ko ng jaket pagkatapos ng alas diyes n. u. o hindi,kailangan ko ng [weather_descriptor : jaket] [time : pagkatapos ng alas diyes n. u.] o hindi
5454,mas gusto ko ang itim na salaming pang-araw,mas gusto ko ang [weather_descriptor : itim na salaming pang-araw]
5455,kunin para sa akin ang balita mula sa inquirer,kunin para sa akin ang balita mula sa [media_type : inquirer]
5456,gusto kong magbasa ng yahoo news,gusto kong magbasa ng [media_type : yahoo news]
5457,bigyan mo ako ng update sa mga tatakbong kandidato sa pagkapangulo,bigyan mo ako ng update sa [news_topic : mga tatakbong kandidato sa pagkapangulo]
5458,maayos,maayos
5459,kailangan ko ba ang panglamig ngayon,kailangan ko ba ang [weather_descriptor : panglamig] ngayon
5460,magdadala ba ako ng payong ngayon,magdadala ba ako ng [weather_descriptor : payong] ngayon
5461,magdadala ba ako ng guwantes mamayang gabi,magdadala ba ako ng [weather_descriptor : guwantes] [timeofday : mamayang gabi]
5462,kailangan ko ba ang jaket ngayon,kailangan ko ba ang [weather_descriptor : jaket] [date : ngayon]
5463,gagamit ba ako ng maikling manggas,gagamit ba ako ng [weather_descriptor : maikling manggas]
5464,kailangan ko ba ang pantalon,kailangan ko ba ang [weather_descriptor : pantalon]
5465,susuotin ko ba ang sandalyas ngayon,susuotin ko ba ang [weather_descriptor : sandalyas] [date : ngayon]
5466,kailangan ko bang gamitin ang sunscreen sa pupuntahan ko ang kaibigan ko sa tanghalian,kailangan ko bang gamitin ang [weather_descriptor : sunscreen] sa [event_name : pupuntahan ko ang kaibigan ko] sa [meal_type : tanghalian]
5467,kailangan ko ba ang salaming pang-araw,kailangan ko ba ang [weather_descriptor : salaming pang-araw]
5468,kaliangan ko ba ang salaming pang-araw,kaliangan ko ba ang [weather_descriptor : salaming pang-araw]
5469,pakiusap buksan amg mga ilaw,pakiusap buksan amg mga ilaw
5470,alexa pakiusap buksan ang mga ilaw,alexa pakiusap buksan ang mga ilaw
5471,olly liwanagan ang mga ilaw,olly liwanagan ang mga ilaw
5472,liwanagan ang mga ilaw sa sala,liwanagan ang mga ilaw sa [house_place : sala]
5473,ilang linggo ang meron ngayong buwan,ilang linggo ang meron [date : ngayong buwan]
5474,itakda ang aking hudyat para sa alas sais ng umaga,itakda ang aking hudyat para sa [time : alas sais ng umaga]
5475,kailangan kong gisingin mo ako ng alas sais ng umaga,kailangan kong gisingin mo ako ng [time : alas sais ng umaga]
5476,palitan ang kulay ng mga ilaw,palitan ang kulay ng mga ilaw
5477,olly paikutin ang mga kulay ng ilaw,olly [color_type : paikutin] ang mga kulay ng ilaw
5478,olly paganahin ang ibang kulay ng ilaw,olly paganahin ang ibang kulay ng ilaw
5479,buksan ang bang kulay ng ilaw,buksan ang bang kulay ng ilaw
5480,babaan ang mga ilaw,babaan ang mga ilaw
5481,bawasan ang tono,bawasan ang tono
5482,olly babaan mo ang tunog,olly babaan mo ang tunog
5483,ano ang petsa sa susunod na sabado,ano ang petsa sa susunod na [date : sabado]
5484,masyadong mainit ang panahon para sa pantalon,[weather_descriptor : masyadong mainit] ang panahon [weather_descriptor : para sa pantalon]
5485,ilang oras ang natitira bago maabot ng hatinggabi sa lungsod,ilang oras ang natitira bago maabot ng [time : hatinggabi] sa lungsod
5486,ilang oras ang lumipas mula hatinggabi sa siyudad,ilang oras ang lumipas mula [time : hatinggabi] sa siyudad
5487,ilang oras ang natitira para sa kalagitnaan ng tanghali,ilang oras ang natitira para sa [time : kalagitnaan ng tanghali]
5488,mag-order ng pizza para sa paghahatid,mag-order ng [food_type : pizza] para sa [order_type : paghahatid]
5489,mag order ng filipino sa paghahatid,mag order ng [food_type : filipino] sa [order_type : paghahatid]
5490,mag-order ng take-out mula sa restawran ng pizza,mag-order ng [order_type : take-out] mula sa [business_type : restawran] ng [food_type : pizza]
5491,pwede mo bang tanggalin ang alarm,pwede mo bang tanggalin ang alarm
5492,pwede bang patayin mo ang hudyat para sa akin,pwede bang patayin mo ang hudyat para sa akin
5493,ano ang pinakabagong balita sa reporma sa kapakanang pangkalusugan,ano ang pinakabagong balita sa [news_topic : reporma sa kapakanang pangkalusugan]
5494,ano ang pinakabagong poll sa pampublikong pananaw ni presidente trump,ano ang [news_topic : pinakabagong poll sa pampublikong pananaw ni presidente trump]
5495,kukuha ba ako ng payong ngayon,kukuha ba ako ng [weather_descriptor : payong] [date : ngayon]
5496,dapat ko bang panoorin ang pelikulang ito,dapat ko bang panoorin ang pelikulang ito
5497,ano ang pagkakaiba ng oras sa pagitan ng california at new york,ano ang pagkakaiba ng oras sa pagitan ng [place_name : california] at [place_name : new york]
5498,anong oras ako makakatawag mula sa pennsylvania at ito ay magiging oras ng negosyo sa australia,anong oras ako makakatawag mula sa [place_name : pennsylvania] at ito ay magiging oras ng negosyo sa [place_name : australia]
5500,i-play ang kanta na doggy style sa tuloy tuloy na mode,i-play ang kanta na [song_name : doggy style] sa tuloy tuloy na mode
5501,pakilagay lahat ng mga ilaw,pakilagay [device_type : lahat ng mga ilaw]
5502,pakiusap gumawa ng arrangment para gawing mas maliwanag ang pasilyo,pakiusap gumawa ng arrangment para gawing mas maliwanag ang [house_place : pasilyo]
5503,ano ang kasalukuyang oras sa ating bayan,ano ang kasalukuyang oras sa [place_name : ating bayan]
5504,nagtakda ba ako ng hudyat sa bahay,nagtakda ba ako ng [alarm_type : hudyat sa bahay]
5505,anong mga hudyat ang nakatakda sa bahay,anong mga hudyat ang nakatakda sa [house_place : bahay]
5506,sabihin sa akin kung nakatakda ang hudyat ko para sa umaga,sabihin sa akin kung nakatakda ang hudyat ko para sa [timeofday : umaga]
5507,pakiayos na gisingin ako ng alas tres ng umaga,pakiayos na gisingin ako ng [time : alas tres ng umaga]
5508,magsabi ng nakakatawa,magsabi ng nakakatawa
5509,magbigay ng biro,magbigay ng biro
5510,ano ang pagkakaiba ng oras dito at doon,ano ang pagkakaiba ng oras dito at doon
5511,lakasan ang tunog,lakasan ang tunog
5512,buksan ang hudyat ko,buksan ang hudyat ko
5513,sabihin sa akin ang panimulang parirala nitong musika,sabihin sa akin ang panimulang parirala nitong musika
5514,bigyan mo ako ng pangalan at uri ng musikang ito,bigyan mo ako ng pangalan at uri ng musikang ito
5515,itago itong kanta,itago itong kanta
5516,paborito itong musika,paborito itong musika
5517,alalahanin ang musikang ito,alalahanin ang musikang ito
5518,pihitin at patayin ang ilaw ng kwarto,pihitin at patayin ang ilaw ng [house_place : kwarto]
5519,patayin ang ilaw sa silid,patayin ang ilaw sa [house_place : silid]
5520,anong araw ang ikadalawamput dalawa ng mayo,anong araw ang [date : ikadalawamput dalawa ng mayo]
5521,anong petsa ang ika-apat na lunes ng marso ngayong taon,anong petsa ang [date : ika-apat na lunes ng marso ngayong taon]
5522,patawanin mo ako,patawanin mo ako
5523,i-convert ang alas otso tatlumpu mula sa g. t. m. four hanggang g. m. t. lima tatlumpu,i-convert ang [time : alas otso tatlumpu] mula sa [time_zone : g. t. m. four] hanggang [time_zone : g. m. t. lima tatlumpu]
5524,klima sa sandaling ito,klima [time : sa sandaling ito]
5525,imute ng isang oras,imute ng [time : isang oras]
5526,itakda ang mute hanggang sa sinabi kung hindi man,itakda ang mute hanggang sa sinabi kung hindi man
5527,buksan ang pang linis para sa kasangkapan ng panglinis,buksan ang [device_type : pang linis] para sa [house_place : kasangkapan] ng panglinis
5528,linisin at buksan ang panglinis,linisin at buksan ang [device_type : panglinis]
5529,anong oras ang paglalakad,anong oras ang [event_name : paglalakad]
5530,abiso tungkol sa mga bagong batas sa gobyerno,abiso tungkol sa [news_topic : mga bagong batas sa gobyerno]
5531,ang kanta sa background ay astig,ang kanta sa background ay astig
5532,itong kanta ay nagpapaalala sa akin ng ilang mga alaala,itong kanta ay nagpapaalala sa akin ng ilang mga alaala
5533,ang kanta ay umaantig sa puso ko,ang kanta ay umaantig sa puso ko
5534,maulap b ang klima ngayon,[weather_descriptor : maulap] b ang klima ngayon
5535,kapag umuulan hindi ako pupunta sa trabaho,kapag [weather_descriptor : umuulan] hindi ako pupunta sa trabaho
5536,mangyaring ulitin ang kasalukuyang kanta na tumutugtog,mangyaring [player_setting : ulitin] ang kasalukuyang kanta na tumutugtog
5538,kailangan ko bang maglagay ng losyon para sa init ngayong araw,kailangan ko bang maglagay ng [weather_descriptor : losyon para sa init] [date : ngayong araw]
5539,maghanda ng kape,maghanda ng kape
5540,gusto kong uminum ng kape,gusto kong uminum ng kape
5541,mangyaring ipaalam sa akin ang oras ng hudyat sa umaga para sa mga araw ng linggo,mangyaring ipaalam sa akin ang oras ng hudyat sa [timeofday : umaga] para sa mga [date : araw ng linggo]
5542,mangyaring ipaalam sa akin ang hudyat na itinatago para sa pulong ng martes,mangyaring ipaalam sa akin ang hudyat na itinatago para sa [event_name : pulong] ng [date : martes]
5543,mangyaring ipaalam sa akin ang kasalukuyang oras sa maynila,mangyaring ipaalam sa akin ang kasalukuyang oras sa [place_name : maynila]
5544,sino ang direktor ng musika ng kantang ito,sino ang direktor ng musika ng kantang ito
5545,pagibig kay jake para sa suportang pang pinansyal,pagibig kay jake para sa suportang pang pinansyal
5546,salamat kay olly para sa mga litrato,salamat kay olly para sa mga litrato
5547,mainit na pagbati kay mac para sa bagong trabaho,mainit na pagbati kay mac para sa bagong trabaho
5548,manatiling tahimik,manatiling tahimik
5549,pumasok sa silence mode,pumasok sa silence mode
5550,huwag gumawa ng anumang mga tunog,huwag gumawa ng anumang mga tunog
5551,alin ang pinakamalapit na mga restawran na magagamit,alin ang pinakamalapit na [business_type : mga restawran] na magagamit
5552,sino ang tumatagal ng mas kaunting ang oras para sa paghahatid,sino ang tumatagal ng mas kaunting ang oras para sa [order_type : paghahatid]
5553,mga rebyu ng mga restawran,mga rebyu ng [business_type : mga restawran]
5554,ang kantang ito ba ay bugoy drilon,ang kantang ito ba ay [artist_name : bugoy drilon]
5555,saang pelikula galing ang kantang ito,saang pelikula galing ang kantang ito
5556,magpatugtog ng ilang mga lumang rap,magpatugtog ng ilang mga [music_genre : lumang rap]
5557,gusto ko ng reggae,gusto ko ng [music_genre : reggae]
5558,ngayong araw parang gusto ko ng hard rock,[date : ngayong araw] parang gusto ko ng [music_genre : hard rock]
5559,patayin ang ilawan sa kwarto,patayin ang [device_type : ilawan] sa [house_place : kwarto]
5560,patayin ang desk lamp ko,patayin ang [device_type : desk lamp] ko
5561,basahin mo sa akin ang balita para sa araw,basahin mo sa akin ang balita para sa araw
5562,ano ang mga ulo ng balita,ano ang mga ulo ng balita
5563,ano ang nangyayari sa t. v. patrol ngayong araw,ano ang nangyayari sa [news_topic : t. v. patrol] [date : ngayong araw]
5564,nabotohan na ba ang badyet,nabotohan na ba ang [news_topic : badyet]
5565,nagkabalikan ba sina john lloyd at bea,nagkabalikan ba sina [person : john lloyd] at [person : bea]
5566,itakda ang hudyat sa alas dos ng umaga,itakda ang hudyat sa [time : alas dos ng umaga]
5567,itakda ang hudyat sa ika dalawamput lima ng mayo sa alas singko ng hapon,itakda ang hudyat sa [date : ika dalawamput lima ng mayo] sa [time : alas singko ng hapon]
5568,itakda ang hudyat ng alas nuwebe ng umaga sa susunod na linggo,itakda ang hudyat ng [time : alas nuwebe ng umaga] sa [date : susunod na linggo]
5569,pakibuksan ang aking musika,pakibuksan ang aking musika
5570,humanap ng pagkain at umorder,humanap ng pagkain at umorder
5571,buksan ang panlinis na humihigop ng dumi,buksan ang [device_type : panlinis na humihigop ng dumi]
5572,lakasan ang liwanag ng mga ilaw sa kwarto,lakasan ang liwanag ng mga ilaw [house_place : sa kwarto]
5573,mangyaring itakda ang liwanag ng liwanag nang naaangkop sa kusina,mangyaring itakda ang liwanag ng liwanag nang naaangkop sa [house_place : kusina]
5574,lumiwanag ng mga ilaw sa sala,lumiwanag ng mga ilaw sa [house_place : sala]
5575,pwede mo bang ibigay ang petsa ngayong araw,pwede mo bang ibigay ang petsa [date : ngayong araw]
5576,petsa ngayon,petsa [date : ngayon]
5577,hihilingin ang buong takip na jacket pag masyadong mabagyo sa gabi,hihilingin ang [weather_descriptor : buong takip na jacket] pag [weather_descriptor : masyadong mabagyo] sa [timeofday : gabi]
5578,kailangan ko ang mainit na medyas sa taglamig ng umaga,kailangan ko ang [weather_descriptor : mainit na medyas] sa [weather_descriptor : taglamig] ng [timeofday : umaga]
5579,puwede mo bang baguhin ang tono sa,puwede mo bang baguhin ang tono sa
5580,huy lakasan mo ang tono,huy lakasan mo ang tono
5581,assistant balasahin ang buong library,assistant [player_setting : balasahin] ang [music_descriptor : buong library]
5582,paki-play ang itchyworms,paki-play ang [artist_name : itchyworms]
5583,assistant paki-play ang elesi ng rivermaya,assistant paki-play ang [song_name : elesi] ng [artist_name : rivermaya]
5584,pakiusap ipihit at patayin ang mga ilaw,pakiusap ipihit at patayin ang mga ilaw
5585,kailangan ko ba ang sunscreen ngayon,kailangan ko ba ang [weather_descriptor : sunscreen] [date : ngayon]
5586,kailanganin ko ba ang bota pang ulan,kailanganin ko ba ang [weather_descriptor : bota pang ulan]
5587,ngayon ba ay sunscreen day,[date : ngayon] ba ay [weather_descriptor : sunscreen] day
5588,kailangan ko ba ang sumbrero,kailangan ko ba ang [weather_descriptor : sumbrero]
