id,utt,annot_utt
2941,predvajaj moj seznam predvajanja za telovadbo,predvajaj moj [playlist_name : seznam predvajanja za telovadbo]
2942,živjo kaj je danes,živjo kaj je [date : danes]
2943,kateri je današnji datum,kateri je [date : današnji] datum
2944,alexa ugasni svetilko v dnevni sobi,alexa ugasni [device_type : svetilko] v [house_place : dnevni sobi]
2945,izklopi luč v dnevni sobi,izklopi [device_type : luč] v [house_place : dnevni sobi]
2946,alexa izklopi ventilator v glavni spalnici,alexa izklopi [device_type : ventilator] v [house_place : glavni spalnici]
2947,alexa ugasni wemo vtičnico v kuhinji,alexa ugasni [device_type : wemo vtičnico] v [house_place : kuhinji]
2948,prosim dodaj to pesem med priljubljene,prosim dodaj to pesem med priljubljene
2949,alexa prosim shrani to pesem med priljubljene,alexa prosim shrani to pesem med priljubljene
2950,shrani to pesem kot mojo najljubšo,shrani to pesem kot mojo najljubšo
2951,predvajaj glasbo podobno glasbi ki sem jo poslušal to jutro,predvajaj glasbo podobno glasbi ki sem jo poslušal to [timeofday : jutro]
2952,alexa to jutro predvaj glasbo podobno tej,alexa to [timeofday : jutro] predvaj glasbo podobno tej
2953,predvajaj glasbo ki mi je bila všeč,predvajaj glasbo ki mi je bila všeč
2954,rada imam elektronsko glasbo,rada imam [music_genre : elektronsko] glasbo
2955,obožujem hip hop,obožujem [music_genre : hip hop]
2956,ob katerih urah so moji alarmi,ob katerih urah so moji alarmi
2957,imam nastavljen alarm za ob desetih zjutraj,imam nastavljen alarm za ob [time : desetih zjutraj]
2958,zaženi robotski vakumski sesalec,zaženi [device_type : robotski vakumski sesalec]
2959,zaženi robotski sesalec,zaženi [device_type : robotski sesalec]
2960,vklopi sesalec,vklopi [device_type : sesalec]
2961,ponovi vse,[player_setting : ponovi] vse
2962,prosim predvajaj pesem adija smolarja,prosim predvajaj pesem [artist_name : adija smolarja]
2963,prosim predvajaj mojo najljubšo pesem edvina flisarja,prosim predvajaj mojo najljubšo pesem [artist_name : edvina flisarja]
2964,prosim igraj vse komade od bruno marsa,prosim igraj vse komade od [artist_name : bruno marsa]
2965,ugasni pisarniške luči,ugasni [house_place : pisarniške] luči
2966,ugasni pisarniške luči,ugasni [house_place : pisarniške] luči
2967,ugasni pisarniške luči,ugasni [house_place : pisarniške] luči
2968,predvajaj pepel in kri,predvajaj [artist_name : pepel in kri]
2969,predvajaj se obrnemo stran od nipkeja,predvajaj [song_name : se obrnemo stran] od [artist_name : nipkeja]
2970,prosim predvajaj katerikoli nipkejev album,prosim predvajaj katerikoli [artist_name : nipkejev] album
2971,prosim začni delati kavo,prosim začni delati kavo
2972,olly lahko začneš kuhati,olly lahko začneš kuhati
2973,začni s pripravo kave,začni s pripravo kave
2974,druge pesmi tega izvajalca,druge pesmi tega izvajalca
2975,prosim spremeni barvo luči v rdečo,prosim spremeni barvo luči v [color_type : rdečo]
2976,spremeni barvo svetlobe v zeleno,spremeni barvo svetlobe v [color_type : zeleno]
2977,spremeni svoje barve v nekaj drugega,spremeni svoje barve v nekaj drugega
2978,priduši luči,priduši luči
2979,nočni način,nočni način
2980,kaj se dogaja po svetu,kaj se dogaja po [place_name : svetu]
2981,poišči in mi preberi današnje svetovne dogodke,poišči in mi preberi [date : današnje] [place_name : svetovne] dogodke
2982,povej mi mednarodne novice,povej mi [place_name : mednarodne] novice
2983,odstrani nastavljen alarm,odstrani nastavljen alarm
2984,odstrani načrtovan alarm,odstrani načrtovan alarm
2985,prekliči alarm,prekliči alarm
2986,olly prekliči alarm,olly prekliči alarm
2987,ali foculus dostavlja,ali [business_name : foculus] dostavlja
2988,lakho naročim dostavo iz picerije oliva,lakho naročim [order_type : dostavo] iz [business_name : picerije oliva]
2989,dostava iz foculusa,[order_type : dostava] iz [business_name : foculusa]
2990,najnovejše novice o tehnologiji,najnovejše novice o [news_topic : tehnologiji]
2991,trendne tehnološke novice,trendne [news_topic : tehnološke] novice
2992,nedavne glavne tehnološke novice,nedavne glavne [news_topic : tehnološke] novice
2993,predvajaj naslednjo pesem,predvajaj naslednjo pesem
2994,nadaljuj z naslednjo pesmijo,nadaljuj z naslednjo pesmijo
2995,prosim povej mi novice povezane z delniškim trgom,prosim povej mi novice povezane z [news_topic : delniškim trgom]
2996,kaj je novega na borzi,kaj je novega na [news_topic : borzi]
2997,kakšne so novice na borzi,kakšne so novice na [news_topic : borzi]
2998,vreme ljubljana,vreme [place_name : ljubljana]
2999,vreme za naslednjih osem dni v portorožu,vreme za [date : naslednjih osem dni] v [place_name : portorožu]
3000,primerjaj vreme doma in v kopru,primerjaj vreme doma in v [place_name : kopru]
3002,igraj pesmi benda pepel in kri,igraj pesmi benda [artist_name : pepel in kri]
3003,predvajaj vse od big foot mame,predvajaj vse od [artist_name : big foot mame]
3004,katerega leta je bila ustvarjena pesem,katerega leta je bila ustvarjena pesem
3005,iz katerega c.d.ja je ta pesem,iz katerega c.d.ja je ta pesem
3006,kako je ime izvajalcu ki je napisal to pesem,kako je ime izvajalcu ki je napisal to pesem
3007,olly ali lahko dvigneš luči prosim,olly ali lahko dvigneš luči prosim
3008,ali lahko prosim pojačaš osvetlitev,ali lahko prosim pojačaš osvetlitev
3009,potrebujem več luči lahko storiš to,potrebujem več luči lahko storiš to
3010,olly prižgi luč zame,olly prižgi luč zame
3011,ponovno prižgi luč,ponovno prižgi luč
3012,prosim povej mi vreme,prosim povej mi vreme
3013,prosim predvajaj glasbo,prosim predvajaj glasbo
3014,povečaj glasnost glasbe,povečaj glasnost glasbe
3015,naslednje predvajaj skyfall,naslednje predvajaj [song_name : skyfall]
3016,na seznam za poznejše predvajanje dodaj pesem jagode in čokolada,na seznam za poznejše predvajanje dodaj pesem [song_name : jagode in čokolada]
3017,ima kitajska restavracija dostavo,ima [food_type : kitajska restavracija] dostavo
3018,poišči mojo hrano,poišči mojo hrano
3019,olly poišči mojo hrano,olly poišči mojo hrano
3020,ali foculus ima dostavo,ali [business_name : foculus] ima dostavo
3021,ali si v foculusu lahko vzamem hrano za seboj,ali si v [business_name : foculusu] lahko vzamem hrano za seboj
3022,izklopi vtičnico,izklopi vtičnico
3023,vklopi vtičnico,vklopi vtičnico
3024,vklopi vtič,vklopi vtič
3025,vreme v portorožu,vreme v [place_name : portorožu]
3026,kakšno bo vreme naslednji teden v uncu,kakšno bo vreme [date : naslednji teden] v [place_name : uncu]
3027,poslabšanje snežne napovedi na pohorju,poslabšanje [weather_descriptor : snežne napovedi] na [place_name : pohorju]
3028,olly snežne napovedi v kranjski gori,olly [weather_descriptor : snežne napovedi] v [place_name : kranjski gori]
3029,sovražim to pesem,sovražim to pesem
3030,obožujem to pesem,obožujem to pesem
3031,rad bi to pesem še enkrat,rad bi to pesem še enkrat
3032,oli kakšno je trenutno vreme,oli kakšno je trenutno vreme
3033,kakšno je trenutno vreme,kakšno je trenutno vreme
3034,povej mi temperaturo,povej mi [weather_descriptor : temperaturo]
3035,olly vremenske razmere za naslednji dan,olly vremenske razmere za [date : naslednji dan]
3036,vremenske razmere za naslednji dan,vremenske razmere za [date : naslednji dan]
3037,članki novic z naslovne strani prosim,članki novic z naslovne strani prosim
3038,olly prosim za članke na prvi strani,olly prosim za članke na prvi strani
3039,kaj je novega v novicah,kaj je novega v novicah
3040,priljubljene nove teme,[news_topic : priljubljene] nove teme
3041,olly aktualne vroče teme novic,olly [news_topic : aktualne] vroče teme novic
3042,dol ugasni luč,dol ugasni luč
3043,ponastavi alarm,ponastavi alarm
3044,za kdaj je nastavljen alarm,za kdaj je nastavljen alarm
3045,naslednji alarm,naslednji alarm
3046,res si želim kitajsko hrano zdaj prosim naročil bi hrano za s seboj,res si želim [food_type : kitajsko] hrano zdaj prosim naročil bi hrano za s seboj
3047,ali mi lahko naročiš nekaj iz mcdonaldsa,ali mi lahko naročiš nekaj iz [business_name : mcdonaldsa]
3048,olly kateri filmi igrajo v cineplexu,olly kateri filmi igrajo v [business_name : cineplexu]
3049,kaj pa če bi pico nocoj ali lahko naročiš prosim veliko s pikantno salamo,kaj pa če bi [food_type : pico] nocoj ali lahko naročiš prosim [food_type : veliko s pikantno salamo]
3050,spremeni barvo moje svetlobe na modro in ugasni kuhinjsko luč,spremeni barvo moje svetlobe na [color_type : modro] in ugasni [house_place : kuhinjsko] luč
3051,olly spremeni mojo svetlo barvo na modro in prosim ugasni kuhinjsko luč,olly spremeni mojo svetlo barvo na [color_type : modro] in prosim ugasni [house_place : kuhinjsko] luč
3053,prosim ugasni luči v otroški spalnici nato spremeni luči v moji sobi v rdečo,prosim ugasni luči v [house_place : otroški spalnici] nato spremeni luči v moji [house_place : sobi] v [color_type : rdečo]
3054,kaj je novega pri oblikovanju tekstila,kaj je novega pri [news_topic : oblikovanju tekstila]
3055,je paok premagal liverpool,je paok premagal [place_name : liverpool]
3056,kaj je danes novega v politiki ali lahko filtriraš novice o janši,kaj je [date : danes] novega v [news_topic : politiki] ali lahko filtriraš novice o [person : janši]
3057,nisem še dobila mojih dnevnih novic mi jih lahko prosim na kratko povzameš,nisem še dobila mojih [general_frequency : dnevnih] novic mi jih lahko prosim na kratko povzameš
3058,kaj so najnovejše novice tega vira novic,kaj so najnovejše novice tega [media_type : vira novic]
3059,kaj je zadnji naslov tega vira novic,kaj je zadnji naslov tega [media_type : vira novic]
3060,kakšne so novice od tega vira,kakšne so novice od [media_type : tega vira]
3061,zanima me o čem poroča ta vir novičk,zanima me o čem poroča ta [media_type : vir novičk]
3062,odstrani alarm prosim,odstrani alarm prosim
3063,rad bi za vedno odstranil ta alarm,rad bi za vedno odstranil ta alarm
3064,ta alarm utišaj za vedno,ta alarm utišaj za vedno
3065,povej mi vic,povej mi vic
3066,naroči mi pico iz picerije oliva,naroči mi pico iz [business_name : picerije oliva]
3067,naroči mi sendvič iz mcdonaldsa,naroči mi [food_type : sendvič] iz [business_name : mcdonaldsa]
3068,naroči mi wolta za mcdonalds,naroči mi [food_type : wolta] za [business_name : mcdonalds]
3069,naroči mi nekaj kitajske hrane,naroči mi nekaj [food_type : kitajske] hrane
3070,prosim utišaj zvok,prosim utišaj zvok
3071,lahko utišaš zvok,lahko utišaš zvok
3072,želim utišati zvočnike prosim,želim utišati zvočnike prosim
3073,izklopi glasnost,izklopi glasnost
3074,ugasni zvok,ugasni zvok
3075,utišaj zvok,utišaj zvok
3076,izklopi vtič,izklopi vtič
3077,izklopi vtičnico,izklopi vtičnico
3078,kakšno je besedilo te pesmi,kakšno je besedilo te pesmi
3079,ali lahko poiščeš informacije o pevcu te pesmi,ali lahko poiščeš informacije o pevcu te pesmi
3080,čas je za nezdravo hrano,čas je za [food_type : nezdravo hrano]
3081,želela bi pojesti dva girosa prosim in dietno kolo,želela bi pojesti dva [food_type : girosa] prosim in [drink_type : dietno kolo]
3082,rabim dve pici takoj,rabim dve [food_type : pici takoj]
3083,prosim spremeni barvo mojih luči preseneti me,prosim spremeni barvo mojih luči preseneti me
3084,svetlejši odtenek luči prosim,svetlejši odtenek luči prosim
3085,ali mi lahko narediš uslugo moje oči so zaradi teh luči utrujene ali jih lahko nastaviš na hladnejši ton,ali mi lahko narediš uslugo moje oči so zaradi teh luči utrujene ali jih lahko nastaviš na [color_type : hladnejši ton]
3086,predvajaj skladbo,predvajaj skladbo
3087,igraj mi naključno izbrano skladbo,igraj mi naključno izbrano skladbo
3088,predvajaj pesem,predvajaj pesem
3089,koliko je ura glede na centralni časovni pas,koliko je ura glede na [time_zone : centralni] časovni pas
3090,koliko je ura po srednjeevropskem časovnem pasu,koliko je ura po [time_zone : srednjeevropskem] časovnem pasu
3091,koliko je ura po pacifiškem časovnem pasu,koliko je ura po [time_zone : pacifiškem] časovnem pasu
3092,izkopi eno luč v spalnici,izkopi [device_type : eno luč] v [house_place : spalnici]
3093,lahko ugasneš eno od luči v moji kopalnici,lahko ugasneš eno od [device_type : luči] v moji [house_place : kopalnici]
3094,izklopi osvetljavo,izklopi osvetljavo
3095,kakšno je vreme v ljubljani,kakšno je vreme v [place_name : ljubljani]
3096,kakšno je vreme v kamniku,kakšno je vreme v [place_name : kamniku]
3097,ali dežuje v kopru,ali dežuje v [place_name : kopru]
3098,ugasni luči,ugasni luči
3099,pokaži mi nekaj aktualnih dogodkov,pokaži mi nekaj aktualnih dogodkov
3100,prižgi novice,prižgi novice
3101,olly vklopi poročila,olly vklopi poročila
3102,pridobi vsebino iz r.t.v.ja in mi jo preberi,pridobi vsebino iz [media_type : r.t.v.ja] in mi jo preberi
3103,ne igraj več ta komad,ne igraj več ta komad
3104,shrani to pesem kot najljubšo,shrani to pesem kot najljubšo
3105,kakšna je trenutna temperatura,kakšna je trenutna [weather_descriptor : temperatura]
3106,kakšno je danes vreme,kakšno je [date : danes] vreme
3107,predvajaj malo rock glasbe,predvajaj malo [music_genre : rock] glasbe
3108,predvajaj moj rap seznam za predvajanje,predvajaj moj [music_genre : rap] seznam za predvajanje
3109,poišči mi dobro pop skladbo,poišči mi dobro [music_genre : pop] skladbo
3110,prosim naj ostane tako naslednjo uro,prosim naj ostane tako [time : naslednjo uro]
3111,sem na sestanku prosim ne govori,sem na [event_name : sestanku] prosim ne govori
3112,ugasni zvok,ugasni zvok
3113,sovražim to pesem prosim zapomni si to da te pesmi ne bom nikoli več slišal,sovražim to pesem prosim zapomni si to da te pesmi ne bom nikoli več slišal
3114,obožujem to glasbo jo lahko prosim shraniš na moj plesni seznam predvajanja in si zapomniš da mi je všeč,obožujem to glasbo jo lahko prosim shraniš na moj plesni seznam predvajanja in si zapomniš da mi je všeč
3115,predvajaj med iskrenimi ljudmi majde sepe,predvajaj [song_name : med iskrenimi ljudmi] [artist_name : majde sepe]
3116,predvajaj moj najljubši komad prejšnjega leta,predvajaj moj najljubši komad [date : prejšnjega leta]
3117,predvajaj nekaj z albuma modri klavir roka kosmača,predvajaj nekaj z albuma modri klavir [artist_name : roka kosmača]
3118,koliko je ura po vzhodnem standardnem časovnem pasu,koliko je ura po [time_zone : vzhodnem] standardnem časovnem pasu
3119,koliko je trenutno ura na srednjem zahodu,koliko je trenutno ura na [time_zone : srednjem zahodu]
3120,če je dvanajst ur pred vzhodnim standardnim centralnim časom koliko je ura trenutno na filipinih,če je [time : dvanajst ur] pred [time_zone : vzhodnim] standardnim centralnim časom koliko je ura trenutno na [place_name : filipinih]
3121,ali je sončno kakšna je temperatura na jugu,ali je [weather_descriptor : sončno] kakšna je [weather_descriptor : temperatura] na jugu
3122,kaj naj oblečem je mrzlo zunaj,kaj naj oblečem je [weather_descriptor : mrzlo] zunaj
3123,predvajaj mi nekaj glasbe,predvajaj mi nekaj glasbe
3124,predvajaj mi naključno pesem mojega seznama predvajanja,predvajaj mi naključno pesem mojega seznama predvajanja
3125,kaj je novega glede trumpove prepovedi potovanja,kaj je novega glede [news_topic : trumpove prepovedi potovanja]
3126,aleksa koliko tornadov je bilo ta mesec,aleksa koliko [news_topic : tornadov] je bilo [date : ta mesec]
3127,koliko tornadov je bilo ta mesec,koliko [news_topic : tornadov] je bilo [date : ta mesec]
3128,olly koliko tornadov je bilo ta mesec,olly koliko [news_topic : tornadov] je bilo [date : ta mesec]
3129,preberi mi novive o milanu kučanu,preberi mi novive o [news_topic : milanu kučanu]
3130,ali je vetrovno danes,ali je [weather_descriptor : vetrovno] [date : danes]
3131,kako hladno je zunaj,kako [weather_descriptor : hladno] je zunaj
3132,zdaj sem res depresivna ali lahko prosim predvajaš pesmi ki jih poslušam najpogosteje da me razvedriš,zdaj sem res depresivna ali lahko prosim predvajaš pesmi ki jih poslušam najpogosteje da me razvedriš
3133,obožujem pesmi od alye prosim predvajaj moje največkrat predvajane pesmi od nje po tej pesmi,obožujem pesmi od [artist_name : alye] prosim predvajaj moje največkrat predvajane pesmi od nje po tej pesmi
3134,na katerih mestih v bližini lahko naročim za s sabo,na katerih mestih v bližini lahko naročim [order_type : za s sabo]
3135,naroči mi enolončnico iz jernejevega hrama za s seboj,naroči mi enolončnico iz [business_name : jernejevega hrama] za s seboj
3136,rad bi skodelico kave z eno smetano in tremi sladkorji,rad bi skodelico [coffee_type : kave z eno smetano in tremi sladkorji]
3137,olly želim skodelico kave z eno smetano in tremi sladkorji,olly želim skodelico [coffee_type : kave z eno smetano in tremi sladkorji]
3138,skuhaj mi kavo z okusom slane karamele,skuhaj mi kavo [coffee_type : z okusom slane karamele]
3139,znižaj glasnost prosim,znižaj glasnost prosim
3140,govori glasneje prosim,govori glasneje prosim
3141,govori tiše prosim,govori tiše prosim
3142,sovražim to skladbo ne igraj jo več,sovražim to skladbo ne igraj jo več
3143,to je petzvezdična pesem,to je petzvezdična pesem
3144,super pesem,super pesem
3145,igraj adijev smolarjev predvajalni seznam,igraj [artist_name : adijev smolarjev] predvajalni seznam
3146,predvajaj skladbo ena mojega seznama glasbe marte zore,predvajaj skladbo ena mojega seznama glasbe [artist_name : marte zore]
3147,predvajaj petra lovšina,predvajaj [artist_name : petra lovšina]
3148,ob kateri uri je nastavljen alarm za bujenje,ob kateri uri je nastavljen alarm za bujenje
3149,ali imam jaz jutri zjutraj kakšen alarm,ali imam jaz [date : jutri] [timeofday : zjutraj] kakšen alarm
3150,kdaj se bo moj alarm sprožil zjutraj,kdaj se bo moj alarm sprožil [timeofday : zjutraj]
3151,odstrani moje zgodnje alarme,odstrani moje zgodnje alarme
3152,izbriši moj alarm ob šestih dopoldne,izbriši moj alarm ob [time : šestih dopoldne]
3153,izkopi moje alarme za ob devetih zjutraj,izkopi moje alarme za ob [time : devetih zjutraj]
3154,ugasni luči v kuhinji,ugasni luči v [house_place : kuhinji]
3155,odpraviti se moram ob osmih zjutraj jutri nastavi alarm trideset minut prej,odpraviti se moram ob [time : osmih zjutraj] [date : jutri] nastavi alarm [time : trideset minut prej]
3156,janez mi bo poslal e-pošto jutri ali lahko prosim nastaviš alarm petnajst minut po prejemu te e-pošte,[event_name : janez mi bo poslal e-pošto] [date : jutri] ali lahko prosim nastaviš alarm [time : petnajst minut] po prejemu te e-pošte
3157,če moj paket kaže dostavo jutri lahko nastaviš alarm eno uro pozneje hvala,če moj paket kaže [order_type : dostavo] [date : jutri] lahko nastaviš alarm [time : eno uro pozneje] hvala
3158,predvajaj klasično glasbo,predvajaj [music_genre : klasično] glasbo
3159,predvajaj seznam predvajanja klasične glasbe,predvajaj seznam predvajanja [music_genre : klasične glasbe]
3160,predvajaj seznam klasično komorne glasbe,predvajaj seznam [music_genre : klasično komorne] glasbe
3161,imam nastavljene katere koli alarme jutri ob šestih zjutraj,imam nastavljene katere koli alarme [date : jutri] ob [time : šestih zjutraj]
3162,pokaži mi moje nastavljene alarme,pokaži mi moje nastavljene alarme
3163,katere alarme imam jaz nastavljene jutri,katere alarme imam jaz nastavljene [date : jutri]
3165,to pesem predvajaj naslednjo,to pesem predvajaj naslednjo
3166,igraj to pesem naslednjo,igraj to pesem naslednjo
3167,ugasni moje luči v spalnici,ugasni moje luči v [house_place : spalnici]
3168,ali lahko ugasneš luči v moji kopalnici,ali lahko ugasneš luči v moji [house_place : kopalnici]
3170,predvajaj moj motivacijski seznam pesmi,predvajaj moj [playlist_name : motivacijski seznam pesmi]
3171,predvajaj moj seznam rock glasbe,predvajaj moj seznam [music_genre : rock] glasbe
3172,priduši svetlost luči,priduši svetlost luči
3173,te luči so presvetle zmanjšaj njihovo svetlost,te luči so presvetle zmanjšaj njihovo svetlost
3174,predvajaj glasbeni predvajalni seznam,predvajaj glasbeni predvajalni seznam
3175,izklopi zvočnike,izklopi zvočnike
3176,prosim utišaj zvočnike,prosim utišaj zvočnike
3177,kako je ime glavne pevke v tej skupini,kako je ime glavne pevke v tej skupini
3178,katerega leta je izšla ta pesem,katerega leta je izšla ta pesem
3179,prosim nastavi alarm za jutri sedem trideset zjutraj,prosim nastavi alarm za [date : jutri] [time : sedem trideset] zjutraj
3180,rad bi nastavil alarm za to soboto ob desetih,rad bi nastavil alarm za to [date : soboto] ob [time : desetih]
3181,nastavi alarm za ob osmih zjutraj za naslednji torek,nastavi alarm za ob [time : osmih zjutraj] za naslednji [date : torek]
3182,izklopi vtičnico,izklopi vtičnico
3183,izključen vključen,izključen vključen
3184,izklop vklop sok,izklop vklop sok
3185,povej mi vic o pravnikih,povej mi vic o [relation : pravnikih]
3186,koliko je ura v tem mestu,koliko je ura v [place_name : tem mestu]
3188,kakšna je nova pahorjeva politika o priseljevanju,kakšna je [news_topic : nova] [person : pahorjeva] [news_topic : politika o priseljevanju]
3189,se je vojna v siriji končala,se je [news_topic : vojna] v [place_name : siriji] končala
3190,predvajaj mojo najljubšo playlisto,predvajaj mojo najljubšo playlisto
3191,igraj predvajalni seznam ki smo ga poslušali prejšnjo noč,igraj predvajalni seznam ki smo ga poslušali [date : prejšnjo noč]
3192,daj pet zvezdic za to pesem,daj pet zvezdic za to pesem
3193,oceni pet,oceni pet
3194,siri predvajaj moj pop predvajalni seznam,siri predvajaj moj [music_genre : pop] predvajalni seznam
3195,dostopi do seznama pop skladb,dostopi do seznama [music_genre : pop] skladb
3196,živjo olly mi lahko narediš kremasto kavo,živjo olly mi lahko narediš [coffee_type : kremasto] kavo
3197,pozdravljen ali mi lahko skuhaš kremno kavo,pozdravljen ali mi lahko skuhaš [coffee_type : kremno] kavo
3198,moram se zbuditi naredi mi najmočnejšo kavo kar jo lahko narediš,moram se zbuditi naredi mi [coffee_type : najmočnejšo] kavo kar jo lahko narediš
3199,daj mi posodobitve o teh novicah,daj mi posodobitve o teh novicah
3200,povej mi če je kaj novih novic na to temo,povej mi če je kaj novih novic na to temo
3201,opomni me če se karkoli zgodi,opomni me če se karkoli zgodi
3202,moraš vedeti da imam jazz rad,moraš vedeti da imam [music_genre : jazz] rad
3203,prosim preglej moj seznam predvajanja,prosim preglej moj seznam predvajanja
3204,prosim zapomni si da mi je všeč jazz in sovražim disco,prosim zapomni si da mi je všeč [music_genre : jazz] in sovražim [place_name : disco]
3205,predvajaj od višine se zvrti od vlada kreslina,predvajaj [song_name : od višine se zvrti] od [artist_name : vlada kreslina]
3206,rad bi poslušal od višine se zvrti vlada kreslina,rad bi poslušal [song_name : od višine se zvrti] [artist_name : vlada kreslina]
3207,predvajaj od višine se zvrti od vlada kreslina,predvajaj [song_name : od višine se zvrti] od [artist_name : vlada kreslina]
3209,išči nove zadeve na to temo,išči nove zadeve na to temo
3210,obvesti me če se kaj dogaja na to temo,obvesti me če se kaj dogaja na to temo
3211,zbudi me ob tem času,zbudi me ob tem času
3212,opomni me da takrat nekaj opravim,opomni me da takrat nekaj opravim
3213,nastavi nov alarm za ta čas,nastavi nov alarm za ta čas
3214,kakšno je trenutno stanje preiskave janševih zvez z madžarsko,kakšno je trenutno stanje [news_topic : preiskave janševih zvez] z [place_name : madžarsko]
3215,kakšne so najnovejše novice glede janševih vezi z rusijo,kakšne so najnovejše novice glede [news_topic : janševih vezi] z [place_name : rusijo]
3216,kako se mediji odzivajo na morebitne trumpove vezi z rusijo,kako se mediji odzivajo na [news_topic : morebitne trumpove vezi z rusijo]
3217,siri kako se mediji odzivajo na povezave med janšo in madžarsko,siri kako se mediji odzivajo na [news_topic : povezave med janšo in madžarsko]
3218,nastavi alarm za šest zjutraj vsak dan,nastavi alarm za [time : šest zjutraj] [date : vsak dan]
3219,nastavi alarm za jutri zjutraj ob šestih zjutraj,nastavi alarm za [date : jutri] [timeofday : zjutraj] ob [time : šestih zjutraj]
3220,začni prvi komad,začni prvi komad
3221,rad bi slišal prvo pesem,rad bi slišal prvo pesem
3222,želim pridušeno svetlobo,želim pridušeno svetlobo
3223,zmanjšaj luči prosim,zmanjšaj luči prosim
3224,poišči drugo pesem in jo predvajaj,poišči drugo pesem in jo predvajaj
3226,želim slišati pesem ena,želim slišati pesem ena
3227,katerega smo jutri,katerega smo [date : jutri]
3228,na kateri dan v tednu pride letos božič,na kateri dan v tednu pride [date : letos] [event_name : božič]
3229,nakateri dan pride letos moj rojstni dan,nakateri dan pride [date : letos] moj [event_name : rojstni dan]
3230,pripravi mi kavo prosim,pripravi mi kavo prosim
3231,pripravi mi kavo prosim olly,pripravi mi kavo prosim olly
3232,začni pripravljati kavo,začni pripravljati kavo
3233,pripravi mi kavo prosim,pripravi mi kavo prosim
3236,prosim predvajaj radio antena,prosim predvajaj [media_type : radio antena]
3237,zatemni luči v dnevni sobi,zatemni luči v [house_place : dnevni sobi]
3238,ugasni luči v moji sobi,ugasni luči v moji [house_place : sobi]
3239,prosim ugasni vse luči v hiši,prosim ugasni vse luči v [house_place : hiši]
3240,zunaj hiše spremeni barvo v rdečo,[house_place : zunaj hiše] spremeni barvo v [color_type : rdečo]
3241,nastavi alarm za jutri opoldne,nastavi alarm za [date : jutri] [timeofday : opoldne]
3242,ali lahko nastaviš alarm ob ena trideset,ali lahko nastaviš alarm ob [time : ena trideset]
3243,nastavi alarm za šesti junij dvatisoč sedamnajst ob petih zjutraj,nastavi alarm za [date : šesti junij dvatisoč sedamnajst] ob [time : petih zjutraj]
3244,lahko izvem vreme za danes,lahko izvem vreme za [date : danes]
3245,ali veš če bokaj dežja danes,ali veš če bokaj [weather_descriptor : dežja] [date : danes]
3246,povej mi vreme za ljubljano,povej mi vreme za [place_name : ljubljano]
3247,prekliči vse alarme,prekliči vse alarme
3248,prekliči alarm za jutri,prekliči alarm za [date : jutri]
3249,prekliči alarm za deseti marec dva tisoč sedemnajst,prekliči alarm za [date : deseti marec dva tisoč sedemnajst]
3250,želim naročiti nekaj hrane za s sabo,želim naročiti nekaj hrane [order_type : za s sabo]
3251,lačen sem pokaži mi hrano za s sabo,lačen sem pokaži mi hrano [order_type : za s sabo]
3252,kakšnoje danes vreme,kakšnoje [date : danes] vreme
3253,ali pričakujemo dež to popoldne,ali pričakujemo dež to [timeofday : popoldne]
3254,kakšno je bilo vremensko poročilo za danes,kakšno je bilo vremensko poročilo za [date : danes]
3255,olly povej mi najnovejše stvari o angelini jolie,olly povej mi najnovejše stvari o [person : angelini jolie]
3256,daj mi najbolj sveže novice o tanji ribič,daj mi najbolj sveže novice o [person : tanji ribič]
3257,kaj je novega o janu plestenjaku,kaj je novega o [person : janu plestenjaku]
3258,je kaj svežih novic o domnu valiču,je kaj svežih novic o [person : domnu valiču]
3259,kaj je najnovejša novica glede orkana katrina,kaj je najnovejša novica glede [news_topic : orkana katrina]
3260,olly kakšne so zadnje novice o poplavah v ljubljani,olly kakšne so zadnje novice o [news_topic : poplavah v ljubljani]
3261,koliko je sedaj ura po centralnem časovnem pasu,koliko je sedaj ura po [time_zone : centralnem časovnem pasu]
3262,kakšen je trenutni pacifiški čas,kakšen je trenutni [time_zone : pacifiški] čas
3263,kakšen je trenutni vzhodni čas,kakšen je trenutni [time_zone : vzhodni] čas
3264,predvajaj regi glasbo,predvajaj [music_genre : regi] glasbo
3265,želim slišati vic ali mi ga lahko poveš,želim slišati vic ali mi ga lahko poveš
3266,prosim oceni to pesem pet zvezdic,prosim oceni to pesem pet zvezdic
3267,prosim shrani mojo oceno za to pesem ki sem jo ocenil ocenila s petimi zvezdicami,prosim shrani mojo oceno za to pesem ki sem jo ocenil ocenila s petimi zvezdicami
3268,prosim da me obveščaš o tehnologiji,prosim da me obveščaš o [news_topic : tehnologiji]
3270,odstrani alarme ki so nastavljeni za jutri,odstrani alarme ki so nastavljeni za [date : jutri]
3271,odstrani vse alarme nastavljene za danes,odstrani vse alarme nastavljene za [date : danes]
3272,prosim ugotovi če ima kfc dostavo,prosim ugotovi če ima [business_name : kfc] dostavo
3273,olly prosim poizvej ali mcdonalds dostavlja na dom,olly prosim poizvej ali [business_name : mcdonalds] dostavlja na dom
3274,olly ali tista nova kitajska restavracija dostavlja na dom,olly ali tista nova [food_type : kitajska] [business_type : restavracija] dostavlja na dom
3275,foculus dostavlja,[business_name : foculus] dostavlja
