id,utt,annot_utt
679,saya nak awak padamkan plag soket sebelum telefon bimbit dicas,saya nak awak padamkan [device_type : plag soket] sebelum [device_type : telefon bimbit] dicas
680,beri saya maklumat mengenai harga kripto,beri saya maklumat mengenai [news_topic : harga kripto]
681,sentiasa kemaskini saya tentang harga pasaran saham,sentiasa kemaskini saya tentang [news_topic : harga pasaran saham]
682,ikuti berita mengenai isu pemilikan saham azam baki di masa depan,ikuti berita mengenai [news_topic : isu pemilikan saham azam baki] di [time : masa depan]
683,boleh mainkan lagu terakhir saya,boleh mainkan [song_name : lagu terakhir] saya
684,mainkan lagu dari m. nasir,mainkan lagu dari [artist_name : m. nasir]
685,mainkan lagu malam tadi pada enam petang,mainkan lagu [date : malam tadi] pada [time : enam petang]
686,apakah waktu sekarang di johor bahru,apakah waktu sekarang di [place_name : johor bahru]
687,beritahu saya waktu di kuala lumpur sekarang,beritahu saya waktu di [place_name : kuala lumpur] sekarang
688,berikan saya waktu di selangor sekarang,berikan saya waktu di [place_name : selangor] sekarang
689,kurangkan kelantangan,kurangkan kelantangan
690,ia terlalu kuat kurangkan kelantangan,ia terlalu kuat kurangkan kelantangan
691,saya tak boleh dengar tambah kelantangan,saya tak boleh dengar tambah kelantangan
692,apa nama lagu yang baru saja habis itu,apa nama lagu yang baru saja habis itu
693,saya baru saja pesan makanan telefon dan tanya kalau ia telah dihantar,saya baru saja pesan makanan telefon dan tanya kalau ia [order_type : telah dihantar]
694,periksakan penghantaran pesanan saya,periksakan [order_type : penghantaran] pesanan saya
695,panggil restoran itu untuk tahu jika penghantaran sedang dilakukan,panggil [business_type : restoran] itu untuk tahu jika [order_type : penghantaran] sedang dilakukan
696,tolong cerahkan bilik,tolong cerahkan [house_place : bilik]
697,tolong terangkan lampu,tolong terangkan lampu
698,apa yang berlaku dalam kongres,apa yang berlaku dalam [news_topic : kongres]
699,apakah laporan cuaca,apakah laporan cuaca
700,macam mana maklumat cuaca,macam mana maklumat cuaca
701,periksa cuaca,periksa cuaca
702,hi boleh kah malapkan lampu lampu,hi boleh kah malapkan lampu lampu
703,saya nak lampu ini kurang cerah,saya nak lampu ini kurang cerah
704,tolong lampu kurang cerah,tolong lampu kurang cerah
705,beritahu saya sesuatu yang kelakar,beritahu saya sesuatu yang [joke_type : kelakar]
706,saya nak dengar exist,saya nak dengar [artist_name : exist]
707,saya nak dengar saloma sekarang,saya nak dengar [artist_name : saloma] sekarang
708,siapakah yang mendahului perlumbaan formula one sekarang,siapakah yang mendahului perlumbaan [news_topic : formula one] sekarang
709,dapatkan saya info terkini mengenai undian pilihan raya,dapatkan saya info terkini mengenai [news_topic : undian pilihan raya]
710,bancuhkan kopi,bancuhkan kopi
711,baca berita utama dari utusan malaysia,baca berita utama dari [media_type : utusan malaysia]
712,saya mahu dengar berita terkini daripada malaysiakini,saya mahu dengar berita terkini daripada [media_type : malaysiakini]
713,boleh tunjukkan berita tergempar terbaru daripada awani,boleh tunjukkan berita tergempar terbaru daripada [media_type : awani]
715,berikan saya surat khabar,berikan saya surat khabar
716,saya nak tahu berita dari selangor kini,saya nak tahu berita dari [media_type : selangor kini]
717,sila baca saya berita terakhir dari sinar harian,sila baca saya berita terakhir dari [media_type : sinar harian]
718,boleh saya tahu berita tergempar daripada new strait times,boleh saya tahu berita tergempar daripada [media_type : new strait times]
719,hai,hai
720,helo,helo
721,buat penggera pukul empat pagi esok,buat penggera pukul [time : empat] [timeofday : pagi] [date : esok]
722,hidupkan penggera untuk bangunkan saya selepas lima jam,hidupkan penggera untuk bangunkan saya [time : selepas lima jam]
723,jadualkan satu penggera untuk kejutkan saya lepas tiga jam,jadualkan satu penggera untuk kejutkan saya [time : lepas tiga jam]
724,berikan statistik cuaca minggu ini,berikan statistik cuaca [time : minggu] ini
725,paparkan cuaca minggu ini,paparkan cuaca [time : minggu] ini
726,beri ringkasan butiran cuaca minggu ini,beri ringkasan butiran cuaca [time : minggu ini]
727,saya nak dengar lagu lagu amy mastura,saya nak dengar lagu lagu [artist_name : amy mastura]
728,mainkan lagu aizat amdan selepas lagu ini,mainkan lagu [artist_name : aizat amdan] selepas lagu ini
729,mainkan lagu lagu terbaru daripada afieq shazwan selepas yang ini,mainkan lagu lagu terbaru daripada [artist_name : afieq shazwan] selepas yang ini
730,padamkan lampu,padamkan lampu
731,padamkan lampu lampu,padamkan lampu lampu
732,simpan muzik pilihan saya,simpan muzik pilihan saya
733,simpan pilihan muzik saya,simpan pilihan muzik saya
734,mainkan muzik yang saya suka,mainkan muzik yang saya suka
735,boleh awak rendahkan kelantangan awak,boleh awak rendahkan kelantangan awak
736,bolehkah kamu memberi jawapan kepada saya,bolehkah kamu memberi jawapan kepada saya
737,boleh tolong rendahkan nada,boleh tolong rendahkan nada
738,sejuk sangatkah di luar hari ini,[weather_descriptor : sejuk] sangatkah di luar [date : hari ini]
739,apakah suhu hari ini,apakah [weather_descriptor : suhu] [date : hari ini]
740,betapa lembapnya persekitaran hari ini,betapa [weather_descriptor : lembapnya] persekitaran [date : hari ini]
741,mainkan lagu lagu daripada genre r. n. b. dan balada,mainkan lagu lagu daripada genre [artist_name : r. n. b.] dan [music_genre : balada]
742,main semua lagu lagu pop yang terbaru,main semua lagu lagu [music_genre : pop] yang terbaru
744,mainkan senarai lagu gembira selepa ini,mainkan [playlist_name : senarai lagu gembira] selepa ini
745,apa yang sohor kini,apa yang [news_topic : sohor kini]
746,dapatkan saya tajuk utama terhangat,dapatkan saya tajuk utama terhangat
747,mainkan lagu daripada senarai asyik saya,mainkan lagu daripada [playlist_name : senarai asyik] saya
748,sila kurangkan kelantangan pada lagu ini,sila kurangkan kelantangan pada lagu ini
749,tambah kelantangan supaya saya boleh dengar di bilik lain,tambah kelantangan supaya saya boleh dengar di bilik lain
750,kurangkan kelantangan kepada sepuluh peratus,kurangkan kelantangan [change_amount : kepada sepuluh peratus]
751,jangan cakap sebelum saya minta kamu,jangan cakap sebelum saya minta kamu
752,bisu diri kamu sehingga saya berkata sebaliknya,bisu diri kamu sehingga saya berkata sebaliknya
753,jangan bercakap untuk seketika,jangan bercakap untuk seketika
754,tukarkan zon masa ini ke kuala lumpur,tukarkan zon masa ini ke [place_name : kuala lumpur]
755,tukarkan masa lokasi ini kepada g. m. t.,tukarkan masa [place_name : lokasi ini] kepada [time_zone : g. m. t.]
756,padamkan plak soket wemo,padamkan [device_type : plak soket wemo]
757,hidupkan plag soket wemo untuk pasangkan pengecas saya di situ,hidupkan [device_type : plag soket wemo] untuk pasangkan pengecas saya di situ
758,pasangkan plag soket wemo untuk plag dongle saya,pasangkan [device_type : plag soket wemo] untuk plag dongle saya
759,carikan lagu yang sedang dimainkan,carikan lagu yang sedang dimainkan
761,saya nak tahu pasal lagu ini,saya nak tahu pasal lagu ini
762,macam mana keadaan cuaca minggu ini,macam mana keadaan cuaca [date : minggu ini]
763,macam mana cuaca minggu ini,macam mana cuaca [date : minggu ini]
764,apakah ramalan cuaca minggu ini,apakah ramalan cuaca [date : minggu ini]
765,boleh berikan saya tajuk utama berita terkini daripada sumber terbaru saya,boleh berikan saya tajuk utama berita terkini daripada [media_type : sumber terbaru] saya
766,boleh carikan di berita harian untuk berita terkini,boleh carikan di [media_type : berita harian] untuk berita terkini
767,boleh kah anda dapatkan berita terkini daripada sumber yang saya jarang pergi,boleh kah anda dapatkan berita terkini daripada sumber yang saya jarang pergi
768,beritahu saya berkenaan berita politik terkini,beritahu saya berkenaan berita [news_topic : politik] terkini
769,beritahu saya tentang berita sukan terkini,beritahu saya tentang berita [news_topic : sukan] terkini
770,apakah yang berlakudi dunia sekarang,apakah yang berlakudi [place_name : dunia] sekarang
771,beri sata berita terkini dari the star,beri sata berita terkini dari [media_type : the star]
772,apakah kemas kini berita tentang r. t. m.,apakah kemas kini berita tentang [media_type : r. t. m.]
773,bagaimana saya kemas kini berita terkini mengenai utusan malaysia,bagaimana saya kemas kini berita terkini mengenai [media_type : utusan malaysia]
774,tunjukkan saya berita terkini di bernama,tunjukkan saya berita terkini di [media_type : bernama]
775,maklumkan bila khairy jamaluddin masuk berita,maklumkan bila [news_topic : khairy jamaluddin] masuk berita
776,beritahu saya jika gempa bumi berlaku di dunia,beritahu saya jika [news_topic : gempa bumi] berlaku di dunia
777,beritahu saya bila suhu mencecah enam puluh lapan darjah di luar,beritahu saya bila [weather_descriptor : suhu mencecah enam puluh lapan darjah] di luar
778,mainkan lagu sha na na dari amy mastura,mainkan lagu [song_name : sha na na] dari [artist_name : amy mastura]
779,saya nak dengar rindu awak separuh nyawa oleh lia aziz,saya nak dengar [song_name : rindu awak separuh nyawa] oleh [artist_name : lia aziz]
780,dengarkan untuk cinta oleh hafiz suip,dengarkan [song_name : untuk cinta] oleh [artist_name : hafiz suip]
781,mainkan sekadar di pinggiran,mainkan [song_name : sekadar di pinggiran]
782,mainkan bunga bunga cinta nyanyian misha omar,mainkan [song_name : bunga bunga cinta] nyanyian [artist_name : misha omar]
783,mainkan lagu lagu cinta,mainkan [song_name : lagu lagu cinta]
784,strim semua lagu daripada rock,strim semua lagu daripada [music_genre : rock]
785,tambah penjaga hati ke baris gilir ini,tambah [song_name : penjaga hati] ke baris gilir ini
786,hey bagaimana awak,hey bagaimana awak
787,macam mana cuaca hari ini,macam mana cuaca [date : hari ini]
788,berapa suhu sekarang,berapa [weather_descriptor : suhu] sekarang
789,bagaimana cuaca minggu ini,bagaimana cuaca [date : minggu ini]
790,cuaca sederhana atau teruk,cuaca [weather_descriptor : sederhana] atau [weather_descriptor : teruk]
791,tunjukkan saya suhu tertinggi minggu ini,tunjukkan saya suhu [weather_descriptor : tertinggi] [date : minggu ini]
792,musim panas ke sekarang,[weather_descriptor : musim panas] ke sekarang
793,apakah kebarangkalian untuk hujan lebat minggu ini,apakah kebarangkalian untuk [weather_descriptor : hujan lebat] [date : minggu ini]
794,sahkan penggera untuk esok pagi,sahkan penggera untuk [date : esok] [timeofday : pagi]
795,pukul berapakah penggera ditetapkan untuk esok,pukul berapakah penggera ditetapkan untuk [date : esok]
796,sahkan tetapan penggera saya,sahkan tetapan penggera saya
797,tolong cadangkan kedai mamak untuk tapau,tolong cadangkan [business_type : kedai] [food_type : mamak] untuk [order_type : tapau]
798,restoran yang mana ada makanan untuk bawa pulang,[business_type : restoran] yang mana ada makanan untuk [order_type : bawa pulang]
799,boleh tak saya pesan makanan bungkus buat masa ini,boleh tak saya pesan makanan [order_type : bungkus] buat [time : masa ini]
800,saya ingin mengetahui berita tempatan terkini tentang bandar ini,saya ingin mengetahui [news_topic : berita tempatan] terkini tentang [place_name : bandar] ini
801,sila bisukan bunyi pada pembesar suara,sila bisukan bunyi pada pembesar suara
802,ok google tolong diamkan bunyi pada pembesar suara,ok google tolong diamkan bunyi pada pembesar suara
803,hey alexa tolong bisukan pembesar suara,hey alexa tolong bisukan pembesar suara
804,hei siri bisukan pembesar suara,hei siri bisukan pembesar suara
805,okay google sila kurangkan semua kelantangan pembesar suara,okay google sila kurangkan semua kelantangan pembesar suara
806,sila rendahkan semua kelantangan dari pembesar suara,sila rendahkan semua kelantangan dari pembesar suara
807,buat kopi sekarang,buat kopi sekarang
808,bancuhkan kopi pukul lapan pagi,bancuhkan kopi pukul [time : lapan pagi]
809,bru kopi masa tengah hari,bru kopi masa [timeofday : tengah hari]
810,apa hari dalam bulan itukah,apa hari dalam bulan itukah
811,mainkan senarai lagu misha omar yang terbaru,mainkan senarai lagu [artist_name : misha omar] yang terbaru
812,mulakan lagu ning baizura,mulakan lagu [artist_name : ning baizura]
813,mainkan lagu ning baizura bermula dengan dugaanku,mainkan lagu [artist_name : ning baizura] bermula dengan [song_name : dugaanku]
814,buka aplikasi malaysiakini,buka aplikasi [media_type : malaysiakini]
815,buka emel taklimat pagi saya dari berita harian,buka emel taklimat pagi saya dari [media_type : berita harian]
816,mainkan beberapa muzik,mainkan beberapa muzik
817,ok google mainkan beberapa muzik,ok google mainkan beberapa muzik
818,pergi ke pandora tolong cari lakon radio iman troye,pergi ke pandora tolong cari lakon radio [music_descriptor : iman troye]
819,google tolong cari lagu fauziah latiff,google tolong cari lagu [artist_name : fauziah latiff]
820,tambah kelantangan,tambah kelantangan
821,letakkan senarai main secara rambang,letakkan senarai main [player_setting : secara rambang]
822,berhenti ulang lagu ini,[player_setting : berhenti ulang] lagu ini
823,macam mana cuaca di tempat saya hari ini,macam mana cuaca di tempat saya [date : hari ini]
824,ok google bagaimanakah cuaca di sini hari ini,ok google bagaimanakah cuaca di sini [date : hari ini]
825,tunjukkan saya ramalan cuaca di rumah selama tujuh hari,tunjukkan saya ramalan cuaca di [place_name : rumah] selama [time : tujuh hari]
826,apakah suhu semasa di luar,apakah [weather_descriptor : suhu] semasa di luar
827,mainkna senarai main zainal abidin,mainkna senarai main [artist_name : zainal abidin]
828,mainkan senarai lagu hafiz hamidun yang terbaru,mainkan senarai lagu [artist_name : hafiz hamidun] yang terbaru
829,mainkan senarai main terbaru amy mastura,mainkan senarai main terbaru [artist_name : amy mastura]
830,hei kat luar terlalu panas apa suhu petang ini,hei kat luar terlalu [weather_descriptor : panas] apa [weather_descriptor : suhu] [timeofday : petang ini]
831,hai google adakah terlalu panas di luar bagaimana suhu petang ini,hai google adakah terlalu [weather_descriptor : panas] di luar bagaimana [weather_descriptor : suhu] [timeofday : petang ini]
832,apakah ramalan cuaca esok,apakah ramalan cuaca [date : esok]
833,adakah akan hujan di sini hujung minggu ini,adakah akan [weather_descriptor : hujan] di sini [date : hujung minggu] ini
834,beritahu saya berita terkini daripada saluran sukan awani,beritahu saya berita terkini daripada [media_type : saluran sukan awani]
835,apakah coretan hiburan terkini yang berlangsung,apakah coretan [news_topic : hiburan] terkini yang berlangsung
836,apakah gosip hiburan terbaru,apakah gosip [news_topic : hiburan] terbaru
837,apakah ramalan tinjauan oleh awani untuk pilihan raya umum akan datang,apakah ramalan tinjauan oleh [media_type : awani] untuk [news_topic : pilihan raya umum akan datang]
838,batalkan penggera pada minggu ini,batalkan [alarm_type : penggera] pada [date : minggu ini]
839,hetikan penggera kejutkan untuk minggu ini,hetikan penggera [alarm_type : kejutkan] untuk [date : minggu ini]
840,pesan piza tapau dari pizza hut pukul tujuh petang,pesan [food_type : piza] tapau dari [business_name : pizza hut] pukul [time : tujuh petang]
841,buat pesanan untuk tapau piza pukul tujuh malam,buat pesanan untuk tapau [food_type : piza] pukul [time : tujuh malam]
842,jadualkan piza tapau pukul tujuh malam,jadualkan [food_type : piza] tapau pukul [time : tujuh malam]
843,mulakan robot roomba,mulakan [device_type : robot roomba]
844,pasangkan vakum robot pembersih,pasangkan vakum robot pembersih
845,apakah penggera yang dipasang sekarang,apakah penggera yang dipasang sekarang
846,penggera apa yang akan bangunkan saya esok,penggera apa yang akan bangunkan saya [date : esok]
847,ada sebarang penggera yang ditetapkan sekarang ke,ada sebarang penggera yang ditetapkan sekarang ke
848,saya nak satu lawak,saya nak satu lawak
849,berikan saya satu jenaka,berikan saya satu jenaka
850,sila berikan lawak,sila berikan lawak
851,cerahkan lampu,cerahkan lampu
852,naikkan kecerahan lampu,naikkan kecerahan lampu
853,lampu lebih cerah,lampu lebih cerah
854,mainkan muzik r. n b.,mainkan muzik [playlist_name : r. n b.]
855,mainkan r. n b.,mainkan [playlist_name : r. n b.]
856,muzik r. n b.,muzik [playlist_name : r. n b.]
857,malapkan lampu,malapkan lampu
859,ramalan cuaca,ramalan cuaca
860,cuaca hari ini,cuaca [date : hari ini]
861,tetapan penggera saya,tetapan penggera saya
862,tetapan penggera,tetapan penggera
863,penggera saya,penggera saya
864,robot vakum ruang tamu sekarang,robot vakum [house_place : ruang tamu] sekarang
865,robot bersihkan seluruh rumah sekarang,robot bersihkan [house_place : seluruh rumah] sekarang
867,tutupkan soket pintar,tutupkan [device_type : soket pintar]
868,padamkan soket plus pintar,padamkan [device_type : soket plus pintar]
869,simpan pendapat,simpan pendapat
870,pendapat disimpan,pendapat disimpan
871,tambah pendapat,tambah pendapat
872,padamkan lampu dalam bilik tidur,padamkan lampu dalam [house_place : bilik tidur]
873,tutupkan lampu di dapur,tutupkan lampu di [house_place : dapur]
874,padamkan lampu di bilik tidur,padamkan lampu di [house_place : bilik tidur]
875,mainkan faizal tahir gemuruh untuk saya,mainkan [artist_name : faizal tahir] [song_name : gemuruh] untuk saya
876,mainkan hafiz hamidun untuk saya,mainkan [artist_name : hafiz hamidun] untuk saya
877,pesan makanan dari grubhub,pesan makanan dari [app_name : grubhub]
878,pesan makanan dari mai singgah,pesan makanan dari [app_name : mai singgah]
879,apakah waktu di besut terengganu,apakah waktu di [place_name : besut terengganu]
880,apakah waktu di sentul kuala lumpur,apakah waktu di [place_name : sentul kuala lumpur]
881,apakah waktu di kuala lumpur,apakah waktu di [place_name : kuala lumpur]
882,berita bernama,berita [media_type : bernama]
883,berita daripada berita harian,berita daripada [media_type : berita harian]
884,tetapkan penggera untuk pukul lapan pagi,tetapkan penggera untuk pukul [time : lapan pagi]
885,tetapkan penggera pukul lapan pagi,tetapkan penggera pukul [time : lapan pagi]
886,beritahu saya pukul berapa sekarang,beritahu saya pukul berapa sekarang
888,pukul berapa kita tengok sekarang,pukul berapa kita tengok sekarang
889,mainkan beberapa lagu untuk saya,mainkan beberapa lagu untuk saya
890,mainkan beberapa muzik menenangkan untuk saya,mainkan beberapa muzik [music_descriptor : menenangkan] untuk saya
891,mainkan beberapa muzik kerohanian,mainkan beberapa muzik [music_descriptor : kerohanian]
892,saya nak dengar beberapa lagu,saya nak dengar beberapa lagu
893,mainkan muzik sekarang,mainkan muzik sekarang
894,tutupkan penggera untuk esok pagi,tutupkan penggera untuk [date : esok] [timeofday : pagi]
895,batalkan penggera untuk enam pagi hari rabu,batalkan penggera untuk [time : enam pagi] hari [date : rabu]
896,tutup mana mana penggera pagi selepas hari jumaat,tutup mana mana penggera [timeofday : pagi] [date : selepas] hari [date : jumaat]
897,jadikan lampu rumah kuning jingga pukul enam petang,jadikan lampu [house_place : rumah] [color_type : kuning jingga] pukul [time : enam petang]
898,pukul tiga petang tukar lampu jadi biru,pukul [time : tiga petang] tukar lampu jadi [color_type : biru]
899,bagi saya lampu berona lavender,bagi saya lampu berona [color_type : lavender]
900,beritahu saya mana mana kemas kini tentang pelantikan kabinet ismail sabri,beritahu saya mana mana kemas kini tentang [news_topic : pelantikan kabinet ismail sabri]
902,buatkan senarai main k clique untuk saya,buatkan senarai main [artist_name : k clique] untuk saya
903,cari muzik baru dari kumpulan iklim,cari muzik baru dari kumpulan [artist_name : iklim]
904,apakah keadaan cuaca untuk minggu depan,apakah keadaan cuaca untuk [date : minggu depan]
905,bagaimana suhu untuk minggu depan,bagaimana [weather_descriptor : suhu] untuk [date : minggu depan]
906,tolong tengokkan cuaca minggu depan untuk saya,tolong tengokkan cuaca [date : minggu depan] untuk saya
907,tolong hidupkan vakum,tolong hidupkan [device_type : vakum]
908,hidupkan hampagas untuk mula sekarang,hidupkan [device_type : hampagas] untuk mula sekarang
909,pukul berapa kah di kuala lumpur,pukul berapa kah di [place_name : kuala lumpur]
910,pukul berapa sekarang di johor,pukul berapa sekarang di [place_name : johor]
911,tolong beritahu waktu sekarang di kuala lumpur,tolong beritahu waktu sekarang di [place_name : kuala lumpur]
912,mainkan stesen syok kegemaran saya,mainkan stesen [app_name : syok] kegemaran saya
913,mainkan pandora,mainkan [app_name : pandora]
914,tolong padamkan lampu,tolong padamkan lampu
915,padamkan lampu bilik saya,padamkan lampu [house_place : bilik saya]
916,tolong bagitahu saya sekarang pukul berapa,tolong bagitahu saya sekarang pukul berapa
917,buangkan penggera pagi saya,buangkan penggera [timeofday : pagi] saya
918,sila batalkan penggera pagi saya,sila batalkan penggera [timeofday : pagi] saya
919,olly sila padam penggera pagi saya,olly sila padam penggera [timeofday : pagi] saya
920,sila padam penggera saya,sila padam penggera saya
921,mainkan muzik daripada artis kegemaran saya,mainkan muzik daripada artis kegemaran saya
922,mainkan muzik daripada stesen artis syok kegemaran saya,mainkan muzik daripada stesen artis syok kegemaran saya
923,mainkan muzik daripada artis yang diberikan,mainkan muzik daripada artis yang diberikan
924,malapkan lampu sedikit,malapkan lampu [change_amount : sedikit]
925,tolong malapkan lampu lampu sedikit,tolong malapkan lampu lampu [change_amount : sedikit]
926,rendahkan lampu sedikit lagi,rendahkan lampu [change_amount : sedikit lagi]
927,siapakah yang menyanyikan lagu ini,siapakah yang menyanyikan lagu ini
928,apakah nama lagu ini,apakah nama lagu ini
929,namakan penyanyi itu,namakan penyanyi itu
930,ulang lagu ini,[player_setting : ulang] lagu ini
931,saya suka lagu ini sila simpan,saya suka lagu ini sila simpan
932,sila simpan lagu ini,sila simpan lagu ini
933,buat ini sebagai yang digemari saya,buat ini sebagai yang digemari saya
934,tukar kelantangan pada pembesar suara,tukar kelantangan pada pembesar suara
935,boleh pasangkan j. o. o. x. music,boleh pasangkan [app_name : j. o. o. x. music]
936,buka dan mainkan muzik daripada senarai main joging saya,buka dan mainkan muzik daripada [playlist_name : senarai main joging] saya
937,telefon telefon,telefon telefon
939,tetapkan penggera saya pukul tujuh pagi,tetapkan penggera saya pukul [time : tujuh pagi]
940,hidupkan penggera pagi saya,hidupkan penggera [timeofday : pagi] saya
941,sila tetapkan penggera saya,sila tetapkan penggera saya
942,pukul berapa di kuala lumpur sekarang,pukul berapa di [place_name : kuala lumpur] sekarang
943,jika pukul lapan malam di pantai timur apakah waktu di shah alam selangor,jika pukul [time : lapan malam] di [place_name : pantai timur] apakah waktu di [place_name : shah alam selangor]
944,berapa perbezaan waktu di sini dengan malaysia,berapa perbezaan waktu di sini dengan [place_name : malaysia]
945,mengalakkan pelajar pelajar itu,mengalakkan pelajar pelajar itu
946,reka bentuk terdesentralisasi,reka bentuk terdesentralisasi
947,senario berikutnya untuk menjawab soalan,senario berikutnya untuk menjawab soalan
948,saya suka lagu latar belakang,saya suka lagu [music_descriptor : latar belakang]
949,lagu di latar belakang itu menjengkelkan,lagu di [music_descriptor : latar belakang] itu menjengkelkan
950,apakah keadaan cuaca di kuala lumpur,apakah keadaan cuaca di [place_name : kuala lumpur]
951,bagaimana cuaca sekarang di kuala lumpur,bagaimana cuaca sekarang di [place_name : kuala lumpur]
952,cuaca buruk ke di kuala lumpur sekarang,cuaca [weather_descriptor : buruk] ke di [place_name : kuala lumpur] sekarang
953,tolong senyapkan pembesar suara saya,tolong senyapkan pembesar suara saya
954,matikan bunyi,matikan bunyi
955,tetapkan penggera pukul lima pagi,tetapkan penggera pukul [time : lima] [timeofday : pagi]
956,tetapkan penggera saya pada pukul enam tiga puluh pagi esok,tetapkan penggera saya pada pukul [time : enam tiga puluh] [timeofday : pagi] [date : esok]
957,saya nak penggera ditetapkan pukul enam,saya nak penggera ditetapkan pukul [time : enam]
958,tanyakan untuk teknologi ini,tanyakan untuk teknologi ini
959,robot membolehkan peranti melalui bluetooth,robot membolehkan peranti melalui bluetooth
960,tolong terangkan lampu,tolong terangkan lampu
961,sila tingkatkan kecerahan bilik ini,sila tingkatkan kecerahan [house_place : bilik] ini
962,tingkatkan kecerahan lampu,tingkatkan kecerahan lampu
963,tolong malapkan lampu lampu,tolong malapkan lampu lampu
964,saya mahu lampu lampu yang lebih malap,saya mahu lampu lampu yang lebih malap
965,boleh tapau tak kat atmosfera,boleh [order_type : tapau] tak kat [business_name : atmosfera]
966,restoran ayamas terima pesanan bungkus tak,restoran [business_name : ayamas] terima pesanan [order_type : bungkus] tak
967,boleh saya tapau dari nasi ayam hainan,boleh saya [order_type : tapau] dari [business_name : nasi ayam hainan]
968,tunjukkan saya berita terkini mengenai subjek tertentu,tunjukkan saya berita terkini mengenai subjek tertentu
969,artikel berita mengenai subjek tertentu,artikel berita mengenai subjek tertentu
970,berita baru subjek tertentu,berita baru [news_topic : subjek tertentu]
971,apa yang baru hari ini,apa yang baru [date : hari ini]
972,apa akan jadi esok,apa akan jadi [date : esok]
973,apa berita terbaru,apa berita terbaru
974,apakah waktu di kuala lumpur sekarang,apakah waktu di [place_name : kuala lumpur] sekarang
975,boleh beritahu saya apakah waktu di kuala lumpur,boleh beritahu saya apakah waktu di [place_name : kuala lumpur]
976,jam berapa sekarang di alor setar,jam berapa sekarang di [place_name : alor setar]
977,tolong padamkan lampu di bilik ini,tolong padamkan lampu di [house_place : bilik] ini
978,tolong tutup lampu,tolong tutup lampu
979,tolong kuatkan muzik,tolong kuatkan muzik
980,sangat kuat boleh kamu tolong rendahkan muzik,sangat kuat boleh kamu tolong rendahkan muzik
981,sila tambahkan kelantangan kepada maksimum,sila tambahkan kelantangan [change_amount : kepada maksimum]
982,tukarkan warna lampu lampu di rumah saya daripada putih kepada kuning,tukarkan warna lampu lampu di [house_place : rumah] saya daripada [color_type : putih] kepada [color_type : kuning]
983,tukarkan lampu bilik tidur saya kepada merah,tukarkan lampu [house_place : bilik tidur] saya kepada [color_type : merah]
984,berita terkini r. t. m.,berita terkini [media_type : r. t. m.]
985,berita r. t. m. hari ini,berita [media_type : r. t. m.] [date : hari ini]
986,berita dunia sediada,berita [place_name : dunia] sediada
987,berita harian dunia,[media_type : berita harian] [place_name : dunia]
988,berita dunia,berita [place_name : dunia]
989,tunjukkan saya lawak yang kelakar,tunjukkan saya lawak yang [joke_type : kelakar]
990,mainkan kau ilhamku selepas lagu ini,mainkan [song_name : kau ilhamku] selepas lagu ini
991,apabila lagu ini berakhir mainkan kau ilhamku,apabila lagu ini berakhir mainkan [song_name : kau ilhamku]
992,selepas lagu ini tamat seterusnya saya mahu mendengar kau ilhamku,selepas lagu ini tamat seterusnya saya mahu mendengar [song_name : kau ilhamku]
993,mainkan kasihnya laila nyanyian jinbara,mainkan [song_name : kasihnya laila] nyanyian [artist_name : jinbara]
994,mainkan amalina daripada santesh,mainkan [song_name : amalina] daripada [artist_name : santesh]
995,saya mahu mendengar oh fatimah,saya mahu mendengar [song_name : oh fatimah]
996,cari amalina dan mainkannya,cari [song_name : amalina] dan mainkannya
997,tutup lampu ruang tamu,tutup lampu [house_place : ruang tamu]
998,padamkan lampu bilik ini,padamkan lampu [house_place : bilik ini]
999,boleh padamkan lampu,boleh padamkan lampu
1000,padamkan plak soket pintar saya,padamkan [device_type : plak soket] pintar saya
1001,tolong hidupkan plag soket pintar saya,tolong hidupkan [device_type : plag soket pintar] saya
1002,padamkan penggera saya untuk lapan pagi,padamkan penggera saya untuk [time : lapan pagi]
1003,batalkan penggera saya pada pagi esok,batalkan penggera saya pada [timeofday : pagi] [date : esok]
1004,tolong matikan penggera saya untuk petang ini,tolong matikan penggera saya untuk [timeofday : petang ini]
1005,mainkan ruffedge daripada senarai main terkini saya,mainkan [artist_name : ruffedge] daripada senarai main terkini saya
1006,saya nak dengar ekamatra di senarai main rock saya,saya nak dengar [artist_name : ekamatra] di senarai main [music_genre : rock] saya
1007,mainkan xpdc daripada senarai main rock saya,mainkan [artist_name : xpdc] daripada senarai main [music_genre : rock] saya
1008,adakah cuaca akan buruk pada hari ahad,adakah cuaca akan [weather_descriptor : buruk] pada [date : hari ahad]
1009,macam mana keadaan cuaca hujung minggu ini,macam mana keadaan cuaca [date : hujung minggu ini]
1010,buka berita hari ini daripada awani,buka berita [date : hari ini] daripada [media_type : awani]
1011,saya mahu dengar berita di berita harian,saya mahu dengar berita di [media_type : berita harian]
1012,bawa saya ke laman web the star,bawa saya ke laman web [media_type : the star]
1013,berapa jamkah perbezaan waktu di antara malaysia dan bandaraya new york,berapa jamkah perbezaan waktu di antara [place_name : malaysia] dan [place_name : bandaraya new york]
1014,pukul berapakah di london sekarang,pukul berapakah di [place_name : london] sekarang
1015,tolong bacakan tajuk utama,tolong bacakan tajuk utama
1016,apakah berita utama daripada awani,apakah berita utama daripada [media_type : awani]
1017,tolong buka aplikasi news,tolong buka aplikasi news
