id,utt,annot_utt
4126,включи этот плейлист,включи этот плейлист
4127,включи песни из плейлиста,включи песни из плейлиста
4128,у меня сейчас есть какие-нибудь установленные будильники,у меня сейчас есть какие-нибудь установленные будильники
4129,какие будильники у меня установлены прямо сейчас,какие будильники у меня установлены прямо сейчас
4130,установлен ли мой будильник на занятие танцами,установлен ли мой будильник на [event_name : занятие танцами]
4131,какой будет температура сегодня в петрозаводске карелия,какой будет [weather_descriptor : температура] [date : сегодня] в [place_name : петрозаводске карелия]
4132,скажи мне процент вероятности дождя в симферополе крым на сегодня,скажи мне процент вероятности [weather_descriptor : дождя] в [place_name : симферополе крым] на [date : сегодня]
4133,скажи мне сколько сантиметров снега выпало сегодня в ростове на дону,скажи мне сколько сантиметров [weather_descriptor : снега] выпало [date : сегодня] в [place_name : ростове на дону]
4134,загрузи spotify,загрузи [app_name : spotify]
4135,пожалуйста включи мой плейлист на youtube,пожалуйста включи мой плейлист на [media_type : youtube]
4136,можешь пожалуйста играть нюшу,можешь пожалуйста играть [artist_name : нюшу]
4137,можешь уточнить есть ли в панинаро еда навынос,можешь уточнить есть ли в [business_name : панинаро] еда [order_type : навынос]
4139,надо ли мне сегодня надевать тёплое пальто,надо ли мне [date : сегодня] надевать [weather_descriptor : тёплое пальто]
4140,когда он снова будет выше пятидесяти,когда он снова будет выше пятидесяти
4141,эй олли расскажи главные новости сегодня,эй олли расскажи главные новости [date : сегодня]
4142,эй олли что сейчас в мировых новостях,эй олли что сейчас в [place_name : мировых] новостях
4143,эй siri что сейчас в мировых новостях,эй siri что сейчас в [place_name : мировых] новостях
4144,напомни мне о моих будильниках на сегодня,напомни мне о моих будильниках на [date : сегодня]
4145,какие будильники я поставил сегодня,какие будильники я поставил [date : сегодня]
4146,дай мне знать о любых будильниках установленных на сегодня,дай мне знать о любых будильниках установленных на [date : сегодня]
4147,убедись в том что мои шаффлы всегда повторяются и всегда в случайном порядке,убедись в том что мои шаффлы [player_setting : всегда повторяются и всегда в случайном порядке]
4148,покажи мне текущее время,покажи мне текущее время
4149,пожалуйста включи свет в этой комнате,пожалуйста включи свет в этой комнате
4150,пожалуйста включи верхний свет,пожалуйста включи верхний свет
4151,какой сегодня день,какой [date : сегодня] [time_zone : день]
4152,пожалуйста поставь песню группа крови,пожалуйста поставь песню [song_name : группа крови]
4153,играй песню туман,играй песню [song_name : туман]
4154,выключи мой вай фай,выключи мой вай фай
4155,измени громкость на тридцать пять процентов,измени громкость [change_amount : на тридцать пять процентов]
4156,эй олли расскажи анекдот,эй олли расскажи анекдот
4157,привет olly ты слышал какие-нибудь смешные шутки в последнее время,привет olly ты слышал какие-нибудь [joke_type : смешные] шутки в последнее время
4158,привет siri ты слышала какие-нибудь смешные шутки в последнее время,привет siri ты слышала какие-нибудь [joke_type : смешные] шутки в последнее время
4159,привет olly рассмеши меня хорошим анекдотом,привет olly рассмеши меня [joke_type : хорошим] анекдотом
4160,ты можешь заказать мне пиццу сегодня из доминос,ты можешь заказать мне [food_type : пиццу] [date : сегодня] из [business_name : доминос]
4161,я хочу заказать немного китайской еды сегодня вечером кто доставляет ко мне,я хочу заказать немного [food_type : китайской] еды [timeofday : сегодня вечером] кто доставляет ко мне
4162,мне нужна пицца какое ближайшее место доставляет,мне нужна [food_type : пицца] какое ближайшее место [order_type : доставляет]
4163,пожалуйста включи синий свет на крыльце,пожалуйста включи [color_type : синий] свет на [house_place : крыльце]
4164,установи освещение в гостиной розового цвета,установи освещение в [house_place : гостиной] [color_type : розового] цвета
4165,сделай свет в ванной жёлтым,сделай свет в [house_place : ванной] [color_type : жёлтым]
4166,измени уровень громкости на максимальный,измени уровень громкости [change_amount : на максимальный]
4167,уменьши громкость до половины,уменьши громкость [change_amount : до половины]
4168,пожалуйста проверь погоду в псковской области,пожалуйста проверь погоду в [place_name : псковской области]
4169,узнай пожалуйста погоду в казани,узнай пожалуйста погоду в [place_name : казани]
4170,включи кофемашину,включи [device_type : кофемашину]
4171,выключи свет на кухне,выключи свет на [house_place : кухне]
4172,почисти диван с помощью пылесоса,почисти диван с помощью [device_type : пылесоса]
4173,включи пылесос и запусти его в работу,включи [device_type : пылесос] и запусти его в работу
4174,эй olly поменяй настройки света,эй olly поменяй настройки света
4175,эй siri поменяй текущие настройки освещения,эй siri поменяй текущие настройки освещения
4177,сообщи мне последние заголовки из политики по всему миру,сообщи мне последние заголовки из [news_topic : политики] по всему [place_name : миру]
4178,есть какие-нибудь новости о президентстве,есть какие-нибудь новости о [news_topic : президентстве]
4179,свежие новости о северной корее,свежие новости о [place_name : северной корее]
4180,сколько десять утра по восточному времени,сколько [time : десять утра] по [time_zone : восточному] времени
4181,пожалуйста скажи мне во сколько семь вечера по тихоокеанскому времени,пожалуйста скажи мне во сколько [time : семь вечера] [time_zone : по тихоокеанскому времени]
4182,сколько сейчас времени по g. m. t.,сколько сейчас времени по [time_zone : g. m. t.]
4183,текущее время в новом уренгое,текущее [time_zone : время] в [place_name : новом уренгое]
4184,сколько сейчас времени в санкт петербурге,сколько сейчас времени в [place_name : санкт петербурге]
4185,эй siri какой сейчас время,эй siri какой сейчас время
4186,эй olly сколько сейчас время,эй olly сколько сейчас время
4187,эй siri сколько время,эй siri сколько время
4188,эй olly какое сейчас время,эй olly какое сейчас время
4189,какое название жанра этой песни,какое название жанра этой песни
4190,кто играет на гобое в этой пьесе,кто играет на гобое в этой пьесе
4191,я уже слышал этот рифф какая песня украла этот рифф он точно такой же,я уже слышал этот рифф какая песня украла этот рифф он точно такой же
4192,сколько времени в хабаровске,сколько времени в [place_name : хабаровске]
4193,текущее время в орле,текущее время в [place_name : орле]
4194,скажи время в москве,скажи время в [place_name : москве]
4195,включи кабы не было зимы валентины толкуновой,включи [song_name : кабы не было зимы] [artist_name : валентины толкуновой]
4196,включи список из моих любимых,включи список из моих любимых
4197,повторить следующую песню,повторить следующую песню
4198,удали будильник на четыре ноль ноль ночи,удали будильник на [time : четыре ноль ноль ночи]
4199,отключить все будильники установленные на сегодня,отключить все будильники установленные на [date : сегодня]
4200,навсегда отложи сегодняшние будильники,навсегда отложи [date : сегодняшние] будильники
4201,включи пылесос,включи [device_type : пылесос]
4202,включи мою розетку,включи мою [device_type : розетку]
4203,пожалуйста выключи пылесос,пожалуйста выключи [device_type : пылесос]
4204,на этой неделе будет снег,[date : на этой неделе] будет [weather_descriptor : снег]
4205,я хочу слушать мало половин ольги бузовой,я хочу слушать [song_name : мало половин] [artist_name : ольги бузовой]
4206,включи мало половин в исполнении ольги бузовой,включи [song_name : мало половин] в исполнении [artist_name : ольги бузовой]
4207,надеть мне пальто сегодня,надеть мне [weather_descriptor : пальто] [date : сегодня]
4208,мне надеть сандалии,мне надеть [weather_descriptor : сандалии]
4209,мне сегодня вечером взять с собой зонт,мне [timeofday : сегодня вечером] взять с собой [weather_descriptor : зонт]
4210,мне надеть пальто завтра когда поеду на работу,мне надеть [weather_descriptor : пальто] [date : завтра] когда поеду на работу
4211,как ты думаешь можно ли будет носить шорты на этой неделе,как ты думаешь можно ли будет носить [weather_descriptor : шорты] [date : на этой неделе]
4212,я смогу покосить траву сегодня вечером,я смогу [weather_descriptor : покосить траву] [timeofday : сегодня вечером]
4213,изменить стандартное алтайское время на владивостокское,изменить стандартное [time_zone : алтайское] время на [time_zone : владивостокское]
4214,переведи мои часы с центрального часового пояса на мою текущую зону,переведи мои часы с [time_zone : центрального часового пояса] на [time_zone : мою текущую зону]
4215,мне нужно время по москве россия вместо красноярского,мне нужно время [time_zone : по москве россия] вместо [time_zone : красноярского]
4216,расскажи мне самую смешную шутку что я слышал,расскажи мне [joke_type : самую смешную] шутку что я слышал
4217,я бы хотел услышать хорошие веселые шутки,я бы хотел услышать [joke_type : хорошие веселые] шутки
4218,мне надеть галоши сегодня,мне надеть [weather_descriptor : галоши] [date : сегодня]
4219,мне нужно пальто на улице прямо сейчас,мне нужно [weather_descriptor : пальто] на улице прямо сейчас
4220,какое текущее время,какое текущее время
4221,могу я узнать сколько сейчас время,могу я узнать сколько сейчас время
4222,пожалуйста проверь время,пожалуйста проверь время
4223,где моя пицца из domino's,где моя [food_type : пицца] из [business_name : domino's]
4224,когда доставят мою китайскую еду,когда доставят мою [food_type : китайскую] еду
4225,сколько еще времени до того как моя пицца будет здесь,сколько еще времени до того как моя [food_type : пицца] будет здесь
4226,включи мой плейлист кантри музыки,включи мой плейлист [music_genre : кантри] музыки
4227,есть что нибудь про дождь в прогнозе на следующую неделю,есть что нибудь про [weather_descriptor : дождь] в прогнозе на [date : следующую неделю]
4228,завтра будет больше девяноста градусов,[date : завтра] будет [weather_descriptor : больше девяноста] градусов
4229,можешь ли ты выключить мою лампу в спальне,можешь ли ты выключить мою лампу в [house_place : спальне]
4230,мне нужно включить розетку в моем офисе для моего компьютера,мне нужно включить розетку в моем [house_place : офисе] для моего [device_type : компьютера]
4231,проиграй группа крови виктора цоя,проиграй [song_name : группа крови] [artist_name : виктора цоя]
4232,включи прыгну со скалы короля и шута,включи [song_name : прыгну со скалы] [artist_name : короля и шута]
4233,поставь мою любимую песню прошлого года,поставь мою любимую песню [date : прошлого года]
4234,воспроизведи мою любимую песню аллы пугачевой,воспроизведи мою любимую песню [artist_name : аллы пугачевой]
4235,эй сколько сейчас время,эй сколько сейчас время
4236,уже полдень,уже полдень
4237,что там с погодой сейчас,что там с погодой сейчас
4238,покажи мне настройки звука,покажи мне настройки звука
4239,включи робот пылесос,включи [device_type : робот пылесос]
4240,включи робот пылесос,включи [device_type : робот пылесос]
4241,пожалуйста перестань говорить,пожалуйста перестань говорить
4242,пожалуйста не разговаривай,пожалуйста не разговаривай
4243,пожалуйста не отвечай,пожалуйста не отвечай
4244,olly включи кофемашину и начни делать какой нибудь кофе,olly включи [device_type : кофемашину] и начни делать какой нибудь кофе
4245,пожалуйста сделай мне кофе в кофемашине,пожалуйста сделай мне кофе в [device_type : кофемашине]
4246,olly измени весь свет на синий,olly измени весь свет на [color_type : синий]
4247,поменяй весь свет в доме на голубой,поменяй весь свет в доме на [color_type : голубой]
4248,голубой свет в доме,[color_type : голубой] свет в доме
4249,дом сделай весь свет в доме голубым,дом сделай весь свет в [house_place : доме] [color_type : голубым]
4250,попозже сегодня будет дождь,попозже [date : сегодня] будет [weather_descriptor : дождь]
4251,сегодня слишком тепло чтобы надевать мой шерстяной свитер,[date : сегодня] [weather_descriptor : слишком тепло] чтобы надевать мой [weather_descriptor : шерстяной свитер]
4252,мне сегодня взять с собой зонт,мне [date : сегодня] взять с собой [weather_descriptor : зонт]
4253,который сейчас час на дальнем востоке,который сейчас час на [time_zone : дальнем востоке]
4254,сколько времени на восточном побережье соединённых штатов,сколько времени на [time_zone : восточном побережье] [place_name : соединённых штатов]
4255,olly расскажи самые последние новости с первого канала,olly расскажи самые последние новости с [media_type : первого канала]
4256,почитай мне посление новости на b b c,почитай мне посление новости на [media_type : b b c]
4257,пожалуйста скажи мне сегодняшнюю дату,пожалуйста скажи мне сегодняшнюю [time_zone : дату]
4258,какие последние новости,какие последние новости
4259,что случилось в новостях недавно,что случилось в новостях недавно
4260,добавь громкость,добавь громкость
4261,пожалуйста используй случайный порядок,пожалуйста используй [player_setting : случайный порядок]
4262,включи повтор пожалуйста,включи [player_setting : повтор] пожалуйста
4263,ты слышал какие-нибудь хорошие шутки в последнее время,ты слышал какие-нибудь [joke_type : хорошие] шутки в последнее время
4264,как много шуток ты знаешь,как много шуток ты знаешь
4265,какой прогноз погоды на сегодня,какой прогноз погоды [date : на сегодня]
4266,какая погода сегодня,какая погода [date : сегодня]
4267,прибавь звук музыки,прибавь звук музыки
4268,перейди на следующую песню в плейлисте,[player_setting : перейди] на следующую песню в плейлисте
4269,повтори эту песню мне она очень нравится,[player_setting : повтори] эту песню мне она очень нравится
4270,я бы хотел чашку кофе,я бы хотел чашку кофе
4271,сделай кофе,сделай кофе
4272,у меня кофе стал холодным сделай пожалуйста ещё,у меня кофе стал холодным сделай пожалуйста ещё
4273,включи песню мало половин,включи песню [song_name : мало половин]
4274,расскажи шутку,расскажи шутку
4275,расскажи мне шутку пожалуйста,расскажи мне шутку пожалуйста
4276,пожалуйста выключи лампу,пожалуйста выключи [device_type : лампу]
4277,можешь ли ты выключить настольную лампу,можешь ли ты выключить [device_type : настольную лампу]
4278,выключи настольную лампу один,выключи [device_type : настольную лампу один]
4279,мне нравится музыка из топ сорока,мне нравится музыка из топ сорока
4280,мне нравится музыка лёгкий рок,мне нравится музыка [music_genre : лёгкий рок]
4281,мне нравится классический рок,мне нравится [music_genre : классический рок]
4282,играй песню из моих любимых,играй песню из моих любимых
4283,увеличь яркость в этой комнате,увеличь яркость в [house_place : этой комнате]
4284,увеличь яркость света,увеличь яркость света
4285,какая самая высокая температура на этой неделе,какая [weather_descriptor : самая высокая температура] на [date : этой неделе]
4286,сделай ярче свет,сделай ярче свет
4287,включи свет,включи свет
4288,какое время дня сейчас,какое время дня сейчас
4289,здесь слишком темно увеличьте яркость света,здесь слишком темно увеличьте яркость света
4290,мне взять с собой куртку сегодня вечером,мне взять с собой [weather_descriptor : куртку] [timeofday : сегодня вечером]
4291,нужно ли мне взять зонт с собой на работу сегодня,нужно ли мне взять [weather_descriptor : зонт] с собой на работу [date : сегодня]
4292,я могу пойти сегодня в магазин в шортах,я могу пойти [date : сегодня] в магазин в [weather_descriptor : шортах]
4293,какие ближайшие оповещения,какие ближайшие оповещения
4294,не могли бы вы сказать о будильниках которые я поставил,не могли бы вы сказать о будильниках которые я поставил
4295,пожалуйста включи ольгу бузову,пожалуйста включи [artist_name : ольгу бузову]
4296,я бы хотел послушать,я бы хотел послушать
4297,говори громче,говори громче
4298,увеличь громкость динамика,увеличь громкость динамика
4299,сделай здесь свет краснее,сделай здесь свет [color_type : краснее]
4300,сделай свет в гостиной оранжевым,сделай свет в [house_place : гостиной] [color_type : оранжевым]
4301,воспроизвести музыку кино,воспроизвести музыку [artist_name : кино]
4302,включи последний альбом басты,включи последний альбом [artist_name : басты]
4303,найди какую-нибудь классическую музыку бетховена и включи её,найди какую-нибудь [music_genre : классическую музыку] [artist_name : бетховена] и включи её
4304,включи айсберг аллы пугачевой,включи [song_name : айсберг] [artist_name : аллы пугачевой]
4305,играй песню ольги бузовой мало половин,играй песню [artist_name : ольги бузовой] [song_name : мало половин]
4306,воспроизведи песню григория лепса рюмка водки,воспроизведи песню [artist_name : григория лепса] [song_name : рюмка водки]
4307,время в москве сейчас,время в [place_name : москве] сейчас
4308,какое на данный момент время в тихоокеанском часовом поясе,какое на данный момент время в [place_name : тихоокеанском часовом поясе]
4309,через сколько часов наступит полночь в тюмени россия,через сколько часов наступит [time : полночь] в [place_name : тюмени россия]
4310,что они говорят о владимире путине на эту тему,что они говорят о [person : владимире путине] на эту тему
4311,пожалуйста найди мне последние новости,пожалуйста найди мне последние новости
4312,в москве будет меньше чем десять градусов,в [place_name : москве] будет [weather_descriptor : меньше чем десять градусов]
4313,завтра будет дождь в москве,[date : завтра] будет [weather_descriptor : дождь] в [place_name : москве]
4314,там пасмурно сегодня вечером,там [weather_descriptor : пасмурно] [timeofday : сегодня вечером]
4315,выключи свет в моей комнате,выключи свет в моей [house_place : комнате]
4316,выключи всё освещение,выключи всё освещение
4317,поставь будильник на десять часов утра завтра,поставь будильник на [time : десять] часов [timeofday : утра] [date : завтра]
4318,разбуди меня в десять,разбуди меня в [time : десять]
4319,мне завтра надо встать в десять,мне [date : завтра] надо встать в [time : десять]
4320,мне нравится альтернативный рок музыка,мне нравится [music_genre : альтернативный рок] музыка
4322,выключи свет в моей комнате,выключи свет в [house_place : моей комнате]
4323,выключи сейчас свет,выключи сейчас свет
4324,воспроизведи удивительный мир басты,воспроизведи [song_name : удивительный мир] [artist_name : басты]
4325,играй группу крови кино,играй [song_name : группу крови] [artist_name : кино]
4326,включи группу крови кино,включи [song_name : группу крови] [artist_name : кино]
4327,там слишком холодно чтобы купаться,там слишком [weather_descriptor : холодно] чтобы [weather_descriptor : купаться]
4328,какой прогноз на пять дней,какой прогноз на [date : пять дней]
4329,узнаёшь песню из моего телефона,узнаёшь песню из моего телефона
4330,какой название текущей песни,какой название текущей песни
4332,включи поп песни,включи [music_genre : поп] песни
4333,что происходит прямо сейчас в twitter,что происходит прямо сейчас в [media_type : twitter]
4334,как выглядит моя лента в facebook,как выглядит моя лента в [media_type : facebook]
4335,какая музыка играет,какая музыка играет
4336,сколько времени в китае,сколько времени в [place_name : китае]
4337,сколько времени в дубаи,сколько времени в [place_name : дубаи]
4338,покажи доставки рядом со мной,покажи [order_type : доставки] рядом со мной
4339,открой интернет,открой интернет
4340,покажи мне китайскую еду поблизости,покажи мне [food_type : китайскую] еду поблизости
4341,повысь громкость динамиков,повысь громкость динамиков
4342,понизь громкость динамиков,понизь громкость динамиков
4343,поднять громкость динамиков до пятидесяти пяти процентов,поднять громкость динамиков [change_amount : до пятидесяти пяти процентов]
4344,поставить этой песне пять звезд и сохранить рейтинг,поставить этой песне пять звезд и сохранить рейтинг
4345,помнишь эта песня хороша но слишком медленная для тренировки,помнишь эта песня хороша но слишком медленная для тренировки
4346,выключи свет,выключи свет
4347,выключи свет,выключи свет
4348,который час в дубаи,который час в [place_name : дубаи]
4349,скажи мне какое время в токио,скажи мне какое время в [place_name : токио]
4350,какое время дня сейчас в калуге,какое время дня сейчас в [place_name : калуге]
4351,сколько времени в англии,сколько времени в [place_name : англии]
4352,назови время в p. s. t.,назови время в [time_zone : p. s. t.]
4354,какая погода сейчас в сочи,какая погода сейчас в [place_name : сочи]
4355,какая погода у нас,какая погода у нас
4356,пропылесось ковер в гостиной,пропылесось ковер в [house_place : гостиной]
4357,вычисти пылесосом ковровый освежитель с ковра,вычисти пылесосом ковровый освежитель с ковра
4358,закажи жареную курицу из япона мамы через сбермаркет,закажи [food_type : жареную курицу] из [business_name : япона мамы] через [app_name : сбермаркет]
4359,дай мне послушать немного музыки,дай мне послушать немного музыки
4360,я хочу послушать отличную музыку,я хочу послушать отличную музыку
4361,дай мне немного хороших мелодий,дай мне немного хороших мелодий
4362,который сейчас час в новоуральске,который сейчас час в [place_name : новоуральске]
4363,пожалуйста время в каире,пожалуйста время в [place_name : каире]
4364,сколько времени в бишкеке,сколько времени в [place_name : бишкеке]
4365,сколько времени в краснодаре,сколько времени в [place_name : краснодаре]
4366,какие-нибудь смешные шутки,какие-нибудь [joke_type : смешные] шутки
4367,какое текущее время в лондоне,какое текущее время в [place_name : лондоне]
4368,я хочу какой нибудь кофе,я хочу какой нибудь кофе
4369,включи свет,включи свет
4370,увеличь громкость на музыкальном проигрывателе до седьмого уровня,увеличь громкость на [device_type : музыкальном проигрывателе] до [change_amount : седьмого уровня]
4371,эта песня моя для меня,эта песня моя для меня
4372,я хочу услышать мою любимую песню,я хочу услышать мою любимую песню
4373,сыграй мою лучшую песню,сыграй мою лучшую песню
4374,посмотреть установленные будильники,посмотреть установленные будильники
4375,посмотреть все будильники,посмотреть все будильники
4376,как там сегодня на улице,как там [date : сегодня] на улице
4377,какая сейчас погода,какая сейчас погода
4378,можно ли заказать еду на вынос в панинаро,можно ли заказать еду [order_type : на вынос] в [business_name : панинаро]
4379,можно ли заказать еду на вынос в панинаро,можно ли заказать еду на вынос в [business_name : панинаро]
4380,предлагает ли панинаро заказы на вынос,предлагает ли [business_name : панинаро] [order_type : заказы на вынос]
4381,удали мой самый ранний будильник на завтра,удали мой самый ранний будильник на [date : завтра]
4382,что с погодой на следующей неделе в кирове кировская область,что с погодой [date : на следующей неделе] в [place_name : кирове кировская область]
4383,какой будет погода завтра,какой будет погода [date : завтра]
4384,погода завтра будет жаркая или прохладная,погода [date : завтра] будет [weather_descriptor : жаркая или прохладная]
4385,какую песню я слушаю,какую песню я слушаю
4386,какова информацию по текущему треку,какова информацию по текущему треку
4387,увеличить яркость лампы,увеличить [device_type : яркость лампы]
4388,включи люстру на полную мощность,включи люстру на полную мощность
4389,не мог бы ты изменить громкость,не мог бы ты изменить громкость
4390,уменьши громкость,уменьши громкость
4391,какие заголовки на c n n,какие заголовки на [media_type : c n n]
4392,какие последние новости на c. n. n.,какие последние новости на [media_type : c. n. n.]
4393,пожалуйста закажи мне сейчас пиццу и крылышки из papa johns,пожалуйста закажи мне сейчас [food_type : пиццу и крылышки] из [business_name : papa johns]
4394,заказать саб с индейкой и оформить доставку на пять вечера сегодня,заказать [food_type : саб с индейкой] и оформить доставку на [time : пять вечера] [timeofday : сегодня]
4395,пожалуйста говори громче,пожалуйста говори громче
4396,олли пожалуйста говори,олли пожалуйста говори
4397,можешь говорить немного тише пожалуйста,можешь говорить немного тише пожалуйста
4398,пожалуйста поставь громкость на самую громкую настройку,пожалуйста поставь громкость на [change_amount : самую громкую] настройку
4399,какие последние новости с c. b. s.,какие последние новости с [media_type : c. b. s.]
4400,какие есть актуальные статьи в газете аргументы и факты,какие есть актуальные статьи в газете [media_type : аргументы и факты]
4401,мне надо брать зонт с собой сегодня,мне надо брать зонт с собой [date : сегодня]
4402,мне сегодня взять с собой зонтик,мне [date : сегодня] взять с собой зонтик
4403,мне сегодня зонтик брать,мне [date : сегодня] [weather_descriptor : зонтик] брать
4404,будь моими часами,будь моими часами
4405,выключи звук,выключи звук
4406,заглушить звук,заглушить звук
4407,включи альбом,включи альбом
4409,выхода нет сплина,[song_name : выхода нет] [artist_name : сплина]
4410,запусти покинула чат,запусти [song_name : покинула чат]
4411,останови музыку,останови музыку
4412,какая погода в покрове,какая погода в [place_name : покрове]
4413,идёт снег в саранске,идёт [weather_descriptor : снег] в [place_name : саранске]
4414,ожидается дождь в твери во вторник,ожидается [weather_descriptor : дождь] в [place_name : твери] во [date : вторник]
4415,в какой альбоме эта песня находится,в какой альбоме эта песня находится
4416,сколько время в брянске,сколько время в [place_name : брянске]
4417,который час в веллингтоне новая зеландия,который час в [place_name : веллингтоне новая зеландия]
4418,который час в казани татарстан,который час в [place_name : казани татарстан]
4419,перемешать мой плейлист для тренировок,[player_setting : перемешать] мой [playlist_name : плейлист для тренировок]
4420,найди какой-нибудь рок,найди какой-нибудь [music_genre : рок]
4421,убери звук аудио,убери звук аудио
4422,останови звук,останови звук
4423,что с погодой на этой неделе,что с погодой [date : на этой неделе]
4424,хоть на этой неделе будет дождь,хоть [date : на этой неделе] будет [weather_descriptor : дождь]
4425,покажи мне погоду на неделю в округе,покажи мне погоду [date : на неделю] в округе
4427,разбуди меня в девять утра,разбуди меня в [time : девять утра]
4428,распознай песню,распознай песню
4429,идентификатор песни,идентификатор песни
4430,саундклауд,саундклауд
4431,какой день двадцать второе,какой день [time : двадцать второе]
4432,воспроизведи мой плейлист для тренировок в spotify,воспроизведи мой [playlist_name : плейлист для тренировок] в [app_name : spotify]
4433,включи немного музыки из жанра метал,включи немного музыки из жанра [music_genre : метал]
4434,какой прогноз на эту неделю,какой прогноз [date : на эту неделю]
4435,когда уже будет солнечно,когда уже будет [weather_descriptor : солнечно]
4436,какую куртку мне надеть,какую [weather_descriptor : куртку] мне надеть
4437,мне одевать сандалии,мне одевать [weather_descriptor : сандалии]
4438,погода нижний новгород,погода [place_name : нижний новгород]
4439,какая погода в красноярске,какая погода в [place_name : красноярске]
4440,приглуши весь свет внутри,приглуши весь свет [house_place : внутри]
4441,включи романтический свет пожалуйста,включи [color_type : романтический] свет пожалуйста
4442,сделай кофе в три,сделай кофе в [time : три]
4443,включи кофемашину в три,включи [device_type : кофемашину] в [time : три]
