id,utt,annot_utt
1898,שנה את האור במרפסת לכבוי,שנה את האור [house_place : במרפסת] לכבוי
1899,הגבר את בהירות האור בשבעים אחוז,הגבר את בהירות האור [change_amount : בשבעים אחוז]
1900,מה טרנדי בטכנולוגיה היום,מה טרנדי בטכנולוגיה [date : היום]
1901,תעדכני אותי בתוצאות הבחירות,תעדכני אותי בתוצאות [news_topic : הבחירות]
1902,מה אומרים האנליסטים על מדיניות ההגירה החדשה,מה אומרים האנליסטים על [news_topic : מדיניות ההגירה] החדשה
1903,עדכן אותי ב משחק ה כדורגל של היום,עדכן אותי ב [news_topic : משחק] ה [news_topic : כדורגל] [date : של היום]
1904,עדכן אותי על אירועי המשחק,עדכן אותי על [news_topic : אירועי המשחק]
1905,תחליש את האור לארבעים אחוז,תחליש את האור [change_amount : לארבעים אחוז]
1906,הנמך את הווליום,הנמך את הווליום
1907,שפר בהירות עוצמת קול,שפר בהירות עוצמת קול
1908,סטטוס הזמנת המסעדה שלי,סטטוס הזמנת [business_type : המסעדה] שלי
1909,עדכון משלוח מהמסעדה,עדכון משלוח [business_type : מהמסעדה]
1910,סטטוס הזמנות מסעדה,סטטוס הזמנות [business_type : מסעדה]
1912,הגדירי התראה לחמש בבוקר,הגדירי התראה [time : לחמש בבוקר]
1913,תעירי אותי בחמש בבוקר,תעירי אותי [time : בחמש בבוקר]
1914,תתריע לי בעוד חמש שעות,תתריע לי בעוד [time : חמש] שעות
1916,האם הקפה מוכן,האם הקפה מוכן
1918,מה מזה האוויר לשבעת הימים הקרובים,מה מזה האוויר [time : לשבעת הימים הקרובים]
1919,ספרי לי מה מזג האוויר השבוע,ספרי לי מה מזג האוויר [date : השבוע]
1920,מה מזג האוויר לשבוע הלימודים,מה מזג האוויר [date : לשבוע הלימודים]
1921,ערב טוב,ערב טוב
1922,מה השעה בחיפה,מה השעה [place_name : בחיפה]
1923,הראה לי זמן נוכחי של אשדוד,הראה לי זמן נוכחי [place_name : של אשדוד]
1924,תפעילי את שואב האבק,תפעילי את [device_type : שואב האבק]
1925,הפעל את שואב האבק הרובוטי שלי,הפעל את [device_type : שואב האבק הרובוטי] שלי
1926,תתחיל להפעיל שואב אבק רובוטי,תתחיל להפעיל [device_type : שואב אבק רובוטי]
1927,כבה שקע חכם בחדר המשחקים,כבה [device_type : שקע חכם] [house_place : בחדר המשחקים]
1928,נגן מוזיקה,נגן מוזיקה
1929,תן לי קצת מוזיקה,תן לי קצת מוזיקה
1930,נגן כמה מנגינות,נגן כמה מנגינות
1931,נגן רשימת הליכה,נגן רשימת [playlist_name : הליכה]
1932,מזג האוויר רגוע היום,מזג האוויר [weather_descriptor : רגוע] [date : היום]
1933,האם תהיה ירידה בטמפרטורה הלילה,האם תהיה ירידה [weather_descriptor : בטמפרטורה] [timeofday : הלילה]
1934,מה התאריך הנוכחי קבוצת זמן,מה התאריך הנוכחי קבוצת זמן
1935,מי המשורר,מי המשורר
1936,האם גשום בבאר שבע,האם [weather_descriptor : גשום] [place_name : בבאר שבע]
1937,תן לי מידע על מזג האוויר בצפון תל אביב,תן לי מידע על מזג האוויר [place_name : בצפון תל אביב]
1938,דיווח מזג האוויר לראשון לציון,דיווח מזג האוויר [place_name : לראשון לציון]
1939,תפתח שיר מהרשימה הנתונה,תפתח שיר מהרשימה הנתונה
1940,נגן את שם השיר,נגן את שם השיר
1941,נקה את הבית,נקה את [house_place : הבית]
1942,הפעל את שואב האבק,הפעל את [device_type : שואב האבק]
1943,התחל ניקיון בית,התחל ניקיון [house_place : בית]
1944,כבה את האור,כבה את האור
1945,כבה את האור,כבה את האור
1946,הגבר ווליום,הגבר ווליום
1947,הנמך עוצמת קול,הנמך עוצמת קול
1948,בדיחה מצחיקה,בדיחה [joke_type : מצחיקה]
1949,יש איזשהן חדשות אחרונות,יש איזשהן חדשות אחרונות
1950,יש איזשהם מבזקי חדשות,יש איזשהם מבזקי חדשות
1951,מה השעה בלונדון,מה השעה [place_name : בלונדון]
1952,מה השעה באשדוד,מה השעה [place_name : באשדוד]
1953,איזה שיר מתנגן עכשיו,איזה שיר מתנגן עכשיו
1954,הגבר ווליום לחמישים אחוז,הגבר ווליום [change_amount : לחמישים אחוז]
1955,תחזור על השיר שמתנגן עכשיו,[player_setting : תחזור] על השיר שמתנגן עכשיו
1956,שלום מה שלומך היום,שלום מה שלומך [date : היום]
1957,סירי תגידי מה ההתראות שלי,סירי תגידי מה ההתראות שלי
1958,תשיג חדשות עדכניות,תשיג חדשות עדכניות
1959,תשיג חדשות עדכניות,תשיג חדשות עדכניות
1960,שנה את צבע האור לצבע ורוד,שנה את צבע האור לצבע [color_type : ורוד]
1961,זה יהיה טוב אם תעשי את האור צהבהב,זה יהיה טוב אם תעשי את האור [color_type : צהבהב]
1962,היי גוגל נגן לי הפלייליסט משוגע משוגע באפליקציה gaana שלי,היי גוגל נגן לי הפלייליסט [playlist_name : משוגע משוגע] באפליקציה gaana שלי
1963,הי siri פלייליסט אוטומטי המבוסס על שירים ששמעתי באפליקציה השבוע,הי siri פלייליסט [playlist_name : אוטומטי] המבוסס על שירים [music_descriptor : ששמעתי באפליקציה] [date : השבוע]
1964,היי אולי נגני לי פלייליסט אוטומטית מבוסס על שירים ששמעתי באפליקציית גאנה השבוע,היי אולי נגני לי פלייליסט [playlist_name : אוטומטית] מבוסס על שירים [music_descriptor : ששמעתי באפליקציית גאנה] [date : השבוע]
1965,היי נגן לי שירים שיצאו בשנה האחרונה מהפלייליסט של עומר אדם,היי נגן לי שירים [music_descriptor : שיצאו בשנה האחרונה] מהפלייליסט של [artist_name : עומר אדם]
1966,שנה צבע אור לירוק,שנה צבע אור [color_type : לירוק]
1967,שנה את צבע האור לצהוב,שנה את צבע האור [color_type : לצהוב]
1968,גשום בחוץ,[weather_descriptor : גשום] בחוץ
1969,היום יום שמשי או לא,[date : היום] יום [weather_descriptor : שמשי] או לא
1970,חזור על השיר הזה שלוש פעמים,[player_setting : חזור] על השיר הזה שלוש פעמים
1971,שמור את האינפורמציה שסופקה על ידי עומר אדם על השיר הזה,שמור את האינפורמציה שסופקה על ידי [artist_name : עומר אדם] על השיר הזה
1972,כבה אור מרכזי,כבה [device_type : אור מרכזי]
1973,כבה תאורת לובי,כבה תאורת [house_place : לובי]
1974,כבי אור מוסך,כבי אור [house_place : מוסך]
1975,האם אני שמתי איזשהי התראה היום,האם אני שמתי איזשהי התראה [date : היום]
1976,אם יש התראה שמורה כלשהי תודיע לי,אם יש התראה שמורה כלשהי תודיע לי
1977,הסירי בבקשה את ההתראה שהגדרתי להיום בבוקר,הסירי בבקשה את ההתראה שהגדרתי [date : להיום] [timeofday : בבוקר]
1978,תעדכני אותי בחדשות על רעידת האדמה בקפריסין,תעדכני אותי בחדשות על [news_topic : רעידת האדמה בקפריסין]
1979,האם יש חדשות בנושא פוליטיקה מה זה,האם יש חדשות בנושא [news_topic : פוליטיקה] מה זה
1980,נגן את המוזיקה המועדפת שלי,נגן את המוזיקה המועדפת שלי
1981,חפש מוזיקה קלאסית ונגן,חפש מוזיקה [music_genre : קלאסית] ונגן
1982,הגדירי התראה לשש וחצי בבוקר,הגדירי התראה [time : לשש וחצי בבוקר]
1983,תגדירי התראה לחצי שעה מזמן הארוחה שלי,תגדירי התראה [time : לחצי שעה מזמן הארוחה שלי]
1984,ספרי לי מה תוצאות הבחירות שהיו אמורות להגיע היום,ספרי לי מה תוצאות [news_topic : הבחירות] שהיו אמורות להגיע [date : היום]
1985,בבקשה תשני עוצמת קול להשתק,בבקשה תשני עוצמת קול להשתק
1986,תכווני את ממוצע המכשיר,תכווני את [change_amount : ממוצע] המכשיר
1988,היי אלקסה תדליקי תאורת דיסקו בדירה שלי ותני למסיבה להתחיל,היי אלקסה תדליקי [device_type : תאורת דיסקו] [house_place : בדירה] שלי ותני למסיבה להתחיל
1989,כוון שיר מהסרט ארמגדון,כוון שיר [music_descriptor : מהסרט ארמגדון]
1990,נגן מוסיקה של דייויד גואטה,נגן מוסיקה של [artist_name : דייויד גואטה]
1991,מה מזג האוויר להיום,מה מזג האוויר [date : להיום]
1992,את יכולה להגיד לי מה מזג האוויר של יום שני,את יכולה להגיד לי מה מזג האוויר של [date : יום שני]
1993,אתה יכול להגביר את האורות,אתה יכול להגביר את האורות
1994,תוכל לפתוח את ה itunes שלי,תוכל לפתוח את ה itunes שלי
1995,נגן את החיפושיות,נגן את [artist_name : החיפושיות]
1996,תוכל לפתוח כוורת,תוכל לפתוח [artist_name : כוורת]
1997,את יכולה לחפש ביבי,את יכולה לחפש [news_topic : ביבי]
1998,תעלה סיפוריי נתניהו,תעלה סיפוריי [news_topic : נתניהו]
1999,יש עדכונים על ביבי,יש עדכונים על [news_topic : ביבי]
2000,הפעל את שואב האבק שלי בבקשה,הפעל את [device_type : שואב האבק] שלי בבקשה
2001,שואב האבק שלי לא מופעל הפעל אותו בבקשה,[device_type : שואב האבק] שלי לא מופעל הפעל אותו בבקשה
2002,תפעילי זריז את שואב האבק הרובוטי,תפעילי זריז את [device_type : שואב האבק הרובוטי]
2003,תשתיק בבקשה,תשתיק בבקשה
2004,לילה טוב,לילה טוב
2005,האם טייק אוויי אפשרי מהלאפה של רפי,האם [order_type : טייק אוויי] אפשרי [business_name : מהלאפה של רפי]
2006,בקשה נגן ראפ,בקשה נגן [music_genre : ראפ]
2007,בבקשה נגן שני משוגעים,בבקשה נגן [song_name : שני משוגעים]
2008,בבקשה נגן שני משוגעים,בבקשה נגן [song_name : שני משוגעים]
2009,מה תנאי מזג האוויר השבוע,מה תנאי מזג האוויר [date : השבוע]
2010,מזג האוויר השבוע יהיה שמשי או לא,מזג האוויר [date : השבוע] יהיה [weather_descriptor : שמשי] או לא
2011,שלום איך את,שלום איך את
2012,מה השם של השיר שמושמע עכשיו,מה השם של השיר שמושמע עכשיו
2013,מי הזמר בשיר שמתנגן עכשיו,מי הזמר בשיר שמתנגן עכשיו
2014,מה מילות השיר של השיר המנוגן,מה מילות השיר של השיר המנוגן
2015,עמעם את האורות בשירותים,עמעם את האורות [house_place : בשירותים]
2016,הנמך אורות במטבח,הנמך אורות [house_place : במטבח]
2018,שנה את האורות לגוון אדום,שנה את האורות לגוון [color_type : אדום]
2019,שנה אורות לכחול לירוק לצהוב,שנה אורות [color_type : לכחול לירוק לצהוב]
2020,תגבירי שמע בשני שלבים,תגבירי שמע [change_amount : בשני שלבים]
2021,תנמיכי עוצמת קול לממש רך,תנמיכי עוצמת קול לממש רך
2022,מה השעה והיום היום,מה השעה והיום [date : היום]
2023,שעה ותאריך נוכחיים בבקשה,שעה ותאריך נוכחיים בבקשה
2024,תתחיל להכין קצת קפה,תתחיל להכין קצת קפה
2025,תכיני בבקשה קפה לפי ההעדפה הקודמת שלי,תכיני בבקשה קפה לפי ההעדפה הקודמת שלי
2026,הכיני קפה עכשיו,הכיני קפה עכשיו
2027,אתה יכול לבדוק מה השעה,אתה יכול לבדוק מה השעה
2028,איזו מוזיקה מתנגנת כרגע,איזו מוזיקה מתנגנת כרגע
2029,ספר לי על השיר הזה,ספר לי על השיר הזה
2030,השיר הזה שמנוגן מה זה,השיר הזה שמנוגן מה זה
2031,מה זה השיר ההוא,מה זה השיר ההוא
2032,תאמר לי את השם של השיר הה,תאמר לי את השם של השיר הה
2033,סטטוס נוכחי של הזמנת טייק אווי,סטטוס נוכחי של [order_type : הזמנת] טייק אווי
2034,איפה האוכל שלי,איפה האוכל שלי
2035,olly איפה האוכל שלי,olly איפה האוכל שלי
2036,כמה זמן עד שאקבל את האוכל שלי,כמה זמן עד שאקבל את האוכל שלי
2037,שנה את האורות לאדומים,שנה את האורות [color_type : לאדומים]
2038,החליפי מאורות כחולים לצהובים,החליפי מאורות [color_type : כחולים לצהובים]
2039,יום נעים היום,יום [weather_descriptor : נעים] [date : היום]
2040,איזה יום שמשי,איזה יום [weather_descriptor : שמשי]
2041,מזג האוויר של היום נהדר,מזג האוויר [date : של היום] [weather_descriptor : נהדר]
2042,האם הפגישה נקבעה למחר,האם [event_name : הפגישה] נקבעה [date : למחר]
2043,אני לא צריך אור,אני לא צריך אור
2044,אני לא צריך את האורות,אני לא צריך את האורות
2045,האור הוא יותר מדי,האור הוא יותר מדי
2046,אני לא רוצה צליל,אני לא רוצה צליל
2047,הנמך עוצמת שמע,הנמך עוצמת שמע
2048,כבה את הרמקולים,כבה את הרמקולים
2049,תבדוק את מזג האוויר של עיר ברשימה שמתחילה בא',תבדוק את מזג האוויר של עיר ברשימה שמתחילה בא'
2050,בדוק את מזג האוויר של העיר יבנה,בדוק את מזג האוויר של העיר [place_name : יבנה]
2051,תן לי את דיווח מזג האוויר של היום לעיר צפת,תן לי את דיווח מזג האוויר [date : של היום] לעיר [place_name : צפת]
2052,תכבי את האורות בסלון,תכבי את האורות [house_place : בסלון]
2053,תגרום לאיי רומבה שלי לנקות את הסלון,תגרום [device_type : לאיי רומבה] שלי לנקות את [house_place : הסלון]
2054,האיי רומבה שלי ניקה את הבית,[device_type : האיי רומבה] שלי ניקה את [house_place : הבית]
2055,שמור את השיר הזה כשאזדקק לעידוד,שמור את השיר הזה כשאזדקק לעידוד
2056,מעולם לא רציתי לשמוע את השיר הזה שוב,מעולם לא רציתי לשמוע את השיר הזה שוב
2057,שים שיר זה ברשימת המועדפים שלי,שים שיר זה ברשימת המועדפים שלי
2058,האם מעונן היום,האם [weather_descriptor : מעונן] [date : היום]
2059,יורד גשם,[weather_descriptor : יורד גשם]
2060,נגן לי קצת ג'אז,נגן לי קצת [music_genre : ג'אז]
2061,בבקשה נגן מוזיקת ג'אז,בבקשה נגן מוזיקת [music_genre : ג'אז]
2062,אני רוצה קצת מוזיקת ג'אז שתישמע,אני רוצה קצת מוזיקת [music_genre : ג'אז] שתישמע
2063,תגידי לי את מזג האוויר של השבוע הזה,תגידי לי את מזג האוויר [date : של השבוע הזה]
2064,מה יהיה מזג האוויר השבוע,מה יהיה מזג האוויר [date : השבוע]
2065,איך מזג האוויר השבוע,איך מזג האוויר [date : השבוע]
2066,מה היו המספרים הזוכים בהגרלת הלוטו אתמול,מה היו [news_topic : המספרים הזוכים בהגרלת הלוטו] [date : אתמול]
2067,האם מישהו זכה אתמול בלוטו,האם מישהו [news_topic : זכה] [date : אתמול] [news_topic : בלוטו]
2068,רמת ווליום,רמת ווליום
2069,גע בכפתור ההשתקה,גע בכפתור ההשתקה
2070,כבה רמקול,כבה רמקול
2071,נגני לי איזשהו מה,נגני לי איזשהו מה
2072,אני רוצה לשמוע הופעה חיה של צביקה פיק,אני רוצה לשמוע [music_descriptor : הופעה חיה] של [artist_name : צביקה פיק]
2073,נגן לי כיסוי עדכני של שלמו ארצי,נגן לי [song_name : כיסוי עדכני] של [artist_name : שלמו ארצי]
2074,הפעל את השקע שלי בשירותים,הפעל את השקע שלי [house_place : בשירותים]
2075,אני רוצה עוד אור,אני רוצה עוד אור
2076,תדליק את כל האורות,תדליק את כל האורות
2077,תעשה עוד אור,תעשה עוד אור
2078,תנמיכי עוצמת קול קצת בבקשה,תנמיכי עוצמת קול קצת בבקשה
2079,חזור על השיר האחרון,[player_setting : חזור] על [song_name : השיר האחרון]
2080,האם השעון המעורר שלי מוגדר לשש בבוקר,האם [alarm_type : השעון המעורר] שלי מוגדר [time : לשש בבוקר]
2081,כוון את ההתראה שלי לשש בבוקר מחר,כוון את ההתראה שלי [time : לשש בבוקר] [date : מחר]
2082,תעלה את האור,תעלה את האור
2083,תבהירי יותר את האור,תבהירי יותר את האור
2084,אני רוצה לשמוע משהו קלאסי חוץ מבאך ושוברט,אני רוצה לשמוע משהו [music_genre : קלאסי] חוץ [artist_name : מבאך ושוברט]
2085,אלכסה אשמח לשמוע כל מוזיקה קלאסית למעט בטהובן או מוצארט,אלכסה אשמח לשמוע כל [music_genre : מוזיקה קלאסית] למעט [artist_name : בטהובן] או [artist_name : מוצארט]
2086,הייתי רוצה לשמוע איזשהו קלאסית חוץ מבך או שוברט,הייתי רוצה לשמוע איזשהו [music_genre : קלאסית] חוץ [artist_name : מבך] או [artist_name : שוברט]
2087,נגן עשרת הלהיטים של השנה של עומר אדם,נגן [music_descriptor : עשרת הלהיטים] [time : של השנה] של [artist_name : עומר אדם]
2088,בוא נשמע מוסיקה מזרחית ולועזית לא מארצות הברית,בוא נשמע מוסיקה [music_genre : מזרחית ולועזית] לא מארצות הברית
2089,מתי הסינית שלי תגיע,מתי [food_type : הסינית] שלי תגיע
2090,צלצל לפיצה האט,צלצל [business_name : לפיצה האט]
2091,האם יהיו ממטרים מחר בבוקר,האם יהיו [weather_descriptor : ממטרים] [date : מחר] [timeofday : בבוקר]
2092,בדוק את כותר המוסיקה אשר מתנגן כעת,בדוק את כותר המוסיקה אשר מתנגן כעת
2093,תביא לי קצת מוזיקה עדכנית,תביא לי קצת מוזיקה עדכנית
2094,איזו מוסיקה מתנגנת כרגע,איזו מוסיקה מתנגנת כרגע
2095,האם ארומה עושים משלוחים,האם [business_name : ארומה] [order_type : עושים משלוחים]
2096,האם ג'פניקה עושים הזמנות באינטרנט,האם [business_name : ג'פניקה] עושים [order_type : הזמנות באינטרנט]
2097,משהו מענין קורה בעולם,משהו מענין קורה [place_name : בעולם]
2098,מה קורה בעולם בימים אלה,מה קורה [place_name : בעולם] בימים אלה
2099,משוך את שווארמה ראש העיר און ליין,משוך את [business_name : שווארמה ראש העיר] און ליין
2100,כמה שיפוד קבב עולה בגן הסיני,כמה [food_type : שיפוד קבב] עולה [business_name : בגן הסיני]
2102,נגן את הפלייליסט האחרון שנוגן,נגן את הפלייליסט האחרון שנוגן
2103,נגן את הפלייליסט שלי ששמעתי אחרון,נגן את הפלייליסט שלי ששמעתי אחרון
2104,מה מזג האוויר בבית,מה מזג האוויר [place_name : בבית]
2105,אני אוהב שוקולד של גידי גוב,אני אוהב שוקולד של [artist_name : גידי גוב]
2106,נגן כל דבר של שלמו ארצי ואהיה מאושר,נגן כל דבר של [artist_name : שלמו ארצי] ואהיה מאושר
2107,עומר אדם שני משוגעים,עומר אדם שני משוגעים
2108,הבא שנגן שני משוגעים,הבא שנגן [song_name : שני משוגעים]
2109,שים את אהבה בקיץ במקום השלישי בתור שלי,שים את [song_name : אהבה בקיץ] במקום השלישי בתור שלי
2110,מה השעה ברמת גן ממש עכשיו,מה השעה [place_name : ברמת גן] ממש עכשיו
2111,מתי שכאן עשר בערב מה השעה באשקלון,מתי שכאן [time : עשר בערב] מה השעה [place_name : באשקלון]
2112,תן לי את הזמן בפתח תקווה,תן לי את הזמן [place_name : בפתח תקווה]
2113,ספרי לי על כל האירועים שמתקיימים בעיר שלי,ספרי לי על כל האירועים שמתקיימים [place_name : בעיר שלי]
2114,מה החדשות לאחרונה,מה החדשות לאחרונה
2115,נגן פופ,נגן [music_genre : פופ]
2116,נגן מוזיקת פופ חדשה,נגן מוזיקת [music_genre : פופ] חדשה
2117,נגן את שירי הפופ האחרונים,נגן את שירי [music_genre : הפופ] האחרונים
2118,תעשה אווירה בבקשה,תעשה אווירה בבקשה
2119,אני צריך קצת אווירה כאן,אני צריך קצת אווירה כאן
2120,תהפוך את האורות לכחולים,תהפוך את האורות [color_type : לכחולים]
2121,כבה את האורות בחדר השינה,כבה את האורות [house_place : בחדר השינה]
2122,שנה את האור בסלון לאדום,שנה את האור [house_place : בסלון] [color_type : לאדום]
2123,מה מזג האוויר בתל אביב ישראל,מה מזג האוויר [place_name : בתל אביב ישראל]
2124,תגידי לי מה מזג האוויר של קצרין,תגידי לי מה מזג האוויר של [place_name : קצרין]
2125,תגיד לי מה מזג האוויר של תל אביב ישראל אולי,תגיד לי מה מזג האוויר של [place_name : תל אביב ישראל] אולי
2126,מה קורה עם סערת כרמל,מה קורה עם [news_topic : סערת כרמל]
2127,האם מישהו נעצר היום במחאה ביפו,האם מישהו [news_topic : נעצר] [date : היום] [news_topic : במחאה] [place_name : ביפו]
2128,צבע אור צריך להיות בהיר עמום,צבע אור צריך להיות בהיר עמום
2129,תשני את התאורה בבית מירוק לאדום,תשני את התאורה בבית [color_type : מירוק לאדום]
2130,קצת יותר מואר תודה,קצת יותר מואר תודה
2134,הער אותי,הער אותי
2135,מתי ההתראה הבאה,מתי ההתראה הבאה
2136,הסר את ההתראה של ארבע לפנות בוקר שלי,הסר את ההתראה של [time : ארבע לפנות בוקר] שלי
2137,נגן מזרחית,נגן [music_genre : מזרחית]
2138,נגן ג'אז,נגן [music_genre : ג'אז]
2139,איך מזג האוויר בחוץ,איך מזג האוויר בחוץ
2140,סירי איך מזג האוויר בחוץ,סירי איך מזג האוויר בחוץ
2141,להביא מטריה היום,להביא [weather_descriptor : מטריה] [date : היום]
2142,וואלה חדשות,[media_type : וואלה חדשות]
2143,חדשות גוגל,חדשות [media_type : גוגל]
2144,איזה יןם היה בתאריך הלידה שלי,איזה יןם היה [date : בתאריך הלידה שלי]
2145,האם חג חנוכה באלף תשע מאות שבעים ושתיים היה בסוף שבוע,האם חג [event_name : חנוכה] [date : באלף תשע מאות שבעים ושתיים] היה [date : בסוף שבוע]
2146,מה תאריך אמצע החורף שנתיים מעכשיו,מה תאריך [event_name : אמצע החורף] [time : שנתיים] מעכשיו
2147,פתח התראות,פתח התראות
2148,תראה לי תוצאות של מה שאני מקשיב לו,תראה לי תוצאות של מה שאני מקשיב לו
2149,מה שם השיר שמתנגן,מה שם השיר שמתנגן
2150,תן לי מידע על שיר זה,תן לי מידע על שיר זה
2152,מוזיקה מועדפת,מוזיקה מועדפת
2153,עממי מועדף,[music_genre : עממי] מועדף
2154,תוכל לומר לי מה השעה,תוכל לומר לי מה השעה
2155,מהי השעה כרגע,מהי השעה כרגע
2156,אני צריך לדעת מה השעה עכשיו,אני צריך לדעת מה השעה עכשיו
2157,מזג האוויר ביום שני,מזג האוויר [date : ביום שני]
2158,מזג האוויר ביום שלישי,מזג האוויר [date : ביום שלישי]
2160,אני הולך לישון עכשיו,אני הולך לישון עכשיו
2161,חזור על שיר,[player_setting : חזור על] שיר
2162,חזור על ג׳אז,[player_setting : חזור] על [music_genre : ג׳אז]
2163,איך מתקדמת ההזמנה של האוכל,איך מתקדמת ההזמנה של האוכל
2164,מתי אנחנו יכולים לאכול,מתי אנחנו יכולים לאכול
2165,האם ארוחת הערב מוכנה,האם [meal_type : ארוחת הערב] מוכנה
2166,תגדירי התראה למחר בשש בבוקר,תגדירי התראה [date : למחר] [time : בשש] [timeofday : בבוקר]
2167,תעירי אותי בעוד חצי שעה,תעירי אותי בעוד [time : חצי שעה]
2168,כבי את ההתראה שלי,כבי את ההתראה שלי
2169,נמנום,נמנום
2170,שנה שעון מעורר,שנה שעון מעורר
2171,הראה לי את החדשות האחרונות על הבחירות,הראה לי את החדשות האחרונות על [news_topic : הבחירות]
2172,איזה ערים נפגעו מרעידת האדמה,איזה ערים נפגעו מרעידת האדמה
2173,למה יורד כל כך הרבה שלג בעיר שלי,למה יורד כל כך הרבה שלג [place_name : בעיר שלי]
2174,מי הזמר של בדד,מי הזמר של [song_name : בדד]
2175,כוון אור כשאני מגיע הביתה,כוון אור כשאני מגיע הביתה
2176,הנמך את רמת האור בבית שלי,הנמך את רמת האור בבית שלי
2177,תמצא לי את תנאי מזג האוויר הנוכחי,תמצא לי את תנאי מזג האוויר הנוכחי
2178,מה מצב מזג האוויר במקום שלי,מה מצב מזג האוויר [place_name : במקום שלי]
2179,את יכולה להגיד לי מה מזג האוויר בבקשה,את יכולה להגיד לי מה מזג האוויר בבקשה
2180,מה השעה בבקשה,מה השעה בבקשה
2181,תגיד לי מה השעה עכשיו,תגיד לי מה השעה עכשיו
2182,מה התאריך של היום,מה התאריך של [date : היום]
2183,מה התאריך היום,מה התאריך [date : היום]
2184,תאמר לי את התאריך של היום,תאמר לי את התאריך [date : של היום]
2185,כבה את האור בחדר השינה שלי בבקשה,כבה את האור [house_place : בחדר השינה] שלי בבקשה
2186,אני צריך שתכבה את האור בחדר השינה שלי,אני צריך שתכבה את האור [house_place : בחדר השינה] שלי
2187,תוכל בקשה לכבות את האור בחדר השינה שלי,תוכל בקשה לכבות את האור [house_place : בחדר השינה] שלי
2188,אולי את יכולה בבקשה לכבות את האור בחדר השינה שלי,אולי את יכולה בבקשה לכבות את האור [house_place : בחדר השינה] שלי
2189,כבה שקע חכם,כבה [device_type : שקע חכם]
2190,תפעילי את השקע החכם,תפעילי את [device_type : השקע החכם]
2191,נגן מוזיקת ג'אז,נגן מוזיקת [music_genre : ג'אז]
2192,אני רוצה להקשיב לרוק קלאסי,אני רוצה להקשיב [music_genre : לרוק קלאסי]
2193,צור התראה,צור התראה
2194,כוון התראה,כוון התראה
2195,הגדירי שעון מעורר,הגדירי שעון מעורר
2196,היי ספר לי בדיחה כדי לעשות אותי שמח,היי ספר לי בדיחה כדי לעשות אותי שמח
2197,ספר לי בדיחה,ספר לי בדיחה
2198,איזה יום בשבוע היה הארבעה בדצמבר אלף תשע מאות שמונים ושתים,איזה יום בשבוע היה [date : הארבעה בדצמבר אלף תשע מאות שמונים ושתים]
2199,באיזה שבוע של השנה מתחילה עונת הקיץ,באיזה שבוע של השנה מתחילה [time : עונת הקיץ]
2200,כמה שבועות נשארו עד חנוכה,כמה שבועות נשארו עד [event_name : חנוכה]
2201,כותרות כאן אחת עשרה,כותרות [media_type : כאן אחת עשרה]
2202,כותרות ישראל היום,כותרות [media_type : ישראל היום]
2203,חדשות שתים עשרה כותרות,[media_type : חדשות שתים עשרה] כותרות
2204,ספר לי בדיחה על ציפורים,ספר לי בדיחה על [joke_type : ציפורים]
2205,שקט לשעתיים,שקט [time : לשעתיים]
2206,מעכשיו על השתק,מעכשיו על השתק
2207,להשקיט את הווליום,להשקיט את הווליום
2208,יששש,יששש
2209,ספרי לי מה היו החדשות של היום בערוץ החדשות,ספרי לי מה היו החדשות [date : של היום] בערוץ החדשות
2210,מה היו החדשות היום בוואלה חדשות,מה היו החדשות [date : היום] בוואלה חדשות
2211,יש לך איזשהן עדכונים מחדשות וואלה,יש לך איזשהן עדכונים מחדשות וואלה
2212,חזור אל המוסיקה,[player_setting : חזור] אל המוסיקה
2213,ספרי לי על המרוץ לנשיאות,ספרי לי על [news_topic : המרוץ לנשיאות]
2215,ספרי לי על התקציב המדיני,ספרי לי על [news_topic : התקציב המדיני]
2216,נגן מקום לצידך,נגן [song_name : מקום לצידך]
2217,אני רוצה לשמוע יום הולדת של אליעד נחום,אני רוצה לשמוע [song_name : יום הולדת של אליעד נחום]
2218,אני רוצה להקשיב לשני משוגעים,אני רוצה להקשיב [song_name : לשני משוגעים]
2219,מזג האוויר באילת,מזג האוויר [place_name : באילת]
2220,מזג האוויר בירושלים,מזג האוויר [place_name : בירושלים]
2221,מזג האוויר ביבנה,מזג האוויר [place_name : ביבנה]
2222,מזג האוויר ברמת הגולן,מזג האוויר [place_name : ברמת הגולן]
2223,מזג האוויר בחיפה,מזג האוויר [place_name : בחיפה]
2224,מזג אוויר באשדוד,מזג אוויר [place_name : באשדוד]
2225,נגן דפוק עם תעודות אייל גולן,נגן [song_name : דפוק עם תעודות] [artist_name : אייל גולן]
2226,נגן בואי של עידן רייכל,נגן [song_name : בואי] של [artist_name : עידן רייכל]
2227,תמיר בבקשה את השעה תשע בבוקר מאזור הזמן המרכזי לאזור הזמן המזרחי,תמיר בבקשה את השעה [time : תשע בבוקר] [place_name : מאזור הזמן המרכזי לאזור הזמן המזרחי]
2228,אני צריך שתמיר את השעה תשע בבוקר מאזור הזמן המרכזי לאזור הזמן המזרחי,אני צריך שתמיר את השעה [time : תשע בבוקר] [place_name : מאזור הזמן המרכזי לאזור הזמן המזרחי]
2229,מה יהיה תשע בבוקר זמן חול לזמן מקומי,מה יהיה [time : תשע בבוקר] [place_name : זמן חול לזמן מקומי]
