id,utt,annot_utt
5343,هل سيكون الطقس مشمس يوم الجمعة,هل سيكون الطقس [weather_descriptor : مشمس] يوم [date : الجمعة]
5344,هل هناك فرصة لتساقط الثلج الأربعاء,هل هناك فرصة لتساقط [weather_descriptor : الثلج] [date : الأربعاء]
5345,اصنع قهوه قوية,اصنع قهوه [coffee_type : قوية]
5346,ما أبغى نور,ما أبغى نور
5347,شغل موسيقى رقص,شغل موسيقى [music_genre : رقص]
5348,عطني شوي إظائة خفيفة,عطني شوي إظائة خفيفة
5349,olly ابي شوية اضاءة خافتة,olly ابي شوية اضاءة خافتة
5350,هل يمكنك إخباري بالوقت في جدة,هل يمكنك إخباري بالوقت في [place_name : جدة]
5351,كيف هو اليوم بالخارج,كيف هو اليوم [weather_descriptor : بالخارج]
5352,حقي,حقي
5353,كم الساعة في الجبيل,كم الساعة في [place_name : الجبيل]
5354,الوقت الحالي في جازان,الوقت الحالي في [place_name : جازان]
5355,تكفى طفي اللمبه اللي في وسط الغرفة,تكفى طفي [device_type : اللمبه اللي في وسط] [house_place : الغرفة]
5356,لو سمحت طفي اللمبات جهة اليمين,لو سمحت طفي [device_type : اللمبات جهة اليمين]
5357,منو هاذ,منو هاذ
5358,التحديث إلى الوقت الحالي,التحديث إلى الوقت الحالي
5359,بدل لتوقيت مكة المكرمة,بدل [time_zone : لتوقيت مكة المكرمة]
5360,في أي منطقة زمنية نحن في الرجاء التغيير إلى الحالي,في أي منطقة زمنية نحن في الرجاء التغيير إلى [time_zone : الحالي]
5361,أي يوم في الأسبوع بيكون أربعة وعشرين,أي يوم في الأسبوع بيكون [date : أربعة وعشرين]
5362,في أي يوم بيكون تاريخ أربعة وعشرين الأسبوع الجاي,في أي يوم بيكون تاريخ [date : أربعة وعشرين الأسبوع الجاي]
5363,هي الرابع والعشرون يوم الثلاثاء,هي [date : الرابع والعشرون] يوم [date : الثلاثاء]
5364,طفي الضوء,طفي الضوء
5365,عاير المنبه ستة الصبح,عاير المنبه [time : ستة الصبح]
5366,جوجل البحث في نمط,جوجل البحث في نمط
5367,ماذا حدث معها,ماذا حدث معها
5368,ايش آخر الأخبار حق حظر السفر,ايش آخر الأخبار حق [news_topic : حظر السفر]
5369,ما الأخبار التي خرجت عن الحرب على اليمن,ما الأخبار التي خرجت عن [news_topic : الحرب على اليمن]
5370,ما آخر القرارات الملكية,ما آخر [news_topic : القرارات الملكية]
5371,google play something,[app_name : google play] something
5372,وش الجديد على أنغامي,وش الجديد على أنغامي
5373,my last playlist on tidal,my last playlist on [app_name : tidal]
5374,أي يوم بيكون عشرين مارس,أي يوم بيكون [date : عشرين مارس]
5375,كم التاريخ الإثنين الجاي,كم التاريخ [date : الإثنين] الجاي
5376,من فضلك اعرض لي الطقس في سبعة وعشرين مارس ألفين وسبعة عشر,من فضلك اعرض لي الطقس في [date : سبعة وعشرين مارس ألفين وسبعة عشر]
5377,يرجى التحقق من الطقس يوم الثلاثاء,يرجى التحقق من الطقس يوم [date : الثلاثاء]
5378,س,س
5380,أخبرني بأخبار من كندا,أخبرني بأخبار من [place_name : كندا]
5381,كيف تبدو الأخبار في مصر,كيف تبدو الأخبار في [place_name : مصر]
5382,كيف هي الاخبار في مصر,كيف هي الاخبار في [place_name : مصر]
5383,خفف الأضواء في الغرفة,خفف الأضواء في [house_place : الغرفة]
5384,خفف اللمبات شوي,خفف اللمبات [change_amount : شوي]
5385,تذكر اختيارات راشد الماجد المره الجايه,تذكر اختيارات [artist_name : راشد الماجد] المره الجايه
5386,ايش الأغنية الشغالة,ايش الأغنية الشغالة
5387,الأغنية,الأغنية
5388,song,song
5389,أطفئ القابس الذكي,أطفئ [device_type : القابس الذكي]
5390,طفي اللمبة الأقرب,طفي اللمبة الأقرب
5391,seal music,[artist_name : seal] music
5392,ارفع صوت الملف الصوتي حقي,ارفع صوت الملف الصوتي حقي
5393,ارفع الصوت,ارفع الصوت
5394,طفي الفيش,طفي الفيش
5395,طفي الفيش,طفي الفيش
5396,طفي المقبس طال عمرك,طفي المقبس طال عمرك
5397,طف لمبات المطبخ,طف لمبات [house_place : المطبخ]
5398,طفي كل الأنوار,طفي كل [device_type : الأنوار]
5399,امسح كل منبهات يوم الأحد,امسح كل منبهات يوم [date : الأحد]
5400,احذف منبه ستة الصبح يوم الثلوث,احذف منبه [time : ستة الصبح] يوم [date : الثلوث]
5401,موسيقى,موسيقى
5402,مطعم توصيل خدمة,[business_type : مطعم] [order_type : توصيل] خدمة
5403,مطعم يوصل,[business_type : مطعم] [order_type : يوصل]
5404,خلي roomba تنظف المطبخ,خلي [device_type : roomba] تنظف [house_place : المطبخ]
5406,هل شاورمر يقدم اكل سفري,هل [business_name : شاورمر] يقدم اكل [order_type : سفري]
5407,تيك أوي مطعم الملكي,[order_type : تيك أوي] [business_name : مطعم الملكي]
5408,تكفى عطني تفاصيل أغنية رابح صقر,تكفى عطني تفاصيل أغنية [artist_name : رابح صقر]
5409,من فضلك اظهر لي تفاصيل حق الأغنية السابقة,من فضلك اظهر لي تفاصيل حق الأغنية السابقة
5410,اقرالي أحدث العناوين الرئيسية من الشرق الأوسط,اقرالي أحدث العناوين الرئيسية من [media_type : الشرق الأوسط]
5411,ما هي اهم أخبار العربية,ما هي اهم أخبار [media_type : العربية]
5412,وش الأخبار على الحدث الاخبارية اليوم,وش الأخبار على [media_type : الحدث الاخبارية] [date : اليوم]
5413,music,music
5414,تقدرتحط على موسيقى,تقدرتحط على موسيقى
5415,mimo's plain pizza,[business_name : mimo's] [food_type : plain pizza]
5416,بيتزا مطعم الشرقي,[food_type : بيتزا] [business_name : مطعم الشرقي]
5417,كيف ستكون اليوم,كيف ستكون [date : اليوم]
5418,أي شيء أريد أن أعرفه,أي شيء أريد أن أعرفه
5419,من فضلك أطفئ القابس الذكي,من فضلك أطفئ [device_type : القابس الذكي]
5420,تكفى شغل فيش wemo,تكفى شغل [device_type : فيش wemo]
5423,شغل أحلام,شغل [artist_name : أحلام]
5424,شغل album وعد الي سمعته اقل,شغل album [artist_name : وعد] الي سمعته اقل
5425,شغل لي ألبوم نبيل سيف,شغل لي ألبوم [artist_name : نبيل سيف]
5426,لو سمحت قول لي كم الساعة الحين في السعودية,لو سمحت قول لي كم الساعة الحين في [place_name : السعودية]
5427,ما هو الوقت في السعودية الآن,ما هو الوقت في [place_name : السعودية] الآن
5428,أذكر الوقت في السعودية الآن,أذكر الوقت في [place_name : السعودية] الآن
5429,هل سأحتاج إلى ارتداء معطف اليوم في فترة ما بعد الظهر,هل سأحتاج إلى ارتداء [weather_descriptor : معطف] [date : اليوم] في فترة ما [timeofday : بعد الظهر]
5430,هل سيكون الجو الطقس بارد للاجتماعات هذي الليلة,هل سيكون الجو [weather_descriptor : الطقس بارد للاجتماعات] [timeofday : هذي الليلة]
5431,lights out,lights out
5432,هل سيكون الجو حار خلال ساعتين,هل سيكون الجو [weather_descriptor : حار] خلال [time : ساعتين]
5433,هل سوف تمطر لاحقا,هل سوف [weather_descriptor : تمطر] لاحقا
5434,احذف منبه سبعة الصبح,احذف منبه [time : سبعة الصبح]
5435,احذف منبه ثمنية المسا,احذف منبه [time : ثمنية المسا]
5436,احذف منبه خمسة العصر,احذف منبه [time : خمسة العصر]
5437,ما هي العناوين الرئيسية في الجزيرة,ما هي العناوين الرئيسية في [media_type : الجزيرة]
5439,هل أحتاج مظلة مساءاً,هل أحتاج [weather_descriptor : مظلة] [timeofday : مساءاً]
5440,هل يمكنني الذهاب بدون جاكيت الآن,هل يمكنني الذهاب [weather_descriptor : بدون جاكيت] الآن
5441,قم بإطفاء الويمو,قم بإطفاء [device_type : الويمو]
5442,shut down smart socket,shut down [device_type : smart socket]
5443,سويلي شوية قهوة,سويلي شوية قهوة
5446,أبي أسمع هذي استناك,أبي أسمع هذي استناك
5447,هل يجب أن أذهب لأسبح او لأعمل اليوم,هل يجب أن أذهب [weather_descriptor : لأسبح او لأعمل] [date : اليوم]
5448,يبدو مشمس و صافي اليوم هل هذا صحيح,يبدو [weather_descriptor : مشمس و صافي] [date : اليوم] هل هذا صحيح
5449,indian folk,[music_genre : indian folk]
5450,شغل أغنية كذا ممكن,شغل أغنية [music_descriptor : كذا ممكن]
5451,هل الطقس مشمس في الخارج,هل الطقس [weather_descriptor : مشمس] في الخارج
5452,هل أحتاج إلى أخذ مظلة اليوم,هل أحتاج إلى أخذ [weather_descriptor : مظلة] [date : اليوم]
5453,أحتاج جاكيت بعد العشرة الصبح أو لا,أحتاج [weather_descriptor : جاكيت] [time : بعد العشرة الصبح] أو لا
5454,أذهب مع نظارة شمسية سودا أم لا,أذهب مع [weather_descriptor : نظارة شمسية سودا] أم لا
5455,انطيني الأخبار من الإخبارية,انطيني الأخبار من [media_type : الإخبارية]
5456,أبغى اقرا الأخبار حق ياهو,أبغى اقرا [media_type : الأخبار حق ياهو]
5457,أعطني تحديثات حول السباق الرئاسي,أعطني تحديثات حول [news_topic : السباق الرئاسي]
5458,مرتب,مرتب
5459,هل سأحتاج إلى كنزة بعد العمل,هل سأحتاج إلى [weather_descriptor : كنزة] بعد العمل
5460,هل يجب أن أحضر مظلة معي الآن,هل يجب أن أحضر [weather_descriptor : مظلة] معي الآن
5461,هل يجب أن أحضر معي قفازات الليلة,هل يجب أن أحضر معي [weather_descriptor : قفازات] [timeofday : الليلة]
5462,هل أحتاج جاكيت اليوم,هل أحتاج [weather_descriptor : جاكيت] [date : اليوم]
5463,هل يجب أن أرتدي كم قصير,هل يجب أن أرتدي [weather_descriptor : كم قصير]
5464,لازم ألبس بنطلون ولا لا,لازم ألبس [weather_descriptor : بنطلون] ولا لا
5465,هل يمكنني ارتداء الصندل حقي اليوم,هل يمكنني ارتداء [weather_descriptor : الصندل] حقي [date : اليوم]
5466,هل سأحتاج لارتداء واقي شمسي حين سأقابل صديقي للغداء,هل سأحتاج لارتداء [weather_descriptor : واقي شمسي] حين [event_name : سأقابل صديقي] [meal_type : للغداء]
5467,هل هناك حاجة لجلب نظارة شمسية,هل هناك حاجة لجلب [weather_descriptor : نظارة شمسية]
5468,هل أحتاج إلى أخذ نظارات شمسية,هل أحتاج إلى أخذ [weather_descriptor : نظارات شمسية]
5469,شغل الضو طال عمرك,شغل الضو طال عمرك
5470,alexa تكفين شغلي اللمبات,alexa تكفين شغلي اللمبات
5471,olly قوي الأنوار,olly قوي الأنوار
5472,brighten lights living room lamp,brighten lights [house_place : living room] lamp
5473,كم أحد في هذا الشهر,كم أحد في [date : هذا الشهر]
5474,حط المنبه حقي على ستة الصبح,حط المنبه حقي على [time : ستة الصبح]
5475,صحيني ستة الصبح,صحيني [time : ستة الصبح]
5476,غير لون الأضواء,غير لون الأضواء
5477,قم بتدوير الألوان الفاتحة,قم [color_type : بتدوير] الألوان الفاتحة
5478,olly شغل لون مختلف في اللمبة,olly شغل لون مختلف في اللمبة
5479,نشط الضوء في لون مختلف,نشط الضوء في لون مختلف
5480,قم بإخفات الأضواء من فضلك,قم بإخفات الأضواء من فضلك
5481,وطي الصوت,وطي الصوت
5482,olly وط الصوت,olly وط الصوت
5483,كم بيكون التاريخ السبت الجاي,كم بيكون التاريخ [date : السبت] الجاي
5484,هل هنالك حر شديد,هل هنالك [weather_descriptor : حر شديد]
5485,كم ساعة باقي عشان نوصل نص الليل في المدينة,كم ساعة باقي عشان نوصل [time : نص الليل] في المدينة
5486,كم الساعة بعد نص الليل في المدينة,كم الساعة بعد [time : نص الليل] في المدينة
5487,كم ساعة باقيه لعز الظهر,كم ساعة باقيه [time : لعز الظهر]
5488,اطلب البيتزا سفري,[order_type : اطلب] [food_type : البيتزا] سفري
5489,توصيل صيني,[order_type : توصيل] [food_type : صيني]
5490,اطلب سفري من مطعم بيتزا,اطلب [order_type : سفري] من [business_type : مطعم] [food_type : بيتزا]
5491,من فضلك هل يمكنك إزالة المنبه,من فضلك هل يمكنك إزالة المنبه
5492,ممكن تطفي المنبه عشاني,ممكن تطفي المنبه عشاني
5493,ايش آخر الأخبار حق الضمان الصحي,ايش آخر الأخبار حق [news_topic : الضمان الصحي]
5494,ما هو المنطق,ما هو [news_topic : المنطق]
5495,هل أنا محتاج مظلة اليوم,هل أنا محتاج [weather_descriptor : مظلة] [date : اليوم]
5496,تنصحني أشوف ذا الفيلم,تنصحني أشوف ذا الفيلم
5497,ما هو فارق التوقيت بين الرياض و جدة,ما هو فارق التوقيت بين [place_name : الرياض] و [place_name : جدة]
5498,ما هو الوقت الذي يمكنني الاتصال به من مكة وستكون ساعات العمل في الرياض,ما هو الوقت الذي يمكنني الاتصال به من [place_name : مكة] وستكون ساعات العمل في [place_name : الرياض]
5500,song doggy style in continuous mode,song [song_name : doggy style] in continuous mode
5501,لو سمحت شغل كل اللمبات,لو سمحت شغل [device_type : كل اللمبات]
5502,please سو الترتيبات المناسبة لتجعل الصالة أكثر إنارة,please سو الترتيبات المناسبة لتجعل [house_place : الصالة] أكثر إنارة
5503,ما هو الوقت الحالي في الرياض,ما هو الوقت الحالي في [place_name : الرياض]
5504,ضبطت انذار البيت حقي ولا لا,ضبطت [alarm_type : انذار البيت] حقي ولا لا
5505,وش الإنذارات المفعلة في البيت,وش الإنذارات المفعلة في [house_place : البيت]
5506,قول لي اذا حطيت المنبه حقي عالصبح,قول لي اذا حطيت المنبه حقي [timeofday : عالصبح]
5507,تكفى أبيك تصحيني على منبه ثلاثة الصبح,تكفى أبيك تصحيني على منبه [time : ثلاثة الصبح]
5508,قول نكتة,قول نكتة
5509,قول لي نكتة,قول لي نكتة
5510,كم الفرق في الوقت بين هنا وهناك,كم الفرق في الوقت بين هنا وهناك
5511,ارفع الصوت,ارفع الصوت
5512,شغل المنبه حقي,شغل المنبه حقي
5513,قوليلي الجملة الأولى من هذي الأغنية,قوليلي الجملة الأولى من هذي الأغنية
5514,الموسيقى هذا,الموسيقى هذا
5515,هذي الاغنية,هذي الاغنية
5516,الموسيقى هذه,الموسيقى هذه
5517,تذكر هذي الاغنية,تذكر هذي الاغنية
5518,طف نور الغرفة,طف نور [house_place : الغرفة]
5519,أطفئ ضوء الغرفة,أطفئ ضوء [house_place : الغرفة]
5520,أي يوم بيكون اثنين وعشرين مايو,أي يوم بيكون [date : اثنين وعشرين مايو]
5521,ما هو تاريخ رابع اثنين من مارس هذا العام,ما هو تاريخ [date : رابع اثنين من مارس هذا العام]
5522,خلني,خلني
5523,حول ثمانية وثلاثين من توقيت الرياض إلى توقيت لندن,حول [time : ثمانية وثلاثين] من [time_zone : توقيت الرياض] إلى [time_zone : توقيت لندن]
5524,الطقس الحين,الطقس [time : الحين]
5525,اكتم الصوت لمدة ساعة,اكتم الصوت لمدة [time : ساعة]
5526,سوي كتم حتى أقلك شي ثاني,سوي كتم حتى أقلك شي ثاني
5527,ظبط المكنسة لتنظيف الأثاث,ظبط [device_type : المكنسة] لتنظيف [house_place : الأثاث]
5528,نظف الغبار ثم على المنظف,نظف الغبار ثم على [device_type : المنظف]
5529,في أي وقت تنصحني أتمشى,في أي وقت تنصحني [event_name : أتمشى]
5530,تنبيه بخصوص سياسات الحكومة الجديدة,تنبيه بخصوص [news_topic : سياسات الحكومة الجديدة]
5531,الأغنية اللي في الخلفية ظريفة,الأغنية اللي في الخلفية ظريفة
5532,الاغنية ممنوع اللمس عجبتني,الاغنية ممنوع اللمس عجبتني
5533,هذي أغنية تمس قلبي,هذي أغنية تمس قلبي
5534,هو الطقس غائم,هو الطقس [weather_descriptor : غائم]
5535,إذا كانت السماء تمطر فلن أذهب للعمل,إذا كانت السماء [weather_descriptor : تمطر] فلن أذهب للعمل
5536,كرر أغنية الحالية,[player_setting : كرر] أغنية الحالية
5538,هل سأحتاج إلى وضع غسول واقية من الشمس اليوم,هل سأحتاج إلى وضع [weather_descriptor : غسول واقية من الشمس] [date : اليوم]
5539,حضري قهوة,حضري قهوة
5540,أبغى أشرب قهوة,أبغى أشرب قهوة
5541,تكفى خلني أعرف أوقات منبه الصبح في أيام الأسبوع,تكفى خلني أعرف أوقات منبه [timeofday : الصبح] في [date : أيام الأسبوع]
5542,خلني أعرف المنبه اللي حطيته لإجتماع الثلوث لو سمحت,خلني أعرف المنبه اللي حطيته [event_name : لإجتماع] [date : الثلوث] لو سمحت
5543,واسمحوا لي أن أعرف الوقت الحالي في مكة,واسمحوا لي أن أعرف الوقت الحالي في [place_name : مكة]
5544,مين المخرج الموسيقي حق هذي الأغنية,مين المخرج الموسيقي حق هذي الأغنية
5545,أحب المزاح للحصول على شي ثمين,أحب المزاح للحصول على شي ثمين
5546,مشكور وايد على الصور,مشكور وايد على الصور
5547,تمنياتي الحارة ل جاهز ماك للعمل الجديد,تمنياتي الحارة ل جاهز ماك للعمل الجديد
5548,خلك هادي,خلك هادي
5549,ادخل الوضع الصامت,ادخل الوضع الصامت
5550,ما ابي ولا صوت,ما ابي ولا صوت
5551,أبي أقرب المطاعم الموجودة,أبي أقرب [business_type : المطاعم] الموجودة
5552,توصيل,[order_type : توصيل]
5553,تقيمات المطعم,تقيمات [business_type : المطعم]
5554,شيرين عبد الوهاب,[artist_name : شيرين عبد الوهاب]
5555,ايش الفلم اللي فيه هذه الاغنيه,ايش الفلم اللي فيه هذه الاغنيه
5556,بعض الموسيقى الشرقية,بعض [music_genre : الموسيقى الشرقية]
5557,reggae,[music_genre : reggae]
5558,today feels like hard rock play on,[date : today] feels like [music_genre : hard rock] play on
5559,طفي لمبة غرفة النوم,طفي [device_type : لمبة] [house_place : غرفة النوم]
5560,مصباح مكتبي,[device_type : مصباح مكتبي]
5561,أقرأ لي أخبار اليوم,أقرأ لي أخبار اليوم
5562,ما هي عناوين الأخبار,ما هي عناوين الأخبار
5563,ماذا يحدث مع أسعار الدينار اليوم,ماذا يحدث مع [news_topic : أسعار الدينار] [date : اليوم]
5564,تم التصويت على ميزانية حتى الآن,تم التصويت على [news_topic : ميزانية] حتى الآن
5565,هل أحمد و عليا رجعوا مع بعض,هل [person : أحمد] و [person : عليا] رجعوا مع بعض
5566,حط منبه على اثنين الليل,حط منبه على [time : اثنين الليل]
5567,حط منبه على الساعة خمسة المسا يوم خمسة وعشرين مايو,حط منبه على الساعة [time : خمسة المسا] يوم [date : خمسة وعشرين مايو]
5568,حط منبه على تسعة الصبح الأحد الجاي,حط منبه على [time : تسعة الصبح] [date : الأحد الجاي]
5569,لو سمحت شغل اغنيتي,لو سمحت شغل اغنيتي
5570,اطلب اكل,اطلب اكل
5571,شغل المكنسة الكهربائية,شغل [device_type : المكنسة الكهربائية]
5572,ارفع سطوع الأنوار في الحمام,ارفع سطوع الأنوار في [house_place : الحمام]
5573,من فضلك أعد الإنارة ضوء خافت بشكل مناسب في المطبخ,من فضلك أعد الإنارة ضوء خافت بشكل مناسب في [house_place : المطبخ]
5574,أنر الأضواء في غرفة المعيشة,أنر الأضواء في [house_place : غرفة المعيشة]
5575,أعطيني تاريخ اليوم,أعطيني تاريخ [date : اليوم]
5576,تاريخ اليوم,تاريخ [date : اليوم]
5577,سأطلب معطف مطري إذا كان الجو مرة عاصق عشية,سأطلب [weather_descriptor : معطف مطري] إذا كان الجو [weather_descriptor : مرة عاصق] [timeofday : عشية]
5578,سأحتاج إلى جوارب دافئة في الشتاء في الصباح,سأحتاج إلى [weather_descriptor : جوارب دافئة] في [weather_descriptor : الشتاء] في [timeofday : الصباح]
5579,تقدر تغير الصوت,تقدر تغير الصوت
5580,سلام خلي الصوت عالي,سلام خلي الصوت عالي
5581,shuffle entire library youn,[player_setting : shuffle] [music_descriptor : entire library] youn
5582,لو سمحت شغل وعد,لو سمحت شغل [artist_name : وعد]
5583,مساعد لو سمحت شغل تلمست لك عذر حق راشد الماجد,مساعد لو سمحت شغل [song_name : تلمست لك عذر] حق [artist_name : راشد الماجد]
5584,لو سمحت طف اللمبات,لو سمحت طف اللمبات
5585,هل أحتاج واقي شمسي اليوم,هل أحتاج [weather_descriptor : واقي شمسي] [date : اليوم]
5586,هل سأحتاج حذاء مطري,هل سأحتاج [weather_descriptor : حذاء مطري]
5587,هل اليوم هو يوم واقي من الشمس,هل [date : اليوم] هو يوم [weather_descriptor : واقي من الشمس]
5588,هل أحتاج قبعة,هل أحتاج [weather_descriptor : قبعة]
5589,العثور على تقرير الطقس,العثور على تقرير الطقس
5590,اعرض درجة الحرارة,اعرض [weather_descriptor : درجة الحرارة]
5591,الطقس المفتوح,الطقس المفتوح
5592,طفي اللمبات في الحمام,طفي اللمبات في [house_place : الحمام]
5593,عمالقة البنوك والصلب,[song_name : عمالقة] [artist_name : البنوك والصلب]
5594,شغل لا تزيد الجروح حق عبدالله ال فروان,شغل [song_name : لا تزيد الجروح] حق [artist_name : عبدالله ال فروان]
5595,افتح grubhub,افتح [app_name : grubhub]
5596,وين أقرب مطعم عدنان,وين أقرب [business_name : مطعم عدنان]
5597,اعرض قائمة التشغيل,اعرض قائمة التشغيل
5598,طلبي,[order_type : طلبي]
5599,إيش الوقت المحدد لتوصيل الطعام بمجرد أن نعمل طلب الطعام,إيش الوقت المحدد لتوصيل الطعام بمجرد أن نعمل طلب الطعام
5600,كل الصحن,كل [food_type : الصحن]
5601,ما هي توقعات الطقس,ما هي توقعات الطقس
5602,هل ستكون جميل هذا الاسبوع,هل ستكون [weather_descriptor : جميل] [date : هذا الاسبوع]
5603,mp playlist,[playlist_name : mp playlist]
5604,اخلط وشغل قائمة التشغيل الزرقاء,[player_setting : اخلط] وشغل [playlist_name : قائمة التشغيل الزرقاء]
5605,ابدأ المكنسة الكهربائية,ابدأ [device_type : المكنسة الكهربائية]
5606,carpets,[house_place : carpets]
5607,سطوع أكثر,سطوع أكثر
5608,increase brightness light in room,increase brightness light in room
5609,ابلغيني بإعدادات المنبه,ابلغيني بإعدادات المنبه
5610,قول لي أوقات المنبهات الجاية,قول لي أوقات المنبهات الجاية
5611,وطي الصوت,وطي الصوت
5612,خفف قوة اللمبة,خفف قوة اللمبة
5613,تقليل وهج الضوء,تقليل وهج الضوء
5614,وش في على الراديو الحين,وش في على الراديو الحين
5615,ما هو اسم القطعة التي تشغلها,ما هو اسم القطعة التي تشغلها
5616,عاير المنطقة الزمنية على أم القرى,عاير المنطقة الزمنية على [time_zone : أم القرى]
5617,غير المنطقة الزمنية من توقيت مكة المكرمة لتوقيت القدس,غير المنطقة الزمنية من [time_zone : توقيت مكة المكرمة لتوقيت القدس]
5618,بس شوف لي المنبهات اللي انت حطيتها اليوم الصباح,بس شوف لي المنبهات اللي انت حطيتها [date : اليوم] [timeofday : الصباح]
5619,شغل أغنية سابقة,شغل [song_name : أغنية] [music_descriptor : سابقة]
5620,شغل هاذي الأغنية اثنعش الليل,شغل هاذي الأغنية [time : اثنعش الليل]
5621,درجة الحرارة الحين,[weather_descriptor : درجة الحرارة] الحين
5622,صحيني سبعة الصبح,صحيني [time : سبعة الصبح]
5623,منبه عشرة الصباح,منبه [time : عشرة الصباح]
5624,منبه على خمسة العصر,منبه على [time : خمسة العصر]
5625,عاتم,عاتم
5626,اعزف لي موسيقى مادونا,اعزف لي موسيقى [artist_name : مادونا]
5627,beatles,[artist_name : beatles]
5628,طفي المروحة,طفي [device_type : المروحة]
5629,شغل السخان,شغل [device_type : السخان]
5630,طفي التلفزيون في,طفي [device_type : التلفزيون] في
5632,shuffle and play all songs by gavenda artist on,[player_setting : shuffle] and play [music_descriptor : all] songs by [artist_name : gavenda] artist on
5633,song frubs artist and,song [artist_name : frubs] artist and
5634,هل سيكون الطقس اليوم غائم,هل سيكون الطقس [date : اليوم] [weather_descriptor : غائم]
5635,تأكد انه لازم أقوم ستة الصباح,تأكد انه لازم أقوم [time : ستة] [timeofday : الصباح]
5636,هل سأحتاج إلى مظلة في هذي العطلة,هل سأحتاج إلى [weather_descriptor : مظلة] في [date : هذي العطلة]
5637,هل أحتاج لإحضار معطف الليلة,هل أحتاج لإحضار [weather_descriptor : معطف] [timeofday : الليلة]
5638,هل يجب أن أحضر بعض الأطعمة من المتجر,هل يجب أن أحضر بعض [food_type : الأطعمة] من [business_type : المتجر]
5639,ما هو تاريخ اليوم,ما هو تاريخ [date : اليوم]
5640,تاريخ العرض,تاريخ العرض
5641,all songs from blue genre,all songs from [music_genre : blue] genre
5642,رتب عشوائي وشغل أغاني من نوع راقص,[player_setting : رتب عشوائي] وشغل أغاني من نوع [music_genre : راقص]
5643,موسيقى شرقية نوع,موسيقى [music_genre : شرقية] نوع
5644,كيف سيكون الطقس اليوم بعد الظهر,كيف سيكون الطقس [date : اليوم] [timeofday : بعد الظهر]
5645,كيف سيكون الطقس اليوم في المساء,كيف سيكون الطقس [date : اليوم] في [timeofday : المساء]
5646,طفي أضواء المطبخ,طفي أضواء [house_place : المطبخ]
5647,أطفئ كل الأضواء باستثناء منطقة المعيشة,أطفئ [device_type : كل الأضواء] باستثناء منطقة المعيشة
5648,نعم أريد أن أعرف آخر الأخبار,نعم أريد أن أعرف آخر الأخبار
5649,اسأل عن الطقس صباح اليوم,اسأل عن الطقس [timeofday : صباح] [date : اليوم]
5650,اسأل عن الطقس اليوم المسا,اسأل عن الطقس [date : اليوم] [timeofday : المسا]
5651,wemo plug socket,[device_type : wemo plug socket]
5652,أطفئ قابس ويمو,أطفئ [device_type : قابس ويمو]
5653,wemo plug socket,[device_type : wemo plug socket]
5654,وريني كم التاريخ حق اليوم,وريني كم التاريخ حق [date : اليوم]
5655,فقط اسمحوا لي أن أعرف التاريخ الحالي اليوم,فقط اسمحوا لي أن أعرف التاريخ الحالي [date : اليوم]
5656,music by michael jackson,music by [artist_name : michael jackson]
5657,شغل لي موسيقى حق عمر خيرت,شغل لي موسيقى حق [artist_name : عمر خيرت]
5658,شغلي موسيقى حق ماجد المهندس,شغلي موسيقى حق [artist_name : ماجد المهندس]
5659,شغلي موسيقى hip hop,شغلي موسيقى [music_genre : hip hop]
5660,شغل لي موسيقى جاز,شغل لي موسيقى [music_genre : جاز]
5661,هل يجب أن آخذ معطف مطري معي الآن,هل يجب أن آخذ [weather_descriptor : معطف مطري] معي الآن
5662,هل يجب ارتداء واقي شمسي حقي,هل يجب ارتداء [weather_descriptor : واقي شمسي] حقي
5663,هل أحتاج جاكيت في المساء,هل أحتاج [weather_descriptor : جاكيت] في [timeofday : المساء]
5664,هل أحتاج إلى وضع كريم حروق الشمس عندما أذهب إلى جدة,هل أحتاج إلى وضع [weather_descriptor : كريم حروق الشمس] عندما أذهب إلى [place_name : جدة]
5665,هل أحتاج إلى حمل نظارة شمسيه في الخارج,هل أحتاج إلى حمل [weather_descriptor : نظارة شمسيه] في الخارج
5666,تم تحديث الطقس إلى الطقس للثواني المستخدمة لكل بت سواءً كان تحديثًا توقعات من الأرسال الذكي سواء كان سيئًا إلى حد ما لموقع حقي,تم تحديث الطقس إلى الطقس للثواني المستخدمة لكل بت سواءً كان تحديثًا توقعات من الأرسال الذكي سواء كان سيئًا إلى حد ما لموقع حقي
5667,اضغط ابدأ بعدين اختار settings,اضغط ابدأ بعدين اختار settings
5668,ثم اضغطي على موافق,ثم اضغطي على موافق
5669,ما هي درجة الحرارة المتوقعة بعد الظهر اليوم,ما هي [weather_descriptor : درجة الحرارة المتوقعة] [timeofday : بعد الظهر اليوم]
5670,هات توقعات سرعة الرياح هذي الليلة,هات توقعات [weather_descriptor : سرعة الرياح] [timeofday : هذي الليلة]
5671,كم الساعة في الرياض,كم الساعة في [place_name : الرياض]
5672,كم الساعة في الشارقة في الإمارات,كم الساعة في [place_name : الشارقة في الإمارات]
5673,تكفى احذف المنبه اللي أنا حطيته,تكفى احذف المنبه اللي أنا حطيته
5674,ألغي المنبه اللي حطيته على تسعة ونص المسا,ألغي المنبه اللي حطيته على [time : تسعة ونص المسا]
5675,وقف كل المنبهات اللي ضبطتها,وقف كل المنبهات اللي ضبطتها
