id,utt,annot_utt
4287,işığı artır,işığı artır
4288,indi saat neç,indi saat neç
4289,bura çox qaranlıqdır işıqların parlaqlığını artır,bura çox qaranlıqdır işıqların parlaqlığını artır
4290,bu axşam özümlə jaket gətirim,[timeofday : bu axşam] özümlə [weather_descriptor : jaket] gətirim
4291,mən bu gün işə çətir götürməliyəm,mən [date : bu gün] işə [weather_descriptor : çətir] götürməliyəm
4292,bu gün alış veriş edərkən şort geyinə bilərəmmi,[date : bu gün] alış veriş edərkən [weather_descriptor : şort] geyinə bilərəmmi
4293,növbəti xatırlatmalar hansılardır,növbəti xatırlatmalar hansılardır
4294,mənə qurmuş olduğum xəbərdarlıqlar barədə məlumat verə bilərsən,mənə qurmuş olduğum xəbərdarlıqlar barədə məlumat verə bilərsən
4295,zəhmət olmasa aygün kazımova mahnıları oxut,zəhmət olmasa [artist_name : aygün kazımova] mahnıları oxut
4296,mən istəyərdim qulaq asım,mən istəyərdim qulaq asım
4297,daha ucadan danış,daha ucadan danış
4298,dinamikin səsini artır,dinamikin səsini artır
4299,burada işığı daha qırmızı elə,burada işığı [color_type : daha qırmızı] elə
4300,qonaq otağında işığı narıncı rəng et,[house_place : qonaq otağında] işığı [color_type : narıncı] rəng et
4301,qaya qrupunun mahnılarını oxut,[artist_name : qaya qrupunun] mahnılarını oxut
4302,okaberin ən yeni albomunu oxut,[artist_name : okaberin] ən yeni albomunu oxut
4303,bethovendən bir iki klassik musiqi oxut,[artist_name : bethovendən] bir iki [music_genre : klassik musiqi] oxut
4304,devid bouinin ifasında major tom mahnısını qoş,[artist_name : devid bouinin] ifasında [song_name : major tom mahnısını] qoş
4305,hissin karma mahnısını oxut,[artist_name : hissin] [song_name : karma] mahnısını oxut
4306,nadir qafarzadənin maral mahnısını oxut,[artist_name : nadir qafarzadənin] [song_name : maral] mahnısını oxut
4307,indi çikaqoda saat neçədir,indi [place_name : çikaqoda] saat neçədir
4308,bu anda sakit okean saat qurşağında saat neçədir,bu anda [place_name : sakit okean saat qurşağında] saat neçədir
4309,neçə saatdan sonra bakı azərbaycanda gecə yarısı olacaq,neçə saatdan sonra [place_name : bakı azərbaycanda] [time : gecə yarısı] olacaq
4310,bu mövzuda donald tramp haqqında nə deyirlər,bu mövzuda [person : donald tramp] haqqında nə deyirlər
4311,mənə ən son p. e. xəbərləri tapın zəhmət olmasa,mənə ən son p. e. xəbərləri tapın zəhmət olmasa
4312,bakıda hava on dərəcədən aşağı olacaq,[place_name : bakıda] hava [weather_descriptor : on dərəcədən aşağı] olacaq
4313,sabah bakıda yağış yağacaq,[date : sabah] [place_name : bakıda] [weather_descriptor : yağış] yağacaq
4314,bu gecə hava buludludur,[timeofday : bu gecə] hava [weather_descriptor : buludludur]
4315,mənim otağımın işıqlarını söndür,mənim [house_place : otağımın] işıqlarını söndür
4316,bütün işıqları söndür,bütün işıqları söndür
4317,sabah səhər saat ona zəngli saat qur,[date : sabah] [timeofday : səhər] saat [time : ona] zəngli saat qur
4318,məni saat onda yuxudan oyat,məni saat [time : onda] yuxudan oyat
4319,mən sabah saat onda durmalıyam,mən [date : sabah] saat [time : onda] durmalıyam
4320,mən alternativ rok musiqisini xoşlayıram,mən [music_genre : alternativ rok] musiqisini xoşlayıram
4322,mənim otağımın işıqlarını söndür,[house_place : mənim otağımın] işıqlarını söndür
4323,işıqları söndür indi,işıqları söndür indi
4324,miri yusifin buludlar mahnısını oxut,[artist_name : miri yusifin] [song_name : buludlar] mahnısını oxut
4325,aygün kazımovanın sus mahnısını oxut,[artist_name : aygün kazımovanın] [song_name : sus] mahnısını oxut
4326,mangadan cevapsız soruları oxut,[artist_name : mangadan] [song_name : cevapsız soruları] oxut
4327,üzgüçülük üçün çox soyuqdur,[weather_descriptor : üzgüçülük] üçün çox [weather_descriptor : soyuqdur]
4328,beş günlük hava proqnoz necədir,[date : beş günlük] hava proqnoz necədir
4329,mənim telefonumda oxuyan mahnını tanıyırsan,mənim telefonumda oxuyan mahnını tanıyırsan
4330,indiki mahnının adı nədir,indiki mahnının adı nədir
4332,pop mahnılar oxut,[music_genre : pop] mahnılar oxut
4333,twitterdə indi nə baş verir,[media_type : twitterdə] indi nə baş verir
4334,mənim facebook lentim necə görünür,mənim [media_type : facebook] lentim necə görünür
4335,indi hansı mahnı oxuyur,indi hansı mahnı oxuyur
4336,çində saat neçədir,[place_name : çində] saat neçədir
4337,dubayda saat neçədir,[place_name : dubayda] saat neçədir
4338,mənə yaxın çatdırılma xidməti göstər,mənə yaxın [order_type : çatdırılma] xidməti göstər
4339,interneti aç,interneti aç
4340,mənə yaxında çin mətbəxini göstər,mənə yaxında [food_type : çin] mətbəxini göstər
4341,dinamiklərin səsini artır,dinamiklərin səsini artır
4342,dinamiklərin səsini aşağı sal,dinamiklərin səsini aşağı sal
4343,dinamiklərin səsini əlli beş faizə qaldırın,dinamiklərin səsini [change_amount : əlli beş faizə] qaldırın
4344,bu mahnıya beş ulduz ver və qiymətləndirməni yadda saxla,bu mahnıya beş ulduz ver və qiymətləndirməni yadda saxla
4345,yadda saxla ki bu mahnı yaxşıdır amma məşq etmək üçün çox yavaşdır,yadda saxla ki bu mahnı yaxşıdır amma məşq etmək üçün çox yavaşdır
4346,işıqları söndür,işıqları söndür
4347,işləyən işıqları dayandır,işləyən işıqları dayandır
4348,dubayda saat neçədir,[place_name : dubayda] saat neçədir
4349,mənə tokiodakı vaxtı de,mənə [place_name : tokiodakı] vaxtı de
4350,dallasda günün hansı saatıdır,[place_name : dallasda] günün hansı saatıdır
4351,azərbaycanda saat neçədir,[place_name : azərbaycanda] saat neçədir
4352,mənə şimali amerika sakit okean vaxtını verin,mənə [time_zone : şimali amerika sakit okean vaxtını] verin
4354,qəbələdə hazırkı hava necədir,[place_name : qəbələdə] hazırkı hava necədir
4355,olduğum yerdə hava necədir,olduğum yerdə hava necədir
4356,qonaq otağının xalçasını tozsoranla təmizlə,[house_place : qonaq otağının] xalçasını tozsoranla təmizlə
4357,xalça təravətləndiricisini xalçadan tozsoranla təmizlə,xalça təravətləndiricisini xalçadan tozsoranla təmizlə
4358,bolt food vasitəsi ilə madodan qızardılmış toyuq sifariş et,[app_name : bolt food] vasitəsi ilə [business_name : madodan] [food_type : qızardılmış toyuq] sifariş et
4359,qoy bir az musiqiyə qulaq asım,qoy bir az musiqiyə qulaq asım
4360,əla musiqiyə qulaq asmaq istəyirəm,əla musiqiyə qulaq asmaq istəyirəm
4361,mənə bir az yaxşı musiqi ver,mənə bir az yaxşı musiqi ver
4362,klivlenddə saat neçədir,[place_name : klivlenddə] saat neçədir
4363,bakı vaxtı zəhmət olmasa,[place_name : bakı] vaxtı zəhmət olmasa
4364,banqalorda saat neçədir,[place_name : banqalorda] saat neçədir
4365,heydərabadda saat neçədir,[place_name : heydərabadda] saat neçədir
4366,hər hansı gülməli zarafat,hər hansı [joke_type : gülməli] zarafat
4367,londonda indi saat neçədir,[place_name : londonda] indi saat neçədir
4368,bir az qəhvə istəyirəm,bir az qəhvə istəyirəm
4369,işıqlara qoşulun,işıqlara qoşulun
4370,pleyerin səsini yeddinci səviyyəyə qaldırın,[device_type : pleyerin] səsini [change_amount : yeddinci səviyyəyə] qaldırın
4371,mənə bu mahnını oxut,mənə bu mahnını oxut
4372,sevimli mahnıma qulaq asmaq istəyirəm,sevimli mahnıma qulaq asmaq istəyirəm
4373,mənim ən yaxşı mahnımı oxut,mənim ən yaxşı mahnımı oxut
4374,təyin olunmuş zəngli saatları gözdən keçir,təyin olunmuş zəngli saatları gözdən keçir
4375,bütün zəngli saatları gözdən keçir,bütün zəngli saatları gözdən keçir
4376,bugün çöldə hava necədir,[date : bugün] çöldə hava necədir
4377,hazırkı hava necədir,hazırkı hava necədir
4378,mado paket yemək edir,[business_name : mado] [order_type : paket yemək] edir
4379,olimp fast fooddan paket servisi əldə edə bilərəm,[business_name : olimp fast fooddan] paket servisi əldə edə bilərəm
4380,lavash paket yemək təklif edir,[business_name : lavash] [order_type : paket yemək] təklif edir
4381,sabah üçün mənim ən erkən zəngli saatımı sil,[date : sabah] üçün mənim ən erkən zəngli saatımı sil
4382,gələn həftə lahıc ismayıllıda hava necə olacaq,[date : gələn həftə] [place_name : lahıc ismayıllıda] hava necə olacaq
4383,sabah hava necə olacaq,[date : sabah] hava necə olacaq
4384,sabah hava isti yoxsa soyuq olacaq,[date : sabah] hava [weather_descriptor : isti yoxsa soyuq] olacaq
4385,mən hansı mahnıya qulaq asıram,mən hansı mahnıya qulaq asıram
4386,indiki parçanın məlumatı nədir,indiki parçanın məlumatı nədir
4387,lampanın işığını artır,[device_type : lampanın işığını] artır
4388,çilçırağın işığını tam yuxarı qoy,çilçırağın işığını tam yuxarı qoy
4389,səs səviyyəsini dəyişə bilərsən,səs səviyyəsini dəyişə bilərsən
4390,səsi azalt,səsi azalt
4391,c. n. n. də xəbər başlıqları nədir,[media_type : c. n. n.] də xəbər başlıqları nədir
4392,c. b. c.-də ən son xəbərlər nədir,[media_type : c. b. c.-də] ən son xəbərlər nədir
4393,zəhmət olmasa indi mənə papa johnsdan pizza və toyuq qanadları sifariş et,zəhmət olmasa indi mənə [business_name : papa johnsdan] [food_type : pizza və toyuq qanadları] sifariş et
4394,mənə dolma sifariş et və bu axşam saat beşdə mənə çatdırılması üçün təyin et,mənə [food_type : dolma] sifariş et və [timeofday : bu axşam] [time : saat beşdə] mənə çatdırılması üçün təyin et
4395,zəhmət olmasa danış,zəhmət olmasa danış
4396,olly zəhmət olmasa danış,olly zəhmət olmasa danış
4397,biraz sakit danışa bilərsən zəhmət olmasa,biraz sakit danışa bilərsən zəhmət olmasa
4398,zəhmət olmasa səsi ən yüksək səviyyəyə çevirin,zəhmət olmasa səsi [change_amount : ən yüksək] səviyyəyə çevirin
4399,c. b. s. dən ən son xəbər nədir,[media_type : c. b. s.] dən ən son xəbər nədir
4400,baku postda trend olan məqalələr hansıdır,[media_type : baku postda] trend olan məqalələr hansıdır
4401,mən bugün qardaşımı gəzdirməliyəm,mən [date : bugün] qardaşımı gəzdirməliyəm
4402,bu gün çətir götürməliyəm,[date : bu gün] çətir götürməliyəm
4403,bu gün yanımda çətir götürməliyəm,[date : bu gün] yanımda [weather_descriptor : çətir] götürməliyəm
4404,mənə saatı göstər,mənə saatı göstər
4405,səsi söndür,səsi söndür
4406,səsi kəs,səsi kəs
4407,albomu oxut,albomu oxut
4409,yuxudan aldatdın məni sən,[artist_name : yuxudan] [song_name : aldatdın məni sən]
4410,dağları oxut,[song_name : dağları] oxut
4411,musiqiini dayandır,musiqiini dayandır
4412,gəncədə hava necədir,[place_name : gəncədə] hava necədir
4413,bakıda qar yağır,[place_name : bakıda] [weather_descriptor : qar yağır]
4414,gələn çərşənbə axşamı bakıda yağış yağacaq,gələn [date : çərşənbə axşamı] [place_name : bakıda] [weather_descriptor : yağış] yağacaq
4415,bu mahnı hansı albomdadır,bu mahnı hansı albomdadır
4416,londonda indi saat neçədir,[place_name : londonda] indi saat neçədir
4417,vellinqton yeni zelandiya saatı,[place_name : vellinqton yeni zelandiya] saatı
4418,mənə feniks arizonada vaxtı de,mənə [place_name : feniks arizonada] vaxtı de
4419,mənim idman pleylistimi qarışıq sıra ilə oxut,mənim [playlist_name : idman pleylistimi] [player_setting : qarışıq sıra ilə oxut]
4420,hər hansı bir rok tap,hər hansı bir [music_genre : rok] tap
4421,audionun səsini al,audionun səsini al
4422,audionu dayandır,audionu dayandır
4423,bu həftə hava necədir,[date : bu həftə] hava necədir
4424,bu həftə ümumiyyətlə yağış yağacaq,[date : bu həftə] ümumiyyətlə [weather_descriptor : yağış] yağacaq
4425,mənə yaxınlığımdakı həftəlik hava məlumatını ver,mənə yaxınlığımdakı [date : həftəlik] hava məlumatını ver
4427,məni səhər saat doqquzda oyandır,məni [time : səhər saat doqquzda] oyandır
4428,mahnını müəyyən et,mahnını müəyyən et
4429,mahnı tapan,mahnı tapan
4430,soundcloud,soundcloud
4431,iyirmi ikisi hansı gündür,[time : iyirmi ikisi] hansı gündür
4432,spotifyda mənim məşq pleylistimi oxut,[app_name : spotifyda] mənim [playlist_name : məşq pleylistimi] oxut
4433,metal janrından bir az musiqi oxut,[music_genre : metal] janrından bir az musiqi oxut
4434,bu həftə üçün proqnoz nədir,[date : bu həftə] üçün proqnoz nədir
4435,hava hansı gün günəşli olacaq,hava hansı gün [weather_descriptor : günəşli] olacaq
4436,necə pencək geyinməliyəm,necə [weather_descriptor : pencək] geyinməliyəm
4437,sandal geyinə bilərəm,[weather_descriptor : sandal] geyinə bilərəm
4438,lahıc ismayıllının hava durumu,[place_name : lahıc ismayıllının] hava durumu
4439,sumqayıtda hava necədir,[place_name : sumqayıtda] hava necədir
4440,daxili işıqların hamısını zəiflət,[house_place : daxili] işıqların hamısını zəiflət
4441,romantik işıq qurğuları zəhmət olmasa,[color_type : romantik] işıq qurğuları zəhmət olmasa
4442,saat üçdə qəhvə hazırla,saat [time : üçdə] qəhvə hazırla
4443,qəhvə maşınını üçdə yandır,[device_type : qəhvə maşınını] [time : üçdə] yandır
4444,mənə gərək fərqli istiqamətlər verəsən,mənə gərək fərqli istiqamətlər verəsən
4445,olly mənə gərək fərqli istiqamətlər verəsən,olly mənə gərək fərqli istiqamətlər verəsən
4446,mənim gedəcəyim yerə alternativ marşrut tapmalısan,mənim gedəcəyim yerə alternativ marşrut tapmalısan
4447,olly sən mənim gedəcəyim yerə alternativ marşrut tapmalısan,olly sən mənim gedəcəyim yerə alternativ marşrut tapmalısan
4448,səsi aç,səsi aç
4449,bu gün günorta saat birdə yağış yağacaqmı,[date : bu gün] [time : günorta saat birdə] yağış [weather_descriptor : yağacaqmı]
4450,saat neçədə mənim zəngli saatım məni oyadacaq,saat neçədə mənim zəngli saatım məni oyadacaq
4451,mənim bugün üçün qurulmuş hər hansı zəngli saatım var,mənim [date : bugün] üçün qurulmuş hər hansı zəngli saatım var
4452,mahnılar oxut,mahnılar oxut
4453,musiqini aktivləşdir,musiqini aktivləşdir
4454,dehlidə cari saat neçədir,[place_name : dehlidə] cari saat neçədir
4455,mənə bakının yerli vaxtını ver,mənə [place_name : bakının] yerli vaxtını ver
4456,ən son xəbərləri yoxla,ən son xəbərləri yoxla
4457,son xəbər başlıqları,son xəbər başlıqları
4458,dünya və yerli xəbərlər,dünya və yerli xəbərlər
4459,təmizləməyə başla,təmizləməyə başla
4460,madoda çatdırılma var,[business_name : madoda] [order_type : çatdırılma] var
4461,yalnız k. f. c. nin axşam yeməyidir,yalnız [business_name : k. f. c.] nin axşam yeməyidir
4462,gələn ayın ilk cümə günü hansı gündür,[date : gələn ayın ilk cümə günü] hansı gündür
4463,martda neçə şənbə var,[date : martda] neçə [date : şənbə] var
4464,mənim mahnı seçimlərimi pleylistdə saxla,mənim mahnı seçimlərimi pleylistdə saxla
4465,mahnılara aid olan bütün seçim məlumatlarımı yadda saxla,mahnılara aid olan bütün seçim məlumatlarımı yadda saxla
4466,səhər hər hansı zəngli saat qurmuşam,[timeofday : səhər] hər hansı zəngli saat qurmuşam
4467,mənim zəngli saatım saat neçəyə qurulub,mənim zəngli saatım saat neçəyə qurulub
4468,mənim zəngli saatımı on beş dəqiqə təxirə sal,mənim zəngli saatımı [time : on beş dəqiqə] təxirə sal
4469,bu gün mənə jaket lazımdır,[date : bu gün] mənə [weather_descriptor : jaket] lazımdır
4470,bakı üçün hazırkı proqnoz nədir,[place_name : bakı] üçün hazırkı proqnoz nədir
4471,emailə cavab ver,emailə cavab ver
4472,mahnı nömrəsini çal,mahnı nömrəsini çal
4473,bugün günəş kremi sürtməliyəm,[date : bugün] [weather_descriptor : günəş kremi] sürtməliyəm
4474,yağış paltarına ehtiyacım var,[weather_descriptor : yağış paltarına] ehtiyacım var
4475,yağış paltarı götürməliyəm,[weather_descriptor : yağış paltarı] götürməliyəm
4477,növbəti mahnını oxut,növbəti mahnını oxut
4478,bundan sonra mahnı oxut,bundan sonra mahnı oxut
4479,bu musiqini şazamla tap,bu musiqini [player_setting : şazamla] tap
4480,bu mahnının ifaçısının adını tap,bu mahnının ifaçısının adını tap
4481,mən bugün şortla keçinə biləcəyəmmi,mən [date : bugün] [weather_descriptor : şortla] keçinə biləcəyəmmi
4482,bu səhər mənim avtomobil yolumu kürəklə təmizləməliyəmmi,bu [timeofday : səhər] mənim [weather_descriptor : avtomobil yolumu] kürəklə təmizləməliyəmmi
4483,bugün üst üstə geyinim,[date : bugün] [weather_descriptor : üst üstə] geyinim
4484,mənə bu həftənin hava proqnozunu de,mənə [date : bu həftənin] hava proqnozunu de
4485,bu həftə hava necə olacaq,[date : bu həftə] hava necə olacaq
4486,mənə bu həftə üçün hava proqnozunu ver,mənə [date : bu həftə] üçün hava proqnozunu ver
4487,cümə axşamı yağış yağacaq,[date : cümə axşamı] [weather_descriptor : yağış yağacaq]
4488,səhər saat yeddi otuza zəngli saat qur,[time : səhər saat yeddi otuza] zəngli saat qur
4489,saat səkkizdə məni yuxudan oyat,saat [time : səkkizdə] məni yuxudan oyat
4490,axşam saat altı otuzda mənə xəbərdarlıq et,[time : axşam saat altı otuzda] mənə xəbərdarlıq et
4491,donald tramp haqqında son xəbərlər nələrdir,[person : donald tramp] haqqında son xəbərlər nələrdir
4492,bu ərazi üçün ən son cinayət statistikası necədir,bu ərazi üçün ən son [news_topic : cinayət statistikası] necədir
4493,işıqların rəngini ixtiyari bir rəngə dəyiş,işıqların rəngini [color_type : ixtiyari] bir rəngə dəyiş
4494,işıqları hər hansı ixtiyari bir rəngə çevir,işıqları hər hansı [color_type : ixtiyari] bir rəngə çevir
4495,mənə ən yeni xalq qəzeti ver,mənə ən yeni [media_type : xalq qəzeti] ver
4496,bu gün nərgiz jurnalı nə yayımlayıb,[date : bu gün] [media_type : nərgiz jurnalı] nə yayımlayıb
4497,parametrləri səssizə qoy,parametrləri səssizə qoy
4498,zəhmət olmasa parametrlərin səsini açın,zəhmət olmasa parametrlərin səsini açın
4499,parametrləri səssizə təyin edin,parametrləri səssizə təyin edin
4500,həftəlik hava hesabatı nədir,[general_frequency : həftəlik] hava hesabatı nədir
4501,bu həftə qar yağması gözlənilir,[date : bu həftə] qar yağması gözlənilir
4502,hey londonda indi saat neçədir,hey [place_name : londonda] indi saat neçədir
4503,hey olly londonda indi saat neçədir,hey olly [place_name : londonda] indi saat neçədir
4504,növbəti iki gün yağış yağacağı gözlənilir,[time : növbəti iki gün] [weather_descriptor : yağış] yağacağı gözlənilir
4505,hava günəşlidir,hava [weather_descriptor : günəşlidir]
4506,iki sətir mahnısını oxut,[song_name : iki sətir] mahnısını oxut
4507,dəyirmanın mahnılarını oxut,[artist_name : dəyirmanın] mahnılarını oxut
4508,mənim ən çox oxudulan pleylistimi oxut,mənim ən çox oxudulan pleylistimi oxut
4509,səhər saat onda zəngli saatı söndür,[time : səhər saat onda] zəngli saatı söndür
4510,hazırkı tarix,hazırkı tarix
4511,nyu yorka görə saat neçədir,[place_name : nyu yorka] görə saat neçədir
4512,zəhmət olmasa indi saatın neçə olduğunu deyə bilərsən,zəhmət olmasa indi saatın neçə olduğunu deyə bilərsən
4513,indi saat neçədir bilmək istəyirəm,indi saat neçədir bilmək istəyirəm
4514,ey olly evin işıqlarını fərqli rəng elə,ey olly [house_place : evin] işıqlarını fərqli rəng elə
4515,işıqların rənglərini dəyiş,işıqların rənglərini dəyiş
4516,olly işıqların rəngini dəyiş,olly işıqların rəngini dəyiş
4517,mənim sifarişimin vəziyyətini yoxla,mənim sifarişimin vəziyyətini yoxla
4518,sifarişim nə vaxt hazır olur,sifarişim nə vaxt hazır olur
4519,aprelin iyirmi ikisi günü,[date : aprelin iyirmi ikisi] günü
4520,iyirmi iki aprel neçənci gündür,[date : iyirmi iki aprel] neçənci gündür
4521,sərhədlərin açılması ilə bağlı nəisə baş verib,[news_topic : sərhədlərin açılması] ilə bağlı nəisə baş verib
4522,geri çağırma ilə bağlı xəbərlər var,geri çağırma ilə bağlı xəbərlər var
4523,bayırda hava təqribən necədir,bayırda hava təqribən necədir
4524,olly bu gün üçün hava proqnozu nədir,olly [date : bu gün] üçün hava proqnozu nədir
4525,bugün üçün hava proqnozu nədir,[date : bugün] üçün hava proqnozu nədir
4526,axşam saat səkkizə nə qədər qalıb,[time : axşam saat səkkizə] nə qədər qalıb
4527,isveçrədə saat neçədir,[place_name : isveçrədə] saat neçədir
4528,yatış adlı alarm haqqında mənə deyə bilərsən,yatış adlı alarm haqqında mənə deyə bilərsən
4529,mənim növbəti qurulmuş qudokum nədir,mənim növbəti qurulmuş qudokum nədir
4530,saat on birdə zəngli saatın təsviri nədir,[time : saat on birdə] zəngli saatın təsviri nədir
4531,növbəti isti gün nə vaxtdır,növbəti isti gün nə vaxtdır
4532,nə qədər tez yağış gözləyə bilərik,nə qədər tez [weather_descriptor : yağış] gözləyə bilərik
4533,olly baku wsdə xəbər başlıqları hansılardır,olly [media_type : baku wsdə] xəbər başlıqları hansılardır
4534,yeni müsavatda xəbər başlıqları nədir,[media_type : yeni müsavatda] xəbər başlıqları nədir
4535,apada xəbər başlıqları nələrdir,[media_type : apada] xəbər başlıqları nələrdir
4536,indi report azda əsas xəbərlər hansılardır,indi [media_type : report azda] əsas xəbərlər hansılardır
4537,mənə yeni müsavatda olan ən mühüm xəbərləri de,mənə [media_type : yeni müsavatda] olan ən mühüm xəbərləri de
4538,mənə verdiyin hava proqnozları yanlış şəhər üçündür mən olduğum şəhərin temperaturunu bilmək istəyirəm,mənə verdiyin hava proqnozları yanlış şəhər üçündür mən olduğum şəhərin temperaturunu bilmək istəyirəm
4539,o mətni göndərməyini istəməzdim hələ ki göndər deyənə qədər gözlə,o mətni göndərməyini istəməzdim hələ ki göndər deyənə qədər gözlə
4540,medianın səsini artırın,medianın səsini artırın
4541,media səsini yuxarı qoy,media səsini yuxarı qoy
4542,media səsini daha yüksək et,media səsini daha yüksək et
4543,üzərində pepperoni və bekon ilə orta ölçülü pizza sifariş et,üzərində [food_type : pepperoni və bekon] ilə orta ölçülü [food_type : pizza] sifariş et
4544,qutab və içki kimi də sprite sifariş et,[food_type : qutab] və içki kimi də [drink_type : sprite] sifariş et
4545,bekonlu və ağ amerikan pendirli ikiqat bekon çizburger sifariş ver,[food_type : bekonlu] və ağ [food_type : amerikan pendirli] ikiqat [food_type : bekon çizburger] sifariş ver
4546,yuxu pleylistindən oxut,[playlist_name : yuxu] pleylistindən oxut
4547,it gəzdirmək üçün olan pleylistə başla,[playlist_name : it gəzdirmək üçün] olan [playlist_name : pleylistə] başla
4548,gəzinti pleylistini oxutmağa başla,[playlist_name : gəzinti pleylistini] oxutmağa başla
4549,poçt xidməti pleylistini oxut,[playlist_name : poçt xidməti] pleylistini oxut
4550,hey olly mən yuxu qrupunun mahnılarını xoşlayıram,hey olly mən [artist_name : yuxu qrupunun] mahnılarını xoşlayıram
4551,apreldə zürafəni yenilə,[date : apreldə] [news_topic : zürafəni] yenilə
4552,mənim bütün zəngli saatlarımın siyahısını göstər,mənim bütün zəngli saatlarımın siyahısını göstər
4554,bir az kofe hazırlaya bilərsən,bir az kofe hazırlaya bilərsən
4555,bir fincan qəhvə hazırla,bir fincan qəhvə hazırla
4556,zəhmət olmasa mənə bir az kofe hazırla,zəhmət olmasa mənə bir az kofe hazırla
4557,azərbaycan bakıda hava,[place_name : azərbaycan] bakıda hava
4558,bu həftə yaxınlığımda hava necədir,[date : bu həftə] yaxınlığımda hava necədir
4559,mənə bu həftənin proqnozunu göstər,mənə [date : bu həftənin] proqnozunu göstər
4560,bu hansı mahnıdır,bu hansı mahnıdır
4561,saat qurşağımı mərkəzi vaxtdan sakit okean vaxtına dəyişə bilərsən,saat qurşağımı [time_zone : mərkəzi] vaxtdan [time_zone : sakit okean] vaxtına dəyişə bilərsən
4562,olly mənim saat qurşağımı hazırda olduğum saat qurşağına çevirə bilərsiniz,olly mənim saat qurşağımı hazırda olduğum saat qurşağına çevirə bilərsiniz
4563,mənim saat qurşağımı mərkəzi saat qurşağına dəyişə bilərsən,mənim saat qurşağımı [time_zone : mərkəzi] saat qurşağına dəyişə bilərsən
4564,anadoludan yemək sifariş et,[business_name : anadoludan] yemək sifariş et
4565,dominos pizzaya zəng vur,[business_name : dominos pizzaya] zəng vur
4566,mənə reportazdan ən son xəbər başlıqlarını oxu,mənə [media_type : reportazdan] ən son xəbər başlıqlarını oxu
4567,mənə xalq qəzetindən olan xəbər başlıqlarını oxu,mənə [media_type : xalq qəzetindən] olan xəbər başlıqlarını oxu
4568,finansist jurnalından xəbərlər tap,[media_type : finansist jurnalından] xəbərlər tap
4569,baku postdan ən mühüm xəbərləri mənə çatdır,[media_type : baku postdan] ən mühüm xəbərləri mənə çatdır
4571,wemo rozetka söndürülüb yandırılmalıdır,[device_type : wemo rozetka] söndürülüb yandırılmalıdır
4572,zəhmət olmasa wemo rozetkanı söndür,zəhmət olmasa [device_type : wemo rozetkanı] söndür
4573,burada işıqları artır zəhmət olmasa,burada işıqları artır zəhmət olmasa
4574,bir az paket yemək sifariş etmək istərdim,bir az [order_type : paket yemək] sifariş etmək istərdim
4575,mən bir az paket yemək sifariş etmək istəyirəm,mən bir az [order_type : paket] yemək sifariş etmək istəyirəm
4576,mənə paket yemək sifariş verə bilərsən,mənə [order_type : paket yemək] sifariş verə bilərsən
4577,dinamiklərimin səsini artır,dinamiklərimin səsini artır
4578,səsi artıra bilərsən,səsi artıra bilərsən
4579,zəhmət olmasa dinamikin səsini artır,zəhmət olmasa dinamikin səsini artır
4580,çikaqoda saat neçədir,[place_name : çikaqoda] saat neçədir
4581,parisdə saat neçədir,[place_name : parisdə] saat neçədir
4582,moskvada vaxt fərqlidir,[place_name : moskvada] vaxt fərqlidir
4583,onlardan həmişə qapını qıfıllamağı və açarları nəzarətdə saxlamağı yadlarında saxlamağı xahiş et,onlardan həmişə qapını qıfıllamağı və açarları nəzarətdə saxlamağı yadlarında saxlamağı xahiş et
4584,uşaqlara evdə tək ikən qapını heç vaxt açmamağı öyrət,[relation : uşaqlara] evdə tək ikən qapını heç vaxt açmamağı öyrət
4585,onlara sənin evini sürətli şəkildə tərk etmək məcburiyyəti olduqda daxili qıfıllara aid açarların yerini göstər,onlara sənin evini sürətli şəkildə tərk etmək məcburiyyəti olduqda daxili qıfıllara aid açarların yerini göstər
4586,qəhvəmi sadə istəyirəm,qəhvəmi [coffee_type : sadə] istəyirəm
4587,mənim ən sevdiklərimi oxut,mənim ən sevdiklərimi oxut
4588,alexa mənim sevimlilərimi oxut,alexa mənim sevimlilərimi oxut
4589,idman oyunları üçün bildiriş qur,[event_name : idman oyunları] üçün bildiriş qur
4590,avtomobilimdəki g. p. s. üçün yeni bildiriş əlavə et,[transport_type : avtomobilimdəki] [device_type : g. p. s.] üçün yeni bildiriş əlavə et
4591,mənə yaponiyadakı vaxtı de,mənə [place_name : yaponiyadakı] vaxtı de
4592,hansı zəngli saatlar gəlir,hansı zəngli saatlar gəlir
4593,mənə qarşıdan gələn qudoklar barədə de zəhmət olmasa,mənə qarşıdan gələn qudoklar barədə de zəhmət olmasa
4594,təyin etdiyim zəngli saatları mənə göstər,təyin etdiyim zəngli saatları mənə göstər
4595,gələn həftə yetmiş dərəcə gün olacaq,[date : gələn həftə] [weather_descriptor : yetmiş dərəcə] gün olacaq
4596,mətbəxin işığını yandır,[house_place : mətbəxin] işığını yandır
4597,qonaq otağının radiosunu yandır,[house_place : qonaq otağının] radiosunu yandır
4598,bu restoran çatdırılma edir,bu [business_type : restoran] çatdırılma edir
4599,restoran üçün çatdırılma variantlarını yoxla,[business_type : restoran] üçün [order_type : çatdırılma] variantlarını yoxla
4600,hansı iaşə paketlərinin mövcud olduğunu deyin,hansı iaşə paketlərinin mövcud olduğunu deyin
